Gene = CHTOP
index = 371
Annotated 5SS: [ 295 2605 4400 8381 9316]
Annotated 3SS: [ 2522  4245  8196  9177 11014]
SMsplice 5SS: [ 295 2605 4400 5403 6362 9316]
SMsplice 3SS: [ 2522  4245  5318  6158  9177 11014]
top_k =  500
Partition function (log Z): 3.21118453497004

Sorted 5' Splice Sites (High to Low Probability):
Position 2605: 0.9946825232395714
Position 9316: 0.9537044030094166
Position 295: 0.8978244022930423
Position 5403: 0.8034714303638606
Position 6362: 0.796297730187754
Position 4400: 0.6504236867798733
Position 94: 0.47537429176834256
Position 7804: 0.18713335056313685
Position 4561: 0.1706985346656847
Position 8216: 0.16171028561816994
Position 7614: 0.14129188931963643
Position 11629: 0.14051662249193292
Position 8381: 0.11660453192424743
Position 12061: 0.08077175821786373
Position 11084: 0.07284546560903245
Position 6068: 0.04932415815654377
Position 8601: 0.03463026530125829
Position 11251: 0.017143537431768975
Position 3260: 0.016808139587460007
Position 219: 0.01657581041214772
Position 7026: 0.015370588395784882
Position 2205: 0.014819062734184879
Position 7936: 0.013693473052992853
Position 328: 0.012796848816595003
Position 4975: 0.011045715232993927
Position 5668: 0.010552516414030521
Position 10398: 0.010252165815406233
Position 5415: 0.009229871873073872
Position 1554: 0.007475932710336462
Position 9256: 0.007206836765966903
Position 9842: 0.005509087008822914
Position 7769: 0.005457823130288941
Position 7568: 0.0045231799036438425
Position 305: 0.004326472039070969
Position 1541: 0.003677056521794934
Position 8238: 0.0036529322957498684
Position 2016: 0.0036471186853155573
Position 668: 0.003266114404938577
Position 10542: 0.0031992907645130367
Position 11015: 0.0026271017769041133
Position 1037: 0.0024379330803544564
Position 5686: 0.0024181163344289785
Position 3214: 0.0020355390183738778
Position 9310: 0.0020145516879917693
Position 5139: 0.0018523347177515268
Position 568: 0.0017048413893251705
Position 6664: 0.0015225538530753515
Position 2984: 0.0015136837361312632
Position 3902: 0.0014686946355607453
Position 3386: 0.0014544317076196568
Position 3201: 0.001360171327673208
Position 11717: 0.001337324616553909
Position 1496: 0.001246320623819126
Position 6403: 0.0012004210494983324
Position 11021: 0.0011589470809351358
Position 1081: 0.001093268929423533
Position 8572: 0.0009457203103878957
Position 3503: 0.000942584078047851
Position 2973: 0.0009042973875869573
Position 492: 0.0009024138892489499
Position 4144: 0.0007158300665437717
Position 6715: 0.0006992329212722518
Position 8943: 0.0006988479961079891
Position 2277: 0.0006911185008226197
Position 5598: 0.0006586343153155195
Position 3237: 0.0006552667927747862
