Gene = GOLGA1
index = 606
Annotated 5SS: [  129   994  2523  9784 11884 12912 14391 18005 19377 19971 29199 32723
 40648 41771 42551 50711 51666 51957 52847 58590 59316 59929]
Annotated 3SS: [  943  2232  9692 11808 12813 14357 17875 19206 19858 29072 32626 40551
 41620 42454 50620 51562 51795 52702 58529 59144 59841 60488]
SMsplice 5SS: [  129  9784 10201 12912 14391 18005 19971 29199 32723 40648 41771 42551
 50711 51666 51957 52847 58590 59316 59929]
SMsplice 3SS: [ 9692 10075 12796 14357 17875 19798 29072 32626 40551 41620 42403 50620
 51562 51818 52702 58529 59144 59841 62274]
top_k =  500
Partition function (log Z): 25.87236716166634

Sorted 5' Splice Sites (High to Low Probability):
Position 29199: 0.9999860519676661
Position 41771: 0.9945734578089886
Position 9784: 0.9916832305077599
Position 51666: 0.9798626115947962
Position 18005: 0.9739052220562663
Position 51957: 0.9699131407859379
Position 59316: 0.9595173409597991
Position 19971: 0.9520311163256842
Position 42551: 0.9382146389439604
Position 50711: 0.936859709464596
Position 52847: 0.9060416686420817
Position 40648: 0.8919378948022959
Position 32723: 0.8429517051149812
Position 10201: 0.7801221959205804
Position 59929: 0.7779592664058042
Position 12912: 0.7399284202220685
Position 2523: 0.6688743941488009
Position 14391: 0.6059128806915131
Position 5243: 0.44342564441866367
Position 21441: 0.3900268899017371
Position 26007: 0.3521526041191617
Position 21796: 0.34829404866949115
Position 30212: 0.31334108235653224
Position 129: 0.305777051780548
Position 8628: 0.289893191494191
Position 10512: 0.26309829395390905
Position 60644: 0.24964918321566837
Position 9551: 0.21448054871365618
Position 11884: 0.2109200252880915
Position 51035: 0.1994429961208264
Position 60596: 0.19053932317575756
Position 40783: 0.18549704657782176
Position 21540: 0.17960849310280624
Position 53214: 0.17016379115336067
Position 994: 0.15390141572404703
Position 208: 0.14621695783780342
Position 260: 0.14611845640829219
Position 53473: 0.13868151310000487
Position 21407: 0.1383623735526497
Position 14461: 0.13684563561407287
Position 597: 0.12635686479380134
Position 35524: 0.12312228373485977
Position 51139: 0.11723003176761305
Position 1069: 0.11561622103862276
Position 40743: 0.11559429162303508
Position 30202: 0.10825296321567052
Position 26361: 0.09935122025956471
Position 25984: 0.0924366795001674
Position 3142: 0.09081393167666162
Position 43283: 0.08535743487132655
Position 26011: 0.08106818424500953
Position 734: 0.08022825378782314
Position 586: 0.07447379466321957
Position 187: 0.0738331387096629
Position 14440: 0.0725494880525147
Position 2468: 0.06947484061614567
Position 43320: 0.06807332498808721
Position 37309: 0.06774350017952711
Position 593: 0.06616326311596112
Position 53251: 0.060153550915995425
Position 43411: 0.059959678683381465
Position 55740: 0.05988017083074044
Position 44293: 0.05922610064858675
Position 32761: 0.055263445654730875
Position 62224: 0.053693365953123844
Position 2131: 0.0518030827929304
Position 13458: 0.0494506732107239
Position 43430: 0.0485305665953816
Position 60944: 0.046176541129967365
Position 19649: 0.044447945043819624
Position 3594: 0.04396371107815387
Position 30442: 0.04377598989988991
Position 52767: 0.04279407667134785
Position 23915: 0.042253722601656024
Position 57: 0.040696788474942965
Position 32308: 0.040190530512620226
Position 53959: 0.03532845748300596
Position 26042: 0.03172092932175485
Position 46894: 0.030578763608202032
Position 15191: 0.028756515656447133
Position 30044: 0.02776048784551736
Position 52006: 0.02764277240093356
Position 8758: 0.027344217364827426
Position 9379: 0.02673017712346709
Position 50678: 0.026206375950432036
Position 2472: 0.024360781149002066
Position 29741: 0.024190208834145292
Position 26539: 0.024100238601235224
Position 13469: 0.02406818127395597
Position 36553: 0.023232139280839705
Position 25646: 0.022584574240426203
Position 51086: 0.02219745703066361
Position 51040: 0.02064623096565232
Position 447: 0.02007166775436167
Position 51000: 0.01979302458785633
Position 51: 0.019370504994047275
Position 40828: 0.018906087190549613
Position 998: 0.01722477009102328
Position 15044: 0.01680787680366528
Position 54443: 0.016376727163646198
