Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  500
Partition function (log Z): 5.832135737376829

Sorted 5' Splice Sites (High to Low Probability):
Position 14724: 0.9847490103129354
Position 23247: 0.9520768862993098
Position 11432: 0.9310418897896515
Position 8738: 0.9202583525562752
Position 19891: 0.8206605083961579
Position 1925: 0.8169095673739548
Position 10878: 0.7971900080125232
Position 60: 0.7449853166504337
Position 283: 0.5988481332300656
Position 14438: 0.5362016298680561
Position 1643: 0.4130170007191264
Position 13496: 0.3889647852547144
Position 24540: 0.3110642656075818
Position 1521: 0.24900426605312972
Position 22981: 0.24596195157953413
Position 13549: 0.20548190753575368
Position 18889: 0.17085546013639502
Position 23968: 0.1661468781164916
Position 19171: 0.15523539056833324
Position 19710: 0.1541445096038256
Position 15514: 0.1447368157171225
Position 14323: 0.14416395635007342
Position 19992: 0.1410344988935072
Position 22139: 0.08817632873790592
Position 24192: 0.07080240438607623
Position 11964: 0.06404505171884518
Position 2609: 0.0584949282924979
Position 12960: 0.049359661138430024
Position 23005: 0.0493390681603399
Position 12583: 0.042143027226706264
Position 18680: 0.04212710241171831
Position 1958: 0.03992914826269185
Position 23799: 0.03634841234556458
Position 14071: 0.03550823742584915
Position 11954: 0.034484927801061216
Position 302: 0.032923282627751606
Position 14410: 0.027142672581522375
Position 25216: 0.02710732547324423
Position 23238: 0.02576523687946129
Position 18012: 0.022288515320771893
Position 17246: 0.020855509015953434
Position 19957: 0.01914809895325447
Position 7859: 0.018054644261480773
Position 18742: 0.015619256673305399
Position 18732: 0.014705190141560784
Position 25983: 0.014194567050714934
Position 5583: 0.01291971085266229
Position 18295: 0.012567506348443372
Position 24521: 0.01058275193158986
Position 8963: 0.008911600365009341
Position 22392: 0.008343234175668762
Position 19967: 0.008286999520189783
Position 783: 0.007325404443245671
Position 12357: 0.005844788561015686
Position 10594: 0.005768178778715568
Position 21861: 0.0053461123774528095
Position 13563: 0.004363125340645527
Position 25245: 0.004188621003779768
Position 24595: 0.004087049480443447
Position 18612: 0.003783725853060511
Position 22971: 0.002958782687562974
Position 23750: 0.0023686790124269603
Position 20917: 0.0023058481726659793
Position 26020: 0.0019519572608178632
Position 19863: 0.0016127745317568271
Position 20744: 0.0015676291325015426
Position 316: 0.001525366736631201
Position 697: 0.0015237434921085743
Position 18211: 0.001356165261428077
Position 25179: 0.0013325924095857235
Position 23561: 0.0011963560469904298
Position 22396: 0.0011790659860400417
Position 188: 0.0008772816954677265
Position 1037: 0.0008000815604714873
Position 17241: 0.0006371673613023339
Position 11717: 0.0005747479361905887
Position 16437: 0.0005087390079668859
Position 15219: 0.00041295099763063504
Position 20168: 0.0004011849374942842
Position 181: 0.00038035423269734296
Position 12316: 0.0002641442703132668
Position 15669: 0.0001896577004863506
Position 18152: 0.00018396498321391122
Position 1272: 0.00016556976840350403
Position 23270: 0.00012943948704580887
Position 4723: 0.00012436616199583395
Position 2795: 0.00011663224556879725
Position 2867: 0.0001162179309217354
