Gene = ZNF775
index = 1622
Annotated 5SS: [  58 9166]
Annotated 3SS: [ 9085 17176]
SMsplice 5SS: [  58 1797 9166]
SMsplice 3SS: [ 1645  9085 17176]
top_k =  500
Partition function (log Z): -6.41809003607884

Sorted 5' Splice Sites (High to Low Probability):
Position 9166: 0.9991704147018468
Position 1797: 0.6911096935013713
Position 3488: 0.4873380083457805
Position 1254: 0.35748801554829623
Position 58: 0.33842216301439176
Position 5079: 0.3083385786872669
Position 724: 0.19751849602397753
Position 17364: 0.1680984962718481
Position 15163: 0.1590377359613152
Position 2612: 0.15525022399434182
Position 1826: 0.12588824432227894
Position 16739: 0.10085077341079832
Position 7232: 0.06902681999758149
Position 4800: 0.057690353590351726
Position 664: 0.054267958213844204
Position 2094: 0.053936083291455335
Position 509: 0.0493173978192372
Position 3687: 0.04657123631403988
Position 5260: 0.03410465995022789
Position 16656: 0.02923770965771813
Position 1602: 0.027819916680793373
Position 1830: 0.025882663160347402
Position 16637: 0.024801715920501635
Position 3091: 0.022316102490597314
Position 329: 0.021445701551243805
Position 1229: 0.020195743049164737
Position 8263: 0.019150055633831493
Position 2759: 0.014005275862105803
Position 117: 0.013951787333241008
Position 1932: 0.01248269502916147
Position 5902: 0.012429186419506631
Position 674: 0.010803379096400143
Position 513: 0.008097825686480839
Position 13341: 0.007920267460219555
Position 4767: 0.0069713997079292956
Position 3679: 0.006558976304425382
Position 1345: 0.005954391941935101
Position 1149: 0.005794520056573558
Position 10154: 0.005772445838703492
Position 10091: 0.00531056018124455
Position 4900: 0.005104734130111949
Position 5056: 0.004933921498146284
Position 4716: 0.004305374736398382
Position 16578: 0.004119742804505269
Position 299: 0.00375358824307219
Position 781: 0.00370577239353062
Position 5889: 0.003487993905815754
Position 2291: 0.003443048452947431
Position 4532: 0.0032050771600559674
Position 15451: 0.003143749081592223
Position 2693: 0.003094190465056067
Position 1977: 0.0029509339717506476
Position 902: 0.0026818725809289695
Position 4512: 0.002227460143402519
Position 1646: 0.0020232251131625132
Position 2504: 0.0018264985850269758
Position 612: 0.001764368708362417
Position 786: 0.0015495715925016615
Position 4964: 0.0015254023710835664
Position 1347: 0.0014957768178302485
Position 14172: 0.0014404521581513616
Position 1535: 0.0012762432910130483
Position 2904: 0.001254323808657611
Position 1116: 0.0008568551113213597
Position 1241: 0.0008063018054528908
Position 345: 0.0006004896453321254
Position 598: 0.0005598698486476392
Position 3675: 0.0005536902089328937
Position 3095: 0.000543858830587035
Position 569: 0.0005230169882055062
Position 1765: 0.00039754709549069596
Position 1108: 0.00020748705432394773
Position 2126: 0.00013440303294234954
Position 11440: 7.67252966034102e-05
Position 10048: 7.266858728000679e-05
Position 991: 5.743659587726346e-05
Position 1910: 4.9017549894234966e-05
Position 1867: 4.583228870001602e-05
Position 11169: 4.414418608286746e-05
Position 1370: 1.5813550009794717e-05
Position 9514: 8.4601218402417e-06
Position 526: 6.1456805815587614e-06
Position 883: 5.418862208043627e-06
Position 33: 5.377191011804709e-06
Position 1376: 5.223386843414502e-06
Position 209: 4.597963776431188e-06
Position 528: 2.75334819618554e-06
Position 801: 2.685257164003079e-06
Position 243: 2.3218453817330195e-06
Position 374: 1.5576885746724518e-06
