Gene = BRD8
index = 140
Annotated 5SS: [  391  1416  6922  7626  7949  8155  8642  9765 11053 12469 13159 14273
 14667 14900 15857 16933 17191 18096 18918 19432 26505 28242 29347 33198
 33810 38282]
Annotated 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 12258 12877 13819 14572
 14852 15641 16839 17121 17917 18812 19386 26225 27977 29188 33107 33740
 38103 38819]
SMsplice 5SS: [  391  1416  6922  7642  7949  8155  8642  9765 11053 13159 14667 14900
 16933 17191 18096 18918 21883 28242 33198 33835 38282]
SMsplice 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 13102 14572 14852 16839
 17121 17917 18812 21718 27977 33107 33740 38103 38819]
top_k =  500
Partition function (log Z): 34.97992366493473

Sorted 5' Splice Sites (High to Low Probability):
Position 33198: 0.9872277712858029
Position 18918: 0.9857001093557896
Position 7949: 0.9775676910642933
Position 14667: 0.9633535673864914
Position 18096: 0.9590032577064701
Position 8642: 0.9543666392712724
Position 16933: 0.9372324023273065
Position 8155: 0.9210566255316518
Position 13159: 0.8930966333593867
Position 391: 0.8079168107437901
Position 9765: 0.7704666926827352
Position 38282: 0.7067536312542133
Position 12469: 0.6857737349587251
Position 21883: 0.6824172248389161
Position 11053: 0.678731785477117
Position 17191: 0.6636375031668342
Position 28242: 0.6534493718590233
Position 1416: 0.6307752391183842
Position 7642: 0.6089382709158694
Position 6922: 0.563129449503438
Position 14900: 0.5389912020732726
Position 33835: 0.5124288278893846
Position 10517: 0.46022394698175545
Position 26505: 0.4164357093450451
Position 22258: 0.3896612812315317
Position 1421: 0.36525177750341586
Position 33810: 0.3297416334455643
Position 34939: 0.2830565273738055
Position 29347: 0.2609881291130707
Position 25489: 0.2597325899626508
Position 34836: 0.2450211417491667
Position 8326: 0.23567870091929924
Position 4310: 0.22321023986428787
Position 19432: 0.20864469459072094
Position 34683: 0.19830823122439994
Position 15899: 0.19478875534102724
Position 12877: 0.17080339864170466
Position 17284: 0.16093525287296725
Position 17215: 0.14627348515187466
Position 6267: 0.13327958752259503
Position 10971: 0.11725193275969786
Position 10661: 0.11261349018277493
Position 7626: 0.110550071699617
Position 6970: 0.1026022373472865
Position 21820: 0.10068187487981736
Position 8312: 0.1002113697412692
Position 9709: 0.09599180145460749
Position 14273: 0.08272864845612979
Position 28723: 0.06643420735758174
Position 594: 0.06394835971718951
Position 41: 0.060023779784699645
Position 218: 0.054062146198307306
Position 1128: 0.04550476213924383
Position 9326: 0.04363087520981429
Position 13820: 0.042451003119793135
Position 1163: 0.04061581573915142
Position 38345: 0.04055581306475469
Position 36185: 0.03889011911399764
Position 5851: 0.03823015223346864
Position 27282: 0.035222123116052176
Position 16954: 0.034004408051152284
Position 14139: 0.033461661735791355
Position 11425: 0.03299458536509667
Position 407: 0.03061934501256077
Position 15759: 0.02948256026196591
Position 19493: 0.029214673297820813
Position 21345: 0.021871863094067006
Position 2962: 0.021089233947052415
Position 38356: 0.02060887070249681
Position 22357: 0.020008119873527328
Position 25604: 0.019820296781668745
Position 8656: 0.019209795511802977
Position 26300: 0.01894443103985906
Position 14069: 0.01878760679671243
Position 15072: 0.01774015463995153
Position 3237: 0.017466952205861273
Position 26511: 0.016020112001724054
Position 4748: 0.015849987282535238
Position 15010: 0.015687152695569292
Position 897: 0.014498890004168258
Position 1143: 0.014417572054259661
Position 19557: 0.014405426924729955
Position 14757: 0.014368812766679704
Position 7753: 0.013675648288291948
Position 6589: 0.013617366546109564
Position 17422: 0.012808861002162162
Position 15400: 0.012160879700588831
Position 13103: 0.01176040813547248
Position 13006: 0.011485022179180678
Position 38447: 0.011110565803177949
Position 10531: 0.011048183753608505
Position 2149: 0.011038555781594349
Position 33214: 0.010717596479051086
