Gene = SDHC
index = 1237
Annotated 5SS: [  169  9414 14241 26399 42584]
Annotated 3SS: [ 9356 14138 26336 42419 48071]
SMsplice 5SS: [  169  9414 14241 26399 42584]
SMsplice 3SS: [ 9356 14138 26336 42419 48071]
top_k =  500
Partition function (log Z): -24.806497476972257

Sorted 5' Splice Sites (High to Low Probability):
Position 14241: 0.9978797188344112
Position 9414: 0.822238908302447
Position 169: 0.6636063383148683
Position 26399: 0.5034377718269766
Position 618: 0.3956147672442115
Position 12512: 0.3675932277332453
Position 23262: 0.3180158462804967
Position 1715: 0.29257193537531584
Position 26511: 0.13874137593929992
Position 347: 0.1131275759258772
Position 20296: 0.09551696034803368
Position 20053: 0.07066533076988292
Position 498: 0.06993387572556153
Position 4336: 0.04901750059545656
Position 2377: 0.030131509994056713
Position 1190: 0.024380354318242918
Position 6480: 0.013626959775514433
Position 773: 0.012530888245836454
Position 13205: 0.01240282678153301
Position 1303: 0.010301222302355745
Position 21157: 0.009245228304908277
Position 2631: 0.008692213855248435
Position 14494: 0.007656437530125445
Position 4564: 0.00593657279741476
Position 9019: 0.0038299244719803625
Position 1409: 0.003370324029219148
Position 23270: 0.00288617752171163
Position 190: 0.0024957564915514146
Position 10462: 0.0023852341710483586
Position 194: 0.0019929057968201746
Position 1281: 0.0014031877350118025
Position 21484: 0.0013267883312135117
Position 381: 0.0013161003922593257
Position 356: 0.0011866377445307922
Position 284: 0.00039652146472923295
Position 103: 0.0002611196365287318
Position 178: 0.0002275089556318607
Position 1699: 0.00020403874458440395
Position 1237: 0.00019232756773101232
Position 921: 0.00016045069827610325
Position 1994: 0.00015957551852438198
Position 2261: 0.00014969241920351174
Position 1289: 0.0001213489438563027
Position 981: 8.711954905354454e-05
Position 4363: 6.767177463106556e-05
Position 2395: 6.043051439059168e-05
Position 2117: 5.8517172731442657e-05
Position 570: 5.438902668362727e-05
Position 622: 3.69620232246916e-05
Position 1420: 2.9703052586617193e-05
Position 747: 2.6404496496425658e-05
Position 1537: 2.4218193029007526e-05
Position 662: 1.5312908838660978e-05
Position 513: 1.3146115361675073e-05
Position 1348: 1.0365725861886186e-05
Position 967: 9.613996211957534e-06
Position 130: 9.113986140808712e-06
Position 432: 8.471681946228612e-06
Position 369: 8.438539464736457e-06
Position 1326: 7.809237114094705e-06
Position 996: 7.74183224670461e-06
Position 1617: 6.296962607779509e-06
Position 257: 6.237598514003925e-06
Position 248: 4.4751317192942085e-06
Position 160: 2.6318321554398594e-06
Position 1999: 1.93963066767988e-06
Position 532: 3.8169149169756364e-07
Position 121: 1.7872066671641606e-07
Position 233: 1.1671614911890107e-07
Position 286: 4.9956797352580714e-08
Position 51: 1.0152482233162004e-08
Position 678: 1.7329096822322598e-09
Position 328: 2.1423864184158817e-10
Position 413: 1.3050651032282115e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 14138: 0.999283296763708
Position 9356: 0.7723272886765318
Position 26336: 0.6603233500919654
Position 12393: 0.34007356441498243
Position 1496: 0.29105171880598313
Position 26611: 0.28460958408057535
Position 33920: 0.25180995054085376
Position 23148: 0.21138931123432098
Position 23170: 0.1327423574829098
Position 20173: 0.1293353099195224
Position 338: 0.11454875017098995
Position 29401: 0.07413115852670271
Position 432: 0.06579025252863793
Position 24612: 0.05846765160270875
Position 21256: 0.05437335791032462
Position 9162: 0.04934308194825984
Position 4133: 0.04909895382334018
Position 19912: 0.04893960176741356
Position 28275: 0.046868238034741355
Position 19966: 0.04066337998150672
Position 469: 0.03969622836905665
Position 23424: 0.03656957903676316
Position 2348: 0.03472065468166222
Position 12389: 0.02801333490351525
Position 21676: 0.02057774175369019
Position 26108: 0.019302377309783257
Position 268: 0.015906811991812975
Position 1053: 0.014541969621772833
Position 359: 0.013836042403775907
Position 1233: 0.012968262412057164
Position 23126: 0.012498259007492796
Position 13102: 0.012402826781532972
Position 20911: 0.009247810041370283
Position 599: 0.008658919640975343
Position 23525: 0.006485292295165594
Position 25441: 0.0061369089563166074
Position 4467: 0.005937479202680749
Position 6311: 0.004999261378505919
Position 21238: 0.004852422666256949
Position 313: 0.004708184731140611
Position 6292: 0.004472256888009635
Position 497: 0.004209954147014867
Position 21129: 0.004159828091670217
Position 6459: 0.004155441508998882
Position 8766: 0.0038325584395045883
Position 22637: 0.0038241397175993617
Position 14376: 0.0032531218610325346
Position 14358: 0.0030299469831811384
Position 862: 0.0028939208097545016
Position 2564: 0.0025807032452262193
Position 1189: 0.0025642784068412488
Position 17363: 0.002375029540369707
Position 10344: 0.0022845436355045995
Position 18396: 0.0017865990771904392
Position 22299: 0.0017837725067350303
Position 16956: 0.0016241674584211395
Position 20366: 0.0014829534114532967
Position 644: 0.0013987778090095054
Position 16409: 0.0013891985912718198
Position 471: 0.001343336110514066
Position 15463: 0.001162583901582515
Position 19169: 0.0011118225158529725
Position 14676: 0.00104192202754964
Position 2492: 0.0009818674889746594
Position 15861: 0.0007679260465877411
Position 1455: 0.0007467808412405714
Position 15678: 0.0007091070269522354
Position 17736: 0.000696928564029942
Position 9186: 0.0006876264534906946
Position 2521: 0.0006124539710215591
Position 17035: 0.0005690816323401682
Position 18034: 0.000548497489909134
Position 14454: 0.0005155218537235137
Position 15608: 0.00046526770397672755
Position 20803: 0.00046012999085495536
Position 16275: 0.000445395034574605
Position 17524: 0.00043084402381060474
Position 16358: 0.00042424845433108936
Position 15099: 0.00037695224934551077
Position 15719: 0.00035500931007998457
Position 547: 0.00027926360735144277
