Gene = MROH9
index = 859
Annotated 5SS: [   62 10056 12048 23015 24072 26451 29730 36358 48009 51185 54478 56804
 60006 61119]
Annotated 3SS: [ 9993 12000 22934 23935 26363 29624 36221 47895 51034 54328 56637 59862
 60980 62627]
SMsplice 5SS: [   62 26451 29730 36358 51185 54478 60006]
SMsplice 3SS: [26363 29624 36221 51034 54328 59906 62627]
top_k =  500
Partition function (log Z): -33.73156986645949

Sorted 5' Splice Sites (High to Low Probability):
Position 62: 0.9040757887795489
Position 5064: 0.08116281939063517
Position 195: 0.08034187034642268
Position 6272: 0.07974780320141057
Position 9336: 0.07270873584647183
Position 3025: 0.0714217674864514
Position 12048: 0.0623534390699999
Position 7215: 0.023923267133774028
Position 3208: 0.02373109705769596
Position 9433: 0.01396033987571724
Position 11477: 0.01282596665371203
Position 10961: 0.00997176210510933
Position 2933: 0.008131925414525374
Position 596: 0.007515543754710648
Position 253: 0.0055572453379300266
Position 450: 0.002817113119129634
Position 2798: 0.00245708675723185
Position 9362: 0.0019467642934205395
Position 4781: 0.001935597260722071
Position 5153: 0.0015879169622808496
Position 3082: 0.0013076419496519125
Position 8855: 0.0012662713940019966
Position 1071: 0.0009626356317907305
Position 4864: 0.0009490383492935415
Position 2974: 0.0006925765220574025
Position 2657: 0.0006045276435574833
Position 2649: 0.0005325170421637439
Position 664: 0.000499117026806428
Position 5666: 0.0003700886118813174
Position 4642: 0.0002526454234210794
Position 3287: 0.00022423960400108086
Position 3013: 0.00021408398368253758
Position 4961: 0.00019096896116315576
Position 66: 9.001695529369575e-05
Position 4538: 8.683806218991213e-05
Position 408: 8.565696574633645e-05
Position 261: 6.893296541080628e-05
Position 2277: 4.3142984647057535e-05
Position 853: 3.5827950247018524e-05
Position 3360: 3.4969029836348754e-05
Position 2955: 3.268929625419915e-05
Position 5776: 2.9194252136800905e-05
Position 4546: 5.0580956234502105e-06
Position 4231: 2.537326227987221e-06
Position 614: 1.0430017867366425e-06
Position 325: 4.63310093890833e-07
Position 285: 4.359384602839324e-07
Position 396: 1.9206488553117261e-07
Position 337: 1.3251277827295484e-07
Position 743: 1.261230883903945e-07
Position 848: 8.171306847601913e-08
Position 538: 8.147937950603929e-08
Position 51: 5.302002484749829e-08
Position 796: 4.577910364989479e-08
Position 37: 4.2352526374245424e-08
Position 402: 2.873339259261235e-08
Position 772: 2.1678371711707784e-08
Position 200: 1.632269961570169e-08
Position 11: 3.717639239921073e-09
Position 29: 2.349299196266328e-09
Position 146: 7.883432784765763e-10
Position 213: 1.2867164817988154e-10
Position 103: 1.1889857318321936e-10
Position 237: 1.1843268302445816e-10
Position 88: 1.029496777885629e-10
Position 141: 1.1171759391263745e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12222: 0.16035297821276454
Position 5974: 0.1454483209079312
Position 11417: 0.13191550104841873
Position 15871: 0.12737997953001792
Position 9279: 0.11545325329790489
Position 11122: 0.08180195378483703
Position 12000: 0.06558485770214119
Position 12810: 0.05054015606318069
Position 12508: 0.04949357621327907
Position 15475: 0.04730740847665582
Position 2836: 0.04305003162117965
Position 2932: 0.03556647028622299
Position 4981: 0.03480828429440752
Position 4638: 0.032909825850142224
Position 15766: 0.032760193617938575
Position 17286: 0.03151485433362155
Position 4950: 0.02761013376783034
Position 6161: 0.02742136908578021
Position 15403: 0.02464306597181521
Position 7058: 0.024424532612141867
Position 5386: 0.018796442525312825
Position 2889: 0.014244742512838103
Position 4780: 0.0137043557827062
Position 10832: 0.011856831040492906
Position 4922: 0.010979572944866305
Position 6437: 0.0069270621735926805
Position 6599: 0.006880062894317749
Position 12582: 0.006840043713579702
Position 6576: 0.006811364807647359
Position 5324: 0.004775211947595284
Position 2016: 0.004355705080745901
Position 905: 0.003968275583345221
Position 3206: 0.0029456865435549076
Position 4753: 0.002842078556950913
Position 2617: 0.0028269216245998623
Position 6061: 0.0028204840691359997
Position 1439: 0.0028065478468834787
Position 12347: 0.002730078082397133
Position 3082: 0.002720904190597746
Position 3584: 0.0025860603922020324
Position 10200: 0.002530002582132933
Position 2520: 0.0024897587748800064
Position 3008: 0.0024223119657227074
Position 6698: 0.0021740210892968615
Position 8679: 0.002108089322884739
Position 5689: 0.0019395889273900405
Position 2923: 0.0019076445614732566
Position 151: 0.0018962354642699584
Position 964: 0.0018598881144819477
Position 3101: 0.0018485573543888661
Position 11471: 0.0018020917410144336
Position 5288: 0.0017830754872259782
Position 4955: 0.0014806575178993911
Position 4822: 0.0012819341169117116
Position 9570: 0.001281343789738918
Position 8759: 0.001209607276663768
Position 194: 0.0011960792484771202
Position 9993: 0.0011269003230451327
Position 6622: 0.0010214989630317232
Position 10254: 0.0010174720161283451
Position 723: 0.0010167193842647968
Position 663: 0.000996896762337859
Position 2857: 0.0009354718020464953
Position 3873: 0.0008644899690708301
Position 2726: 0.0008262843869031744
Position 6199: 0.0007663543649812299
Position 8550: 0.0006493462788803734
Position 2946: 0.0005494161938720107
Position 5911: 0.0005456794073592511
Position 5885: 0.0005358475383171427
Position 4383: 0.0005106126600053127
Position 4825: 0.00048660650197288144
Position 1725: 0.00048518187522299955
Position 8123: 0.0004839763539729501
Position 5175: 0.0004723874078767568
Position 3170: 0.0004612632901737137
Position 2676: 0.00045734289289602623
Position 719: 0.00045685247932091103
Position 5192: 0.00043454518965054434
Position 5575: 0.00041452068899551535
Position 685: 0.0004048154769465985
Position 2574: 0.000391187787639357
Position 3135: 0.0003821960474643814
Position 1260: 0.0003803433587833842
Position 1202: 0.0003683245547974324
Position 2973: 0.0003635935343689344
Position 1476: 0.0003252411245561905
Position 222: 0.0002907505182204245
Position 5251: 0.000265919368697862
Position 2999: 0.0002573339670888753
Position 941: 0.00023561383655659244
Position 3161: 0.00020843046574350397
Position 4422: 0.00020702730883164129
Position 3622: 0.00020144814180114658
Position 2473: 0.00019777999452070811
Position 1487: 0.00018395702261568442
Position 2205: 0.00017198949892040347
Position 1008: 0.00016869845676248754
Position 3989: 0.00016184259238070147
Position 5500: 0.0001538594004042487
Position 3686: 0.00015384827134783032
Position 3513: 0.00012187739809681404
