Gene = MARCKSL1
index = 817
Annotated 5SS: [433]
Annotated 3SS: [1281]
SMsplice 5SS: [433]
SMsplice 3SS: [1281]
top_k =  500
Partition function (log Z): -7.504452060355254

Sorted 5' Splice Sites (High to Low Probability):
Position 433: 0.7478589854031532
Position 437: 0.2346247286734247
Position 1154: 0.03996893650640524
Position 1432: 0.03049385332290285
Position 1412: 0.025098608136459172
Position 1797: 0.012398788644990617
Position 856: 0.009174637918649343
Position 208: 0.008067818062382787
Position 1111: 0.00799120072811484
Position 1787: 0.007354896516383733
Position 1325: 0.004459833786345274
Position 1129: 0.004095155564507809
Position 2016: 0.002899114509693235
Position 1043: 0.0026043591877756406
Position 190: 0.0025459694698039895
Position 1529: 0.0025149113569118598
Position 1004: 0.0016462474151165154
Position 2339: 0.0011931630778012463
Position 32: 0.0010968715798918716
Position 2116: 0.001040874324120854
Position 1535: 0.000713102419219857
Position 860: 0.0004903057586410411
Position 811: 0.00046665014648920275
Position 1148: 0.00045519218926191364
Position 1076: 0.00035301640353544795
Position 1150: 0.0003057382754176929
Position 909: 0.00025412165699566664
Position 87: 0.00021991500062660372
Position 801: 0.00010587030515072439
Position 2372: 8.738095365214351e-05
Position 382: 7.596010106216303e-05
Position 1345: 4.849431723273623e-05
Position 1294: 3.1018286978761873e-06
Position 561: 3.0888156612914542e-06
Position 1178: 1.374989984056671e-06
Position 1335: 1.029006104193252e-06
Position 693: 7.033532896948515e-07
Position 663: 4.335232427870986e-07
Position 1184: 1.8881471339571807e-07
Position 285: 1.371629901320171e-07
Position 1131: 5.975089597693594e-08
Position 16: 9.996713651095512e-09
Position 523: 2.033445302248105e-09
Position 650: 4.307847058448704e-10
Position 569: 2.039942839858262e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1281: 0.850105717980823
Position 1561: 0.14588693135196287
Position 957: 0.05709479473770557
Position 1977: 0.0204081881916693
Position 1323: 0.013024745220800032
Position 2213: 0.009422334282937258
Position 2541: 0.00623030542926724
Position 1883: 0.006031471096763079
Position 584: 0.003998537946888887
Position 827: 0.0038888328489395225
Position 1357: 0.0036748861840317343
Position 2119: 0.002472312958806863
Position 693: 0.0021743022705201414
Position 990: 0.0021095628798484525
Position 2232: 0.0018106785350203902
Position 1214: 0.0018101500260536002
Position 1839: 0.0016538975270388222
Position 880: 0.0013460856484928839
Position 336: 0.0013001195278273482
Position 2116: 0.0012684931846038152
Position 1956: 0.0012206924596469796
Position 353: 0.0011071147737925185
Position 2268: 0.0010748276407611661
Position 914: 0.0009909886097654956
Position 1512: 0.0008068349549479811
Position 1911: 0.0007607875948179989
Position 1284: 0.0007440436522718545
Position 733: 0.0006510384060168319
Position 1887: 0.0005740405647995632
Position 899: 0.0005671790143988595
Position 1617: 0.0005652418502721696
Position 333: 0.00047839774256292015
Position 1563: 0.00047162267567568423
Position 2080: 0.00046237830636012504
Position 908: 0.00044941015735680496
Position 993: 0.00043459274063296525
Position 712: 0.0003804096010260791
Position 306: 0.00036333644507463906
Position 2002: 0.00026973537600145453
Position 744: 0.00025072278856137537
Position 2445: 0.00024280165214931278
Position 1330: 0.00021576173255789094
Position 1443: 0.00020731805826599905
Position 1217: 0.0001647061888973952
Position 1406: 0.00016180580268823722
Position 1410: 0.00015693701384999028
Position 1063: 0.00013593414206784034
Position 1479: 0.00011789215790157813
Position 1184: 0.00010250116475750527
Position 1598: 9.333391898150999e-05
Position 251: 8.760117871960513e-05
Position 2292: 8.472520647092936e-05
Position 357: 7.65018999163225e-05
Position 2520: 7.399548558219147e-05
Position 959: 7.081990981671134e-05
Position 124: 5.109952524084452e-05
Position 1482: 4.8742526408829106e-05
Position 1446: 4.7962819383229e-05
Position 323: 4.7843873728486353e-05
Position 1019: 4.683882518228791e-05
Position 490: 2.7535706651774056e-05
Position 1309: 2.3424681463538724e-05
Position 922: 1.4415118960052072e-05
Position 1115: 1.3698461738436687e-05
Position 773: 1.3303201815225076e-05
Position 599: 1.0689134416643223e-05
Position 918: 7.771859677958944e-06
Position 420: 7.598844372138168e-06
Position 886: 7.456620301227191e-06
Position 396: 4.376755811766551e-06
Position 403: 3.825667968086902e-06
Position 182: 3.4672616772195133e-06
Position 833: 1.3667838019339355e-06
Position 104: 1.196346396440842e-06
Position 755: 8.183929624747913e-07
Position 128: 7.680719555611106e-07
Position 603: 6.184759649214878e-07
Position 366: 6.172688152877179e-07
Position 400: 5.213288228219557e-07
Position 162: 3.8685008747226036e-07
Position 359: 2.791300262845454e-08
Position 1396: 1.9948893274639903e-08
Position 167: 1.4597393052347805e-08
Position 213: 8.931083323644998e-09
Position 461: 8.27193473714653e-09
Position 432: 7.286860951599634e-09
Position 393: 6.233651434828994e-09
Position 618: 5.543511454711138e-09
Position 207: 2.783063994308178e-09
Position 202: 2.7294170407620297e-09
Position 838: 1.9028759827965105e-09
Position 186: 1.583869225814282e-09
Position 1392: 5.941533134575499e-10
