Gene = GLYCTK
index = 600
Annotated 5SS: [  21 2864 3256 4067]
Annotated 3SS: [2447 3103 3890 4403]
SMsplice 5SS: [  21 3256]
SMsplice 3SS: [3103 4403]
top_k =  500
Partition function (log Z): -7.369339434530714

Sorted 5' Splice Sites (High to Low Probability):
Position 21: 0.9480215852358642
Position 3256: 0.839878485143367
Position 2694: 0.18642617002163112
Position 4286: 0.1836302757882525
Position 5337: 0.1835782260062516
Position 5319: 0.120731918716499
Position 4067: 0.06514060365152155
Position 2279: 0.037370466231121995
Position 4714: 0.02941156491156346
Position 2761: 0.028508733569031653
Position 2864: 0.028174566331831973
Position 253: 0.017817854386712444
Position 3353: 0.016513053005830367
Position 2736: 0.01636343483167963
Position 2622: 0.015466114653172443
Position 4266: 0.01421463103389259
Position 3138: 0.014121385483292509
Position 3330: 0.01306616089398435
Position 214: 0.012713066507722501
Position 1372: 0.010469087400853708
Position 3261: 0.007763408757609307
Position 4449: 0.006913318981157199
Position 4407: 0.006329528314339694
Position 4233: 0.006227348830987311
Position 4249: 0.005320508261731025
Position 1110: 0.004569899739775047
Position 4726: 0.004398219693479549
Position 3377: 0.004028787680271152
Position 2056: 0.003950136309922491
Position 5224: 0.003948726385297264
Position 590: 0.00339966413166534
Position 2626: 0.0033726500793261017
Position 634: 0.00336428073813492
Position 3314: 0.0032187941765311253
Position 1134: 0.003111607357049366
Position 2011: 0.002701617951517931
Position 2505: 0.002586983477148862
Position 4314: 0.0024360837847427
Position 672: 0.001888308934902591
Position 3282: 0.0018413114296554174
Position 1968: 0.00154260271886339
Position 5267: 0.0015331404912097269
Position 712: 0.0014656421020747736
Position 1579: 0.0014093423114174403
Position 3148: 0.0013203597513648433
Position 296: 0.001011595036520924
Position 3286: 0.0009483829493427049
Position 2309: 0.000904544459725989
Position 85: 0.0006163701093638783
Position 4548: 0.0005660527354970021
Position 4557: 0.0004850960171210472
Position 695: 0.0003946574910516978
Position 1187: 0.00036521082884335314
Position 3728: 0.00033416580892186307
Position 1041: 0.0003262118182623688
Position 4032: 0.00029542433151444407
Position 2357: 0.0002808554618591955
Position 661: 0.00027972123074687904
Position 3037: 0.00026750764477109453
Position 1127: 0.00022607930319935886
Position 1249: 0.0002161820081482799
Position 3891: 0.00015816040794915565
Position 91: 0.00014438475007618533
Position 3742: 0.0001409345502086069
Position 5279: 0.00012255319942085737
Position 2008: 0.00011888388055423571
Position 1859: 0.00011096642061721606
Position 3477: 0.0001089794306165134
Position 1264: 0.00010316786633832935
Position 1586: 8.5327801048215e-05
Position 656: 8.167038029982854e-05
Position 377: 6.325673338496858e-05
Position 62: 5.27195253687813e-05
Position 1745: 5.128291622641642e-05
Position 700: 3.0350592422131055e-05
Position 617: 2.9112852648799715e-05
Position 2352: 2.3519070626389048e-05
Position 1170: 2.339908371843387e-05
Position 3358: 1.3695435616805875e-05
Position 3393: 1.2863732185994938e-05
Position 1662: 1.2618766789491257e-05
Position 1666: 9.255845047199319e-06
Position 3293: 6.8666633173950795e-06
Position 4170: 6.07998971308401e-06
Position 3374: 5.3811184742433686e-06
Position 3813: 5.074413039572572e-06
Position 3050: 4.370510009917385e-06
Position 356: 5.040948570184529e-07
Position 13: 1.54328557898604e-07
Position 25: 1.1260158213508776e-07
Position 310: 9.655886852675732e-08
Position 560: 6.358321836268411e-08
Position 569: 6.104260969299118e-08
Position 173: 4.631814055758292e-08
Position 243: 3.693464242302053e-08
Position 556: 2.676084833473973e-08
Position 484: 2.3728655711937045e-08
Position 361: 1.600914992017309e-08
Position 312: 1.0282206781802811e-08
Position 256: 1.3829859421970623e-09
Position 475: 7.349429853893793e-11
Position 452: 6.692529960719941e-11
Position 193: 5.6255779640415923e-11
Position 408: 4.3435807897527985e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3103: 0.9449761811857484
Position 4403: 0.4581220160858958
Position 5189: 0.44197322628773195
Position 5450: 0.25028233515423454
Position 2447: 0.24742478262451337
Position 4088: 0.19793190141945152
Position 5420: 0.09992519505125327
Position 3940: 0.03482123734229866
Position 2202: 0.020280983963068648
