Gene = STK31
index = 1348
Annotated 5SS: [   169   1979   2120   7413  17149  19083  25730  26912  42666  44308
  52757  59008  59590  60958  62112  71354  73497  75437  76467  76758
  77963  80780 105046]
Annotated 3SS: [  1931   2066   7313  17073  18923  25370  26736  42549  44147  52633
  58827  59472  60837  61979  71251  73415  75310  76340  76670  77812
  80656 104976 121968]
SMsplice 5SS: [    70   7413  17149  18811  19083  21604  26912  42666  44308  45030
  52757  62112  75398  76467  76758  80780  90875 100131]
SMsplice 3SS: [  7313  17073  18544  18923  21440  26768  42549  44147  44888  52633
  61979  75310  76340  76670  80656  90795 100043 121968]
top_k =  500
Partition function (log Z): -54.933699940355794

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.682958082757249
Position 7413: 0.5221992890001559
Position 2120: 0.42867523962033277
Position 576: 0.17341475401602044
Position 1979: 0.16833742188613274
Position 169: 0.155508045786564
Position 6209: 0.13880552775793442
Position 5672: 0.09488229297303317
Position 188: 0.03663011388948583
Position 4279: 0.02932487290475624
Position 17163: 0.020566906799086307
Position 117: 0.013337927654693646
Position 7736: 0.012492101355327304
Position 3561: 0.011941360730263426
Position 8361: 0.01169701938877812
Position 2797: 0.01001629280188954
Position 572: 0.009446803897148411
Position 1651: 0.004640186907510672
Position 1147: 0.0030612549758776224
Position 2671: 0.0024397509397334747
Position 121: 0.0015794798812756123
Position 3200: 0.001547753090130477
Position 164: 0.001462693382234227
Position 1920: 0.0012254493056702437
Position 3807: 0.0011866878292317298
Position 2607: 0.0011200856436548935
Position 2802: 0.0009937291627016747
Position 5268: 0.0006816476850598973
Position 5535: 0.0006311491507675235
Position 3105: 0.0005015835042438055
Position 4334: 0.0004694517772663168
Position 3837: 0.0003887848238263917
Position 1169: 0.00036002572332997755
Position 4894: 0.00033019822477039747
Position 871: 0.00027016953091465085
Position 678: 0.0002477249090753453
Position 84: 0.00021162423753006402
Position 3552: 0.0001811506264598288
Position 2007: 0.00017085282899210577
Position 3664: 0.00014528041007101736
Position 3646: 0.0001164181963381316
Position 125: 0.00011281171220977807
Position 3212: 0.0001021973799584831
Position 1057: 0.00010188906955267148
Position 1041: 7.723034730957036e-05
Position 2810: 7.455484139288278e-05
Position 162: 4.243589613009716e-05
Position 403: 3.6522303321087215e-05
Position 132: 7.522122670612102e-06
Position 112: 7.4549730099288856e-06
Position 173: 5.852378225026438e-06
Position 86: 4.426218240618492e-06
Position 243: 1.5982334427312785e-06
Position 192: 1.4186862624137138e-06
Position 176: 1.1877728547689262e-06
Position 41: 1.0545819868622866e-06
Position 497: 4.4362382199790883e-07
Position 200: 2.52056191308281e-07
Position 275: 1.9993939134983603e-07
Position 482: 1.786406806683575e-07
Position 314: 7.791061907926474e-08
Position 39: 6.836755113181731e-08
Position 456: 3.357197729831471e-08
Position 608: 1.3508137343347872e-08
Position 445: 6.202787335243908e-09
Position 495: 2.54510802393853e-09
Position 55: 2.1076466833203315e-09
Position 24: 9.857553872727686e-11
Position 185: 1.772806754572936e-11
Position 197: 9.071478555212057e-12
Position 224: 4.937343990800051e-12
Position 179: 1.5824501280774597e-12
Position 236: 1.3689860583010245e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 17073: 0.8879751733090213
Position 7313: 0.5228711062066498
Position 2066: 0.403529658365187
Position 5533: 0.11589597122146426
Position 1919: 0.11054264243141142
Position 6101: 0.10068362363670916
Position 18437: 0.06202909741930447
Position 5927: 0.039214539626444965
Position 293: 0.0372994112155836
Position 1939: 0.03293346106278827
Position 1836: 0.022318584943910633
Position 4099: 0.01904728394484578
Position 1931: 0.018447335224795778
Position 8303: 0.012849074529100802
Position 456: 0.010607644638439441
Position 1809: 0.0100228423708207
Position 309: 0.009814353685257085
Position 4143: 0.00922893828454202
Position 3434: 0.008524779718758362
Position 568: 0.007970797705077342
Position 2691: 0.007240109018837302
Position 18923: 0.006625235743888772
Position 7595: 0.006426064926683373
Position 12116: 0.006190866278848452
Position 7637: 0.006121271935531036
Position 3548: 0.005727264351017604
Position 2551: 0.004360487240010518
Position 14547: 0.004310738265141068
Position 12403: 0.004048728959141938
Position 397: 0.0034329613057649854
Position 14594: 0.002849928321435845
Position 346: 0.002241706245930624
Position 4167: 0.001900544737009018
Position 2772: 0.0018624989580379827
Position 528: 0.0018623523145270139
Position 8605: 0.0017692973285167671
Position 8966: 0.0016201034811597886
Position 1464: 0.0015194128633916576
Position 480: 0.001433289562072944
Position 8941: 0.0014100080641901644
