Gene = TNFSF8
index = 1467
Annotated 5SS: [  309 12322 24590]
Annotated 3SS: [12278 24517 26091]
SMsplice 5SS: [  309 12322 24590]
SMsplice 3SS: [12278 24517 26091]
top_k =  500
Partition function (log Z): -10.251491091172497

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.9977872552834054
Position 24590: 0.835918189579667
Position 12322: 0.7237328092526161
Position 18668: 0.4817556760640567
Position 25094: 0.2774298879921238
Position 12353: 0.23690688024925172
Position 10229: 0.22844013842509633
Position 21912: 0.14018441864895873
Position 26191: 0.10703554580411381
Position 7177: 0.06802702581984665
Position 10236: 0.06260171982303722
Position 9455: 0.06225798586835603
Position 10157: 0.05671899793864228
Position 10086: 0.05391165979532621
Position 26311: 0.03203879987849729
Position 5444: 0.027775749403788828
Position 7227: 0.024542582943484204
Position 8233: 0.020730390977011483
Position 6244: 0.019004187535543955
Position 12435: 0.01900237097344125
Position 12439: 0.017963310122965422
Position 18419: 0.014396102781249498
Position 10731: 0.011590862403435712
Position 3022: 0.010157131263884156
Position 1790: 0.0095309322659488
Position 3870: 0.009526363478140268
Position 7244: 0.00713126070646069
Position 1197: 0.00660614580885569
Position 86: 0.006603808943103264
Position 10460: 0.0064319761857937145
Position 6651: 0.006121328885637686
Position 11345: 0.00603330070825611
Position 804: 0.00549966799024715
Position 7595: 0.002688237149617323
Position 5886: 0.002647925436804003
Position 1917: 0.0020661943910584906
Position 18672: 0.0009536370671809006
Position 16615: 0.0008360246905960221
Position 14977: 0.0007197155672382234
Position 13202: 0.00031392268856265926
Position 13194: 0.0002152118320742126
Position 14823: 0.00017561277098096325
Position 93: 2.2462269131674035e-05
Position 177: 7.58141489085893e-06
Position 88: 5.2305365680809245e-06
Position 273: 1.672452714048206e-06
Position 682: 1.2888992841757113e-06
Position 1397: 7.359362138426893e-07
Position 1358: 6.716554662161061e-07
Position 12430: 5.656431077804543e-07
Position 290: 4.470308354256391e-07
Position 1190: 4.3023251031527843e-07
Position 288: 3.31481200989752e-07
Position 294: 3.180661883114343e-07
Position 395: 3.079997497022485e-07
Position 476: 2.286969234147754e-07
Position 835: 1.6286324358524204e-07
Position 391: 1.436701219645432e-07
Position 313: 9.369309227028426e-08
Position 4: 4.9513971931843845e-08
Position 460: 2.906494271002242e-08
Position 387: 2.719588081591703e-08
Position 609: 8.889552012590604e-09
Position 257: 6.6661794390927585e-09
Position 516: 6.213179815396819e-09
Position 344: 3.812196678590568e-09
Position 594: 8.435350599392349e-10
Position 469: 6.140258631670284e-10
Position 264: 2.7950048994261334e-10
Position 192: 1.697493624461429e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12278: 0.9221405608956362
Position 24517: 0.8552074499203874
Position 26091: 0.5709616837313615
Position 18505: 0.4618132107840916
Position 25033: 0.2813549719876671
Position 26934: 0.232243931586778
Position 27103: 0.16438849594136493
Position 21790: 0.1425843220842224
Position 10040: 0.13043071374645906
Position 10134: 0.11354650924570621
Position 7119: 0.07357906598700986
Position 9997: 0.07256779894903902
Position 12159: 0.07001727158038927
Position 9375: 0.03847268412472391
Position 9875: 0.03400157959400455
Position 24759: 0.03271331724601156
Position 9973: 0.029532238570198262
Position 24806: 0.025719328040876933
Position 19902: 0.02459608011708158
Position 5348: 0.023886975650774484
Position 10015: 0.021603040842135404
Position 18535: 0.02006509210309258
Position 7102: 0.020003549268983643
Position 9346: 0.018336215790011743
Position 25488: 0.014836568829219576
Position 18254: 0.014593050584871162
Position 6137: 0.01226329036716057
Position 10499: 0.011856719436371359
