Gene = PPP1R15B
index = 1059
Annotated 5SS: [2300]
Annotated 3SS: [5477]
SMsplice 5SS: [ 557 2300]
SMsplice 3SS: [2203 6502]
top_k =  500
Partition function (log Z): -10.460647851735235

Sorted 5' Splice Sites (High to Low Probability):
Position 2300: 0.9216090633547852
Position 557: 0.5975058861987442
Position 3976: 0.304196002436922
Position 3238: 0.3040181178764657
Position 3655: 0.17333177284241186
Position 1713: 0.16384069287305086
Position 620: 0.15472550499744567
Position 23: 0.13746038305131658
Position 5570: 0.05230571809816394
Position 3503: 0.022830572573889676
Position 301: 0.013260009690875233
Position 7038: 0.011670536640697796
Position 1611: 0.011589070087973791
Position 3707: 0.011358868249904562
Position 1118: 0.011200243968912471
Position 1034: 0.008971996399361368
Position 3230: 0.007937610173923741
Position 4015: 0.007233351510735692
Position 56: 0.005381043844979897
Position 436: 0.005169249099105952
Position 2246: 0.0036582676597521997
Position 1542: 0.0032472511290897836
Position 2954: 0.0019802088579223332
Position 4121: 0.001910734406772387
Position 114: 0.0016307497022765326
Position 1493: 0.0012657699384163719
Position 3367: 0.0012192744629542396
Position 785: 0.00099709088279195
Position 104: 0.0009458024706000166
Position 3347: 0.0008678557196725207
Position 753: 0.0006342244960201264
Position 645: 0.000615606757382178
Position 4057: 0.0005387425734947476
Position 1414: 0.0005061597866056344
Position 2903: 0.00037102778371665387
Position 3923: 0.00035494086428246665
Position 2701: 0.00031044490121680425
Position 2556: 0.0002604654738493388
Position 2662: 0.00022838622575248237
Position 2204: 0.0001410660420069318
Position 2943: 0.00012941976359330765
Position 2840: 0.00011547086033088443
Position 3234: 0.00010780826632082657
Position 3169: 7.99450169108427e-05
Position 4112: 7.514985161487768e-05
Position 3074: 3.817165646078145e-05
Position 5260: 2.4955973006165152e-05
Position 2199: 2.2087516221822403e-05
Position 83: 5.832829380843406e-06
Position 2517: 1.6299491223618914e-06
Position 1674: 1.1115673143733193e-06
Position 942: 9.64784122191777e-07
Position 957: 9.54222846008415e-07
Position 164: 9.085225783262809e-07
Position 186: 8.710242880440268e-07
Position 155: 7.466052819723019e-07
Position 106: 6.278532629065717e-07
Position 652: 5.782090064608689e-07
Position 198: 4.956839901726542e-07
Position 561: 2.620473967712315e-07
Position 321: 2.54886154149207e-07
Position 232: 2.506836083200506e-07
Position 873: 2.2669687843402454e-07
Position 60: 1.199105227907517e-07
Position 14: 1.1051476475242642e-07
Position 919: 6.304930118230184e-08
Position 961: 6.290830056608439e-08
Position 1085: 5.97310661622886e-08
Position 365: 3.648337281284339e-08
Position 196: 1.497186809494209e-08
Position 484: 1.1057595897893076e-08
Position 30: 2.8926025274011985e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2203: 0.7799269284631158
Position 6502: 0.33323314284432487
Position 3122: 0.280669670893484
Position 3466: 0.2706323568200068
Position 5477: 0.2618749074369601
Position 3902: 0.1966559726812327
Position 3792: 0.12276168860425904
Position 1632: 0.09244794475885984
Position 7313: 0.08536591376984053
Position 2095: 0.07566615840605617
Position 3570: 0.05407553003842263
Position 5045: 0.04032475728258568
Position 2209: 0.04009001743995993
Position 3168: 0.03406874157164364
Position 6954: 0.029357683484543356
Position 7178: 0.02147495614504899
Position 5066: 0.01959546287074233
Position 7037: 0.015929302290507145
Position 7792: 0.015347551246288692
Position 6321: 0.0151158460454931
Position 2114: 0.01483095153348046
Position 3749: 0.01093659272759098
Position 6646: 0.008737340896591929
Position 7309: 0.007985158564382241
Position 5935: 0.007228912383308056
Position 7916: 0.005811898508842349
Position 2778: 0.005557376050848897
Position 3392: 0.005474318671562806
Position 3023: 0.005279792538639769
Position 1827: 0.004056820658341315
Position 7591: 0.004052080414613871
Position 5376: 0.003893421207419816
Position 2179: 0.0036326463732854475
Position 1398: 0.0035919008976919523
Position 1333: 0.003562348951201143
Position 1637: 0.0033752006764249283
Position 1490: 0.003313875363718363
Position 1542: 0.0032449258354957187
Position 3184: 0.0032360196101946814
Position 544: 0.002802723059829364
Position 1077: 0.0025168821797066504
Position 3493: 0.0024588978359836914
Position 4222: 0.0024441202979861775
Position 5801: 0.002285967720781073
Position 6199: 0.0021845793397969504
Position 4922: 0.0021081641770652995
Position 1607: 0.0020100506928334397
Position 2919: 0.0019833575387043214
Position 908: 0.0018453401180032706
Position 1511: 0.0017661777055413858
Position 6465: 0.0017158412216264887
Position 7473: 0.0014351812508149092
Position 3073: 0.001427475152974406
Position 2407: 0.0013518467719292107
Position 3258: 0.001346323248890448
Position 6133: 0.00133453226008853
Position 2650: 0.0012765406523039331
Position 1658: 0.0011888144391692013
Position 8251: 0.001134517453621207
Position 4788: 0.0010790461225859
Position 4049: 0.0008879658586616536
Position 1453: 0.0008710637081245215
Position 3851: 0.0008607833261447104
Position 890: 0.0008147860307971136
Position 5116: 0.0007283314487598982
Position 1433: 0.0007066093593585247
Position 1219: 0.0006862081485421981
Position 4642: 0.000682757338493346
Position 6573: 0.0006084248440304371
Position 1514: 0.0006079648259385363
Position 1610: 0.000575356085223438
Position 6842: 0.0005544259674239649
Position 3502: 0.000497402022350973
Position 2362: 0.00044359512486400723
Position 2563: 0.0004315221109864981
Position 3006: 0.00040514507073010996
Position 332: 0.00036030781234154904
Position 3099: 0.0003575210462095541
Position 1244: 0.00034942855655634885
Position 5208: 0.000339591966306028
Position 3046: 0.00033496887321197164
Position 5535: 0.0002864313369999556
Position 4981: 0.0002821553804736652
Position 1673: 0.0002638428084120869
Position 1297: 0.0002551820703225221
Position 1849: 0.0002497243175834373
Position 1183: 0.00024858606546471885
Position 2745: 0.0002482806454297826
Position 5041: 0.0002453669152986551
Position 254: 0.00023477293482440493
Position 913: 0.00022225059862775195
Position 3542: 0.0002088503548014294
Position 2585: 0.0002050068407938232
Position 5259: 0.0001927387024049975
Position 1683: 0.00016956425100990566
Position 3426: 0.00016686956024047236
Position 1019: 0.00015991002802100777
Position 147: 0.00015283081994206567
Position 2021: 0.00014926589527001864
Position 895: 0.00012808494296662169
Position 2270: 0.00011662437246995263
Position 1516: 0.00010050249979639221
Position 2251: 9.64233165217931e-05
Position 2384: 9.236090615578476e-05
Position 2673: 9.059923092598613e-05
Position 1832: 9.050923472639851e-05
Position 473: 9.044977223584697e-05
Position 1698: 8.461613724977962e-05
Position 616: 8.218608227034618e-05
Position 2403: 8.196364024803697e-05
Position 663: 7.614889118345048e-05
Position 737: 7.257361006916996e-05
Position 2274: 7.090099460007315e-05
Position 3137: 6.858754909941703e-05
Position 842: 6.189735600005979e-05
Position 2016: 4.989549345710269e-05
Position 1709: 4.815438038329546e-05
Position 1350: 4.759829850860054e-05
Position 586: 3.692906225047986e-05
Position 690: 3.2403080104747625e-05
Position 3028: 2.7262387964694663e-05
Position 3201: 1.9822227249260118e-05
Position 2881: 1.8612299145209113e-05
Position 2000: 1.281613497059942e-05
Position 1910: 1.0608117140664826e-05
Position 1859: 1.0396060288554107e-05
Position 2517: 6.2255275042297126e-06
Position 470: 1.9859893389168553e-06
Position 1196: 1.0594770519403172e-06
Position 945: 6.553254721523065e-07
Position 550: 3.666687776765757e-07
Position 1029: 3.077399178434851e-07
Position 916: 2.76095546887689e-07
Position 1518: 2.6031429935897384e-07
Position 361: 2.4592478546446264e-07
Position 112: 1.7504285933497208e-07
Position 1930: 1.4823669661254618e-07
Position 1895: 5.156119725561044e-08
