Gene = TXNDC15
index = 1513
Annotated 5SS: [  728 14380 19853 22622]
Annotated 3SS: [13891 19688 22490 25685]
SMsplice 5SS: [ 1005 22622]
SMsplice 3SS: [22490 25685]
top_k =  500
Partition function (log Z): -20.098230412533816

Sorted 5' Splice Sites (High to Low Probability):
Position 1005: 0.42179673217675717
Position 1368: 0.38600856360062447
Position 728: 0.2657633981924082
Position 54: 0.2552218796577641
Position 1386: 0.18342695062440442
Position 2500: 0.15742190906871817
Position 3168: 0.09274197742303819
Position 911: 0.02163888809180194
Position 2495: 0.017234621264581307
Position 3436: 0.016618159891095958
Position 1593: 0.01461861996127682
Position 685: 0.010316120918785834
Position 2506: 0.009582719461471313
Position 693: 0.007617684548855286
Position 128: 0.00680095942930521
Position 164: 0.0053843112323647534
Position 508: 0.004528152057383634
Position 2664: 0.0040962325758451094
Position 816: 0.0037431759475929213
Position 150: 0.003381474903289745
Position 3020: 0.0022413718770471712
Position 2986: 0.001917709964354107
Position 304: 0.0015726264139433335
Position 7: 0.0014288210271014036
Position 697: 0.0014275317895726006
Position 1032: 0.001264637800049915
Position 1837: 0.0010308915294522348
Position 984: 0.0008402182573130876
Position 378: 0.0006554764881244617
Position 678: 0.0003211116526828008
Position 2619: 0.0002564005526726172
Position 121: 0.00019391993678378113
Position 1000: 0.0001888321110713356
Position 2927: 0.0001312060369598376
Position 2103: 0.000112280347752467
Position 82: 8.810240219236672e-05
Position 430: 8.45391863633652e-05
Position 926: 6.465477683458802e-05
Position 510: 6.043938346948656e-05
Position 957: 5.584394138106381e-05
Position 890: 4.200582287028686e-05
Position 712: 3.2166386285699564e-05
Position 597: 3.1668826803924705e-05
Position 628: 2.8898190664072858e-05
Position 840: 2.1831425273192087e-05
Position 748: 2.0684637656415805e-05
Position 854: 1.8354482731668147e-05
Position 734: 1.7435643432368727e-05
Position 947: 1.5013587888115903e-05
Position 944: 1.3671189772574032e-05
Position 76: 1.0451213798020324e-05
Position 2010: 9.800828334109055e-06
Position 641: 8.392041763101287e-06
Position 775: 8.15546741459673e-06
Position 468: 1.6629740237492334e-06
Position 387: 9.036611826196621e-07
Position 268: 6.622501662836464e-07
Position 100: 6.038475646164784e-07
Position 295: 5.995234499561743e-07
Position 2653: 2.6617190828516454e-07
Position 31: 5.319764905606465e-08
Position 13: 4.312388459864546e-08
Position 46: 4.558673369032654e-09
Position 406: 3.5029421939303606e-09
Position 200: 2.755628220909238e-09
Position 23: 1.3954767014348266e-10
Position 137: 8.791138079085317e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1195: 0.5266903437443998
Position 2396: 0.3221304406732588
Position 2953: 0.14926044018699622
