Gene = CLEC5A
index = 379
Annotated 5SS: [  177   770  1643  3088 11170 15264]
Annotated 3SS: [  670  1582  3018 11032 15156 16764]
SMsplice 5SS: [  177  1130  3631  8088 10033 15264]
SMsplice 3SS: [  934  3505  7951  9944 15156 16764]
top_k =  500
Partition function (log Z): -2.313439386223206

Sorted 5' Splice Sites (High to Low Probability):
Position 177: 0.9520361089048066
Position 3631: 0.8909485500507233
Position 1130: 0.8777553167002785
Position 8088: 0.8292943407363184
Position 15264: 0.7654097290286829
Position 3088: 0.7235458391620265
Position 7660: 0.586742431207401
Position 9970: 0.49969730052738115
Position 10033: 0.4776981627343565
Position 15938: 0.35574843217088314
Position 6119: 0.3426889743278631
Position 1643: 0.31924297072637325
Position 11170: 0.26801170894627513
Position 8893: 0.26116816988998376
Position 9380: 0.22611035888438222
Position 7402: 0.20934371941317304
Position 770: 0.207000499525946
Position 16860: 0.14491215951713182
Position 9049: 0.1366093767709148
Position 8821: 0.12959326268842872
Position 11957: 0.10590522023651516
Position 8954: 0.07915931232986134
Position 1658: 0.06883194830735324
Position 16474: 0.06630296017665113
Position 15999: 0.051251334226505636
Position 16934: 0.041271235916668585
Position 2092: 0.040989202909659524
Position 5523: 0.03973366354895258
Position 1315: 0.03554800019507402
Position 9715: 0.03426547936108438
Position 15681: 0.030535078054504717
Position 6090: 0.02761195971647012
Position 9804: 0.024140443589341143
Position 5527: 0.02369526603627399
Position 16297: 0.022513950618594195
Position 2687: 0.02218528789055659
Position 7618: 0.01647553460342342
Position 2250: 0.01455566204848367
Position 8308: 0.013244299024851082
Position 11607: 0.012610553980743323
Position 8604: 0.011625943532122252
Position 15845: 0.010195468223850038
Position 4113: 0.009600605985829246
Position 8542: 0.008181828904136306
Position 327: 0.007713653030014548
Position 6126: 0.0074215335514701275
Position 17100: 0.006843609590655906
Position 727: 0.006732238873369806
Position 9: 0.006176907297571729
Position 8382: 0.00613852508811249
Position 6574: 0.0048634322959991635
Position 9060: 0.0039303227860882145
Position 2706: 0.0038852264027615475
Position 266: 0.00382716849094709
Position 8178: 0.003778152017943054
Position 538: 0.00367715926814578
Position 11187: 0.0033857106469891893
Position 299: 0.002782607090195835
Position 308: 0.0026599925918170684
Position 7499: 0.0023212168956527417
Position 856: 0.001667061397933963
Position 10280: 0.0016643296068757662
Position 3126: 0.0016634778267419759
Position 584: 0.0014180192970101443
Position 2099: 0.0012480803712658563
Position 303: 0.0011089803989789014
Position 9231: 0.0009002200453891557
Position 3569: 0.0008893095649634234
Position 5321: 0.0008732295883240812
Position 4817: 0.0007433915051783235
Position 9278: 0.000714176403641546
Position 739: 0.0006155596491619044
Position 2649: 0.0004970491396793291
Position 4056: 0.00042709547020814114
Position 998: 0.00042209060109801725
Position 850: 0.0004183215810539209
Position 774: 0.00027894757583448273
Position 843: 0.0001796638241494709
Position 2204: 0.000172637160128885
Position 181: 0.0001441331919196916
Position 1371: 0.00013511168492925878
Position 904: 0.00011887720417336404
Position 846: 0.00010990569441174674
Position 343: 0.00010064250103433912
Position 1655: 8.471802026184239e-05
Position 1142: 6.93490152194024e-05
Position 724: 6.376982830462291e-05
Position 960: 2.861361719289777e-05
Position 464: 2.860827682496058e-05
Position 1026: 2.1544716743940307e-05
Position 1149: 2.1194618704566757e-05
Position 1344: 2.093977720306443e-05
Position 361: 1.9115446159381862e-05
Position 1288: 1.8924201176590276e-05
Position 1422: 1.7026248038682366e-05
Position 185: 1.6272153455625112e-05
Position 9924: 1.3877582529054151e-05
Position 631: 1.2134427400178765e-05
Position 1465: 1.14031370852438e-05
Position 1042: 1.0698919013277084e-05
Position 1057: 1.0692380828396313e-05
Position 1470: 6.8500076631263265e-06
Position 382: 4.09453817347553e-06
Position 189: 3.7475924769205738e-06
Position 509: 2.321245341896365e-06
Position 248: 1.5735087332851423e-06
Position 42: 1.0895677163902756e-06
Position 527: 9.249205826957382e-07
Position 439: 7.724990175507847e-07
Position 550: 4.1780252103125433e-07
Position 211: 3.707975242416447e-07
Position 730: 1.051311265545804e-09
Position 869: 6.770633888614344e-10
Position 742: 1.1320342831315843e-10
Position 193: 2.0128281886830114e-11
Position 58: 1.7282947810773844e-12
Position 243: 5.622463699056457e-15
Position 252: 2.9937160607566525e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3505: 0.8328320251367302
Position 7951: 0.804988536619795
Position 15156: 0.7709235369100711
Position 16764: 0.7504655236611253
Position 934: 0.6480759923290813
Position 8787: 0.5318212211586506
Position 9944: 0.44592298201400415
Position 9848: 0.383140523383347
Position 7493: 0.37902297458105927
Position 5946: 0.36555649310390437
Position 15782: 0.3544705023709124
Position 2770: 0.34283513074528243
Position 1582: 0.3075650509388246
Position 18308: 0.22169105938020497
Position 670: 0.21178985065902473
Position 9143: 0.19343480487477746
Position 11032: 0.18055164266192764
Position 7575: 0.18008551189515143
Position 9851: 0.13383483584573866
Position 15876: 0.13021636330311706
Position 3018: 0.1275724041577545
Position 7282: 0.11393709023620065
Position 11845: 0.11282688792994552
Position 7160: 0.103182757022462
Position 2894: 0.10243970397923735
Position 3000: 0.09691266400581586
Position 1051: 0.09125096053469803
Position 9543: 0.07818523449276026
Position 16164: 0.07730708178319755
Position 834: 0.07390550201616274
Position 10973: 0.06565815683970791
Position 5408: 0.05739481944745569
