Gene = S100PBP
index = 1222
Annotated 5SS: [  158  7988  9489 10640 12626 35725]
Annotated 3SS: [ 7870  8655 10550 12521 35636 38481]
SMsplice 5SS: [   41  9489 10640 10916 35725 37967]
SMsplice 3SS: [ 9384 10553 10709 35636 37829 39889]
top_k =  500
Partition function (log Z): -20.281247362069333

Sorted 5' Splice Sites (High to Low Probability):
Position 10916: 0.9279813940078672
Position 10640: 0.8466908726385862
Position 9489: 0.7609177729180033
Position 12626: 0.6165770131493518
Position 4804: 0.5176164823164083
Position 41: 0.39120587120132816
Position 34: 0.3378647070215319
Position 16714: 0.1426010980895634
Position 248: 0.07572520423356069
Position 158: 0.07029761049799493
Position 15200: 0.05202526183280707
Position 405: 0.0384993348830928
Position 13261: 0.034919029864385276
Position 16: 0.023296879857413834
Position 10969: 0.0228662597636061
Position 8803: 0.018177014943475695
Position 8808: 0.017295285786254645
Position 8890: 0.017166480866323677
Position 13269: 0.015927194920444632
Position 14938: 0.015204607926516709
Position 1729: 0.01411098531054783
Position 14945: 0.013129774713080765
Position 167: 0.011596065508838783
Position 7988: 0.010147213105424258
Position 272: 0.009263973388708047
Position 728: 0.008152028259937388
Position 1014: 0.007452182347694046
Position 904: 0.006890594626918643
Position 8507: 0.0051047515585321696
Position 12634: 0.004497420769335511
Position 120: 0.003921851230799129
Position 10749: 0.0038864050862609475
Position 8044: 0.0038755046632444803
Position 11685: 0.00358554884573847
Position 11419: 0.0035129149712302865
Position 99: 0.003152943220952087
Position 633: 0.0028509766189662787
Position 4744: 0.002595372897599557
Position 8237: 0.001802842572161477
Position 4738: 0.0017481843341586325
Position 3783: 0.0016049566701531646
Position 3158: 0.0015499987802304385
Position 1431: 0.0007742648231548215
Position 4477: 0.0006366348019078217
Position 1626: 0.0003469961629461409
Position 1386: 0.00022872058315220778
Position 1512: 0.00020252282792433538
Position 1589: 0.0001743716901190693
Position 5420: 0.00014569937158500772
Position 14675: 0.00013960988783405802
Position 6004: 0.00013760378016335864
Position 7875: 7.045843005940002e-05
Position 12896: 5.430016706798804e-05
Position 891: 6.295700462837907e-06
Position 681: 3.5504143052478664e-06
Position 204: 2.8278631317718103e-06
Position 872: 2.3934997773742623e-06
Position 546: 2.1698441915202056e-06
Position 25: 1.4497572334677412e-06
Position 496: 9.808899603365503e-07
Position 136: 8.361300063598322e-07
Position 443: 5.20084093093076e-07
Position 1187: 4.640239681411123e-07
Position 1063: 3.3637914793571754e-07
Position 999: 2.998030469987004e-07
Position 540: 2.2918120086598566e-07
Position 217: 2.2628200198012457e-08
Position 138: 1.9528463518790812e-08
Position 214: 1.1810279509375083e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10709: 0.8195148717316734
Position 9384: 0.7037048777861186
Position 10553: 0.6090590213821703
Position 4695: 0.5006384506255277
Position 12521: 0.47908006283269217
Position 10550: 0.2376321347493248
Position 16591: 0.2006645803228139
Position 22400: 0.1870827955789838
Position 15096: 0.17451369609529307
Position 12546: 0.14852852156992005
Position 10868: 0.0842523371770731
Position 21971: 0.0812377556962934
Position 14389: 0.06876591319575048
Position 25173: 0.06327910456167876
Position 9120: 0.05721289513188538
Position 16933: 0.045297716290460095
Position 13013: 0.04216336602836931
Position 10720: 0.038905229001204876
Position 15950: 0.032463031457852995
Position 8715: 0.028425559411376745
Position 19251: 0.025089857082504222
Position 14891: 0.024026181227784237
Position 16532: 0.023121054088710694
Position 14089: 0.022686534302901844
Position 8655: 0.022327656068298184
Position 18363: 0.021950275939304487
Position 17422: 0.021676982825342965
Position 13128: 0.020060453362768828
Position 19870: 0.019814160611381488
Position 10725: 0.01662613487151069
Position 12424: 0.015769362918036843
Position 4676: 0.015423229082745332
Position 18131: 0.014504969543842424
Position 7870: 0.014282245147038068
Position 13095: 0.013973056531348367
Position 18012: 0.013479501101546852
Position 15296: 0.013098980620393639
Position 15068: 0.012562962338317843
Position 10746: 0.012204796757919899
Position 15039: 0.011952136449333618
Position 14850: 0.011904658717596285
