Gene = GATAD1
index = 575
Annotated 5SS: [ 526 1425 3308 7233]
Annotated 3SS: [1298 3247 7048 8918]
SMsplice 5SS: [ 526 1425 1761 6593 7233]
SMsplice 3SS: [1298 1638 6530 7048 8918]
top_k =  500
Partition function (log Z): -1.4808104804724573

Sorted 5' Splice Sites (High to Low Probability):
Position 7233: 0.9803288620805193
Position 1761: 0.9415028616485398
Position 526: 0.8995546672582945
Position 6593: 0.7923546215978449
Position 1425: 0.6444816006823482
Position 3308: 0.38044710971476414
Position 6417: 0.21542235942597343
Position 2704: 0.1604215497559912
Position 8650: 0.10656616625447575
Position 6426: 0.055566876087560405
Position 3352: 0.05282969308164919
Position 1144: 0.046185754666181245
Position 859: 0.04402218957424162
Position 6852: 0.041474250647145904
Position 9565: 0.0401091725980866
Position 707: 0.03541077361834884
Position 3527: 0.026271709524085727
Position 8486: 0.026230757207625733
Position 1222: 0.02409397360492667
Position 1109: 0.02232908776493398
Position 3677: 0.019727707858775426
Position 2300: 0.019636623227499893
Position 6630: 0.019324637182470995
Position 1470: 0.017495364635966855
Position 307: 0.015897839484795045
Position 4038: 0.014777171266022068
Position 3706: 0.014445284927997147
Position 567: 0.011790983008922572
Position 851: 0.008715269015706455
Position 5684: 0.007787146698741847
Position 6454: 0.0072876525800955475
Position 7405: 0.006570609956779272
Position 6858: 0.005240306467364409
Position 6607: 0.005182313214291443
Position 1455: 0.004593958770091577
Position 3701: 0.0036740383139727485
Position 1123: 0.0034865281703747395
Position 6984: 0.0033908191287822013
Position 6587: 0.003315347361860069
Position 836: 0.0033125305174069343
Position 10222: 0.0030775789220048805
Position 8637: 0.002930692584756958
Position 8682: 0.002559631199926547
Position 8998: 0.0024983735788163966
Position 6616: 0.002082799549382741
Position 1202: 0.0018879488429550673
Position 1377: 0.0018631670983115217
Position 1982: 0.0018279328367475619
Position 3348: 0.0016798275639533745
Position 3540: 0.0014685089751164278
Position 3414: 0.0014606390096244576
Position 1522: 0.0014462375412824244
Position 2651: 0.0013492719116892148
Position 6493: 0.0012855068934821247
Position 7255: 0.001277213288357571
Position 7511: 0.0011405928449351147
Position 9287: 0.0010916967234919708
Position 6639: 0.0010816687487114971
Position 7495: 0.0010479088092114955
Position 2313: 0.0009749834617314293
Position 7128: 0.0009439879842822996
Position 136: 0.000854844907037328
Position 1804: 0.0007590929932869445
Position 8631: 0.0007003535876000043
Position 8678: 0.0006836304489679618
Position 3387: 0.0006694845699693079
Position 1300: 0.0006309068658398293
Position 2360: 0.0006009900742927365
Position 8223: 0.0005627017804622423
Position 8983: 0.0005408088884103054
Position 738: 0.0005324821138430187
Position 949: 0.00039500698452471603
Position 2460: 0.0003671775144637293
Position 2939: 0.0003585195413623697
Position 7594: 0.0003580244736479811
Position 8329: 0.00033402656701971484
Position 225: 0.00031348825875780355
Position 881: 0.00029622639090336097
Position 7765: 0.0002541135656982697
Position 8520: 0.0002217932701568997
Position 8288: 0.00022030055214103243
Position 1466: 0.00021326842163092128
Position 8547: 0.00019357539432532104
Position 1322: 0.000184057032037503
Position 1536: 0.00015393292802642515
Position 1184: 0.00015110331458827612
Position 1138: 0.000148498632307553
Position 8992: 0.0001238232716924306
Position 9056: 0.00012320020438738415
Position 2191: 0.00011245869646454915
Position 897: 0.00010830733496773999
Position 3619: 9.77715529798593e-05
Position 2436: 9.626425587292524e-05
Position 3562: 8.834261128114884e-05
Position 1551: 8.64288499164171e-05
Position 954: 7.682883626936385e-05
Position 333: 7.436050981716567e-05
Position 1233: 6.365934283212835e-05
Position 957: 7.44291328819458e-06
Position 1892: 2.7457522512026973e-06
Position 1744: 2.0040066793611532e-06
Position 1961: 1.9807884529305586e-06
Position 1866: 1.7009790192506761e-06
Position 1973: 1.5259785742440025e-06
Position 192: 1.4604221981453503e-06
Position 240: 1.3227021004022249e-06
Position 829: 7.119060830606781e-07
Position 2042: 6.272890158866686e-07
Position 238: 5.51468329635958e-07
Position 1985: 4.0304105075254805e-07
Position 2090: 3.3118701876395016e-07
Position 701: 2.59288824477737e-07
Position 156: 1.6011099898799322e-07
Position 321: 4.740928312914708e-08
Position 37: 3.083800649704492e-08
Position 50: 2.6814958561375115e-08
Position 962: 1.523753837305674e-08
Position 678: 3.461151259955171e-09
Position 5: 2.1634237876775685e-09
Position 771: 1.6595829061728513e-09
Position 780: 3.0244050795117944e-10
Position 1607: 6.522255584402337e-11
Position 324: 5.0941921388178456e-11
Position 628: 5.46688692034131e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7048: 0.9879131278682599
Position 1638: 0.9390211591114825
Position 6530: 0.8331828510977874
Position 1298: 0.6607522038523265
Position 8918: 0.6280188051795415
Position 3247: 0.3005368098014682
Position 6293: 0.29017888580131895
Position 2588: 0.14321361803173366
Position 10784: 0.12966287013856773
Position 3126: 0.10005991236328163
Position 8439: 0.08792736803581842
Position 9435: 0.08268058841141529
Position 8466: 0.07041353670702577
Position 8180: 0.057808261177393405
Position 3443: 0.05304847428592555
Position 1050: 0.038557640665842476
Position 8365: 0.027375477219875554
Position 1053: 0.02611790614716919
Position 980: 0.021918459307268386
Position 2111: 0.021062188463218282
Position 10402: 0.01993767091955865
Position 6825: 0.019637954199949566
Position 10098: 0.01628006396887141
Position 780: 0.015634099932521718
Position 3290: 0.015481474326946836
Position 2609: 0.014059559936595769
Position 3170: 0.01392041814451075
Position 7359: 0.011474916063211665
Position 3594: 0.0094176351895919
Position 9017: 0.009292199084593854
Position 3912: 0.008874045831973222
Position 7377: 0.008610988962540042
Position 6678: 0.008573852226594576
Position 835: 0.007077338526392841
Position 3915: 0.005903125434048853
Position 1014: 0.00502441934501575
Position 10828: 0.005001924467583878
Position 7452: 0.004945387499173998
Position 5560: 0.004765709422520912
Position 7097: 0.004400116163509333
Position 9444: 0.0038666927180399254
Position 3037: 0.0031365872980560253
Position 5593: 0.0030214372762209342
Position 850: 0.0027146333131249237
Position 10725: 0.002703509345939684
Position 11136: 0.0025761280242647504
Position 2500: 0.0024431351642454466
Position 10170: 0.0024073557915997323
Position 945: 0.002164590078241945
Position 3101: 0.0019815208623071277
Position 695: 0.0019313363956240941
Position 7323: 0.0018820155713170986
Position 6765: 0.0018112940827888905
Position 1854: 0.001804332494144128
Position 7125: 0.0017681739575407497
Position 9135: 0.0017624647656362344
Position 1336: 0.001726509019538539
Position 3460: 0.0015815622762683336
Position 498: 0.001575219448152523
Position 7593: 0.0013995200270963994
Position 3153: 0.0013844683434736465
Position 8012: 0.0013389215449588353
Position 11229: 0.0013051538392294393
Position 9762: 0.0012409892439614574
Position 670: 0.0010998303535122633
Position 1300: 0.001094423902085737
Position 7338: 0.0010274489060975213
Position 2271: 0.0010138492788130701
Position 2116: 0.0009270604843048492
Position 7935: 0.0008584966106687511
Position 1682: 0.0007923831368003365
Position 1321: 0.0007661657502015835
Position 10764: 0.0007587324965700022
Position 1525: 0.000750654272283885
Position 3487: 0.0007442071132555107
Position 910: 0.0007099921028765396
Position 398: 0.0007070433065405246
Position 8075: 0.000597690349549213
Position 409: 0.0005896592464146182
Position 3553: 0.0005585398664938715
Position 11301: 0.0004902957315567997
Position 8142: 0.00048667910515381714
Position 2998: 0.0004707603606914461
Position 1318: 0.00046706401527155176
Position 3558: 0.00044716052749187553
Position 7757: 0.0004301463895021858
Position 2359: 0.000413311378828675
Position 7525: 0.0003494018521441668
Position 7792: 0.0003483358791516896
Position 2312: 0.0003142942078327533
Position 809: 0.00030004425112240804
Position 8924: 0.00018559471646279656
