Gene = PLAA
index = 1034
Annotated 5SS: [  567 12451 19156 19364 21071 21639 24286 27237 28154 30367 33585 37126
 39630]
Annotated 3SS: [12256 19054 19242 20902 21502 24115 27078 27933 30297 33515 37023 39464
 41386]
SMsplice 5SS: [  567  7803 12451 19156 19364 19825 21071 21362 21639 24286 27237 28154
 30367 37126 39630 42642]
SMsplice 3SS: [ 7688 12256 19054 19242 19682 20902 21265 21502 24115 27078 27933 30214
 37023 39464 42528 42739]
top_k =  500
Partition function (log Z): 7.495691384068002

Sorted 5' Splice Sites (High to Low Probability):
Position 19364: 0.9914279314709604
Position 19156: 0.9867006709815503
Position 24286: 0.9606100716966962
Position 27237: 0.9346969139776243
Position 7803: 0.9135250486727932
Position 12451: 0.9108897615966068
Position 21071: 0.9060636300479702
Position 21639: 0.8366167168394313
Position 19825: 0.8254136563419797
Position 28154: 0.8217291924802922
Position 39630: 0.8169019803132984
Position 567: 0.6804102426186
Position 37126: 0.6390267001016965
Position 21362: 0.6119917785874492
Position 30367: 0.5649795905246671
Position 20679: 0.3745381814762565
Position 30308: 0.32012688800810657
Position 438: 0.31162226740295434
Position 33585: 0.27516571403758944
Position 3267: 0.2728109774187972
Position 27611: 0.242845031371699
Position 42642: 0.2154128534018393
Position 37333: 0.09714141834302786
Position 908: 0.08149990298176633
Position 1203: 0.07983851339778696
Position 1314: 0.0760867935300448
Position 21632: 0.07362855147033634
Position 3213: 0.0493903065904396
Position 478: 0.04637262626204494
Position 40306: 0.04620231013598139
Position 38745: 0.043795158159592354
Position 28411: 0.04315940301139382
Position 4030: 0.03661616053235661
Position 28724: 0.03621877189585117
Position 24721: 0.034924555153706474
Position 9216: 0.034092037304187285
Position 6496: 0.03285500294981664
Position 7336: 0.02900626647259245
Position 21628: 0.02494382402081304
Position 21422: 0.024602241526796405
Position 21314: 0.02392519855420747
Position 722: 0.023213153652627064
Position 25128: 0.01903420333538899
Position 23804: 0.018135054796713096
Position 903: 0.017832440758479267
Position 6500: 0.017495988201766663
Position 21443: 0.016842715890958725
Position 25983: 0.01598635678574792
Position 21617: 0.014668478845411002
Position 29103: 0.013034496576702638
Position 1042: 0.01222726892657153
Position 6653: 0.011941095706663143
Position 39832: 0.011258638221982907
Position 20092: 0.010522816568100533
Position 21594: 0.00882020677145111
Position 20712: 0.0073314901951069085
Position 25688: 0.007226293119016628
Position 27158: 0.006396446182412783
Position 23864: 0.0055046021565315194
Position 23340: 0.005476168996813408
Position 27831: 0.004988852279072669
Position 27293: 0.004645773687541047
Position 22106: 0.004633418977621193
Position 21920: 0.004462177450869635
Position 19346: 0.0036807820500025486
Position 27172: 0.0036635338575136205
Position 19915: 0.0034488040075995765
Position 27836: 0.0033706203048081613
Position 21392: 0.0031466066506874724
Position 30071: 0.0031051256709186664
Position 55: 0.0029431302684449472
Position 21339: 0.002897765561537275
Position 27193: 0.0027676031540050574
Position 3986: 0.002749889419933097
Position 20985: 0.002592854127590854
Position 21428: 0.0025831455183612413
Position 23598: 0.0024264111072640152
Position 20831: 0.0023901627255299507
Position 6479: 0.0023106086641369187
Position 21295: 0.002242697857941107
Position 20277: 0.002218698170354417
Position 24638: 0.002050988865872444
Position 22348: 0.0017763493835483198
Position 19375: 0.001698123091661999
Position 23619: 0.0016781745784671908
Position 27144: 0.0016710295622176788
Position 36: 0.0016550659130687075
Position 23503: 0.0016004901578910236
Position 156: 0.0012788741837002806
Position 20142: 0.0012014699040388975
Position 20310: 0.0011731813906325705
Position 1727: 0.0011075916707187223
Position 25314: 0.0010316965076412987
Position 30843: 0.001029038455153674
Position 23373: 0.0008114925853115215
Position 21013: 0.0008096537922012307
Position 22282: 0.0007399162104470131
Position 23123: 0.0007105480916959011
Position 490: 0.0006612007177116824
Position 23697: 0.0006130502213152372
Position 20666: 0.0006124785107773086
Position 3777: 0.000569994714165547
Position 24683: 0.00047290661130902265
Position 20626: 0.00046358111535940195
Position 25747: 0.00039341406560414535
Position 20690: 0.0003866911575694232
Position 24055: 0.0003332144474767661
Position 25068: 0.000331416816746054
Position 25288: 0.00029769157033411684
Position 218: 0.00026861598529443734
Position 19715: 0.00020223086856789428
Position 760: 0.00017800272256897917
Position 20267: 0.0001588998080094551
Position 20924: 0.00010583093562927795
Position 28106: 0.0001051503157650242
Position 522: 0.0001029894411406207
Position 19267: 9.302028417050774e-05
Position 642: 7.142254202178352e-05
Position 1021: 6.561381868135251e-05
Position 30463: 3.2607700240288966e-05
Position 149: 2.1655974735995652e-05
Position 1061: 1.9585873926368233e-05
Position 809: 1.739188791017993e-05
Position 8: 1.4654441054750448e-05
Position 855: 1.4528849057043605e-05
Position 28075: 1.4266191847504929e-05
Position 373: 1.3202705798326513e-05
Position 68: 1.313651332626457e-05
Position 275: 9.41247550779661e-06
Position 212: 6.633187570693014e-06
Position 27971: 5.7350381834452575e-06
Position 298: 4.54750177060983e-06
