Gene = PRDX6
index = 1069
Annotated 5SS: [ 227 4217 8242 9136]
Annotated 3SS: [ 4059  8094  8988 10468]
SMsplice 5SS: [ 227 3400 4217 8242 9136]
SMsplice 3SS: [ 3176  4059  8094  8988 10468]
top_k =  500
Partition function (log Z): 4.834350272235842

Sorted 5' Splice Sites (High to Low Probability):
Position 8242: 0.9857186130771173
Position 4217: 0.9597943939210469
Position 9136: 0.9136191482105499
Position 227: 0.857967847796961
Position 3400: 0.4078884517003077
Position 3462: 0.38801304102398726
Position 4604: 0.2450646176501747
Position 504: 0.2156265453666995
Position 2492: 0.21400393345506702
Position 2258: 0.1794339404963121
Position 3888: 0.10397449958663904
Position 3414: 0.09610013516982935
Position 2989: 0.09413815068888554
Position 2415: 0.08541701250536557
Position 5731: 0.07084393765042651
Position 3215: 0.07073349140139919
Position 8018: 0.07008661641677828
Position 7760: 0.06673889796220916
Position 9838: 0.061740876354317735
Position 10620: 0.0503084646537078
Position 2362: 0.04621971495576828
Position 10700: 0.04562630372426429
Position 10144: 0.03170118346463474
Position 9206: 0.030769884098823405
Position 142: 0.03006925684453327
Position 1426: 0.019951134415768082
Position 280: 0.018851758618921334
Position 2532: 0.01741919717562861
Position 4305: 0.017127113533414715
Position 9885: 0.01566522528709547
Position 8857: 0.015473876478510527
Position 9076: 0.013644571600925765
Position 10149: 0.012276050516216535
Position 2035: 0.012272048347860416
Position 5275: 0.010418573797146533
Position 4299: 0.010182059013108794
Position 9296: 0.008259176093545085
Position 9676: 0.008103351280842865
Position 606: 0.0072731149157427115
Position 5569: 0.006565112572756786
Position 2170: 0.0064314299086554744
Position 10080: 0.006098867224575562
Position 5421: 0.005967690660257249
Position 6622: 0.003983333581282999
Position 956: 0.0037586818384081878
Position 9719: 0.003718908590161222
Position 3930: 0.003321332073574454
Position 10615: 0.0032354977347433147
Position 4684: 0.0028596781634184585
Position 10350: 0.0025776943087865317
Position 8246: 0.00251060835754874
Position 4385: 0.001379026156081877
Position 3004: 0.0013314099949184519
Position 8543: 0.0011744658716071824
Position 10634: 0.0010518489146609565
Position 7648: 0.0010416392791496164
Position 9404: 0.0009271131101280955
Position 4160: 0.0009023492039540741
Position 567: 0.0008635315720475949
Position 9375: 0.0008406003435734577
Position 8288: 0.0007353272235666544
Position 864: 0.0007265603021738105
Position 2241: 0.0007238204211950731
Position 511: 0.0006743634570938956
Position 9855: 0.0006399091264529202
Position 9500: 0.0006140282860180407
Position 960: 0.0005900555842391202
Position 10022: 0.000480406865903121
Position 3052: 0.0004527209157716202
Position 1233: 0.00040658787071445385
Position 5934: 0.0003425774825542033
Position 1985: 0.00033364190337392804
Position 9234: 0.00025562464948921266
Position 10054: 0.00021378804713040523
Position 810: 0.00018887324988487347
Position 8308: 0.00016399045900826839
Position 262: 0.00015809982820505367
Position 4258: 0.00015457928929729265
Position 4293: 0.00010181457945035093
Position 4190: 0.00010086997429946107
Position 2290: 6.72991397968249e-05
Position 8239: 4.5491018985725415e-05
Position 4221: 4.230800332817164e-05
