Gene = TPRA1
index = 1474
Annotated 5SS: [ 416  698 3448 3617 3821 4498 4689 5035 5253]
Annotated 3SS: [ 564 3360 3543 3740 4386 4627 4931 5171 6648]
SMsplice 5SS: [ 416  698 3448 3617 3821 4253 4498 4812 5035 5253]
SMsplice 3SS: [ 564 3360 3543 3740 4181 4386 4627 4931 5171 6648]
top_k =  500
Partition function (log Z): 21.78889818275263

Sorted 5' Splice Sites (High to Low Probability):
Position 5035: 0.9898690731335766
Position 416: 0.9891850241276186
Position 698: 0.9536991028969531
Position 5253: 0.9374920712990996
Position 3448: 0.9076439086074223
Position 3821: 0.8318908768950074
Position 4498: 0.7589440427908667
Position 3617: 0.7450114235522178
Position 4812: 0.6597371267572234
Position 4253: 0.615014048463776
Position 4063: 0.32004820165875053
Position 2704: 0.17436377062728126
Position 4546: 0.1417021103595929
Position 3829: 0.14085634827275556
Position 3412: 0.08953771600864245
Position 3184: 0.08031457944623355
Position 4759: 0.07175410700435728
Position 3108: 0.0715347773858252
Position 146: 0.07122519187688557
Position 142: 0.06541876077949949
Position 4689: 0.0633824309442879
Position 3104: 0.054451917812103824
Position 4474: 0.05038365765721808
Position 3619: 0.04543866823176011
Position 3172: 0.04238284624346425
Position 3623: 0.03449233680464251
Position 6044: 0.03356898696929112
Position 2875: 0.02879805530030186
Position 4078: 0.028165941597613115
Position 3011: 0.02356842085536343
Position 3753: 0.01949279854943624
Position 788: 0.019138686279279452
Position 55: 0.01832675560307154
Position 4503: 0.01827564957838527
Position 1888: 0.01651992203800016
Position 5904: 0.01579238275023316
Position 3290: 0.012622027959447554
Position 3165: 0.012147216774974087
Position 1136: 0.011750990234334752
Position 5318: 0.011540710913437705
Position 2196: 0.010745303648023327
Position 5345: 0.00957172778339005
Position 5938: 0.007983725622114232
Position 5320: 0.007400878873169524
Position 6255: 0.007010196322638236
Position 2207: 0.005380930508478321
Position 1714: 0.005022173814278922
Position 4863: 0.004897948360335272
Position 210: 0.004344383289681479
Position 4750: 0.00397360485047806
Position 2140: 0.003736526972836687
Position 58: 0.0033229595143631626
Position 452: 0.002785984516818597
Position 6078: 0.002715084974946138
Position 1754: 0.0024824435664144977
Position 1468: 0.002314690596738003
Position 6273: 0.00218268272962522
Position 5356: 0.0019744147336267152
Position 3592: 0.0015927746549102252
Position 155: 0.0015838635468520656
Position 4860: 0.0015297530403170193
Position 4264: 0.0013538124620488924
Position 5079: 0.0012908529745461498
Position 482: 0.0011554403359389967
Position 2967: 0.0011465058464911963
Position 3590: 0.0011372204963457017
Position 5869: 0.0010636345563636873
Position 1751: 0.0008740859973129661
Position 168: 0.0008733029518673743
Position 309: 0.0007480691058171033
Position 6198: 0.0007354361832178424
Position 1496: 0.0006660634090068215
Position 2806: 0.0006124755274758248
Position 5918: 0.0005785642799780525
Position 5053: 0.000572995397090237
Position 3278: 0.000559905788552507
Position 4867: 0.0005248004392128604
Position 4778: 0.00038953540645168203
Position 2698: 0.00038075783016815987
Position 110: 0.00028086280834421643
Position 1427: 0.0002646960709518602
Position 4072: 0.0002539435678544236
Position 5980: 0.0002530621023897758
Position 4951: 0.0002491537811263418
Position 3676: 0.00022812450554591114
Position 107: 0.00022290412188499502
Position 3155: 0.00022089828377552432
Position 31: 0.0002020642438959237
Position 6266: 0.00019691172591785607
Position 6111: 0.0001902112356125725
Position 3400: 0.00017964639685720825
Position 117: 0.0001595339111247056
Position 571: 0.00014702472129058666
Position 3379: 0.00012394438410562772
Position 4287: 0.00011685855819818445
Position 6036: 0.00010642737963098464
Position 5039: 0.00010465296929489944
Position 2825: 0.00010293041558882225
Position 158: 9.829846973341751e-05
Position 175: 9.365088699092431e-05
Position 4257: 8.746124631983467e-05
Position 471: 7.937762658696909e-05
Position 4524: 7.239482953168355e-05
Position 5091: 6.783020012733856e-05
Position 1399: 6.507717329596104e-05
Position 3621: 5.8903974405752024e-05
Position 1860: 5.746117038543296e-05
Position 1165: 5.517178905908336e-05
Position 1412: 5.4897743101686765e-05
Position 1483: 5.230912068622811e-05
Position 5055: 4.654423138620326e-05
Position 5257: 4.418320264228701e-05
Position 2507: 4.2827557010343335e-05
Position 39: 4.042488315688307e-05
Position 1371: 3.486042224153307e-05
Position 5064: 3.3889386966785736e-05
Position 4057: 2.9588496996171528e-05
Position 1663: 2.4382675675340322e-05
Position 119: 2.3366932664265283e-05
Position 1455: 1.935012486623726e-05
Position 3361: 1.9139517352385105e-05
Position 488: 1.885009023940336e-05
Position 4998: 1.8348836801157756e-05
Position 5000: 1.5279686927263434e-05
Position 972: 1.4870297811848492e-05
Position 3773: 1.4472471144993465e-05
Position 1670: 1.3837568540809993e-05
Position 5008: 1.1456491467087105e-05
Position 469: 1.013241816691152e-05
Position 3493: 8.59118954657144e-06
Position 4404: 7.867407829697311e-06
Position 566: 5.705994325826985e-06
Position 364: 3.0492477014930487e-06
Position 1358: 2.6468946957213434e-06
Position 5118: 2.4171062258662523e-06
Position 1310: 2.233004126306043e-06
Position 450: 2.0962980674607936e-06
Position 4464: 1.976728631552874e-06
Position 536: 1.2956907869742962e-06
Position 479: 1.2322889938835697e-06
Position 1440: 8.368170780869406e-07
Position 739: 5.582315231305262e-07
Position 366: 3.8825569155656174e-07
Position 702: 3.70267960943053e-07
Position 203: 2.932703170260692e-07
Position 456: 2.5850398838257795e-07
Position 1457: 5.952290209964322e-08
Position 885: 5.054173570499136e-08
Position 229: 2.974337353233e-08
Position 516: 2.9266403589636812e-08
Position 712: 2.148779312695245e-08
Position 4735: 6.212130903934204e-09
Position 3549: 5.551296575904619e-09
Position 602: 4.861673831609146e-09
Position 424: 3.950107705953765e-12
Position 500: 1.0936761454934694e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5171: 0.9912113547220335
Position 3543: 0.9777973198479646
Position 4931: 0.9701727859536822
Position 4386: 0.9523369262407958
Position 3360: 0.942229977482948
Position 6648: 0.8983168435228486
Position 564: 0.8387121298950662
Position 4627: 0.7895104582356051
Position 3740: 0.7428754860398145
Position 4181: 0.5028233092153748
Position 2996: 0.30393880368877474
Position 3919: 0.25636455478403547
Position 273: 0.16127641632340106
Position 3895: 0.11465434029763936
Position 3726: 0.10085960737000127
Position 536: 0.09772566227155537
Position 2594: 0.09107638739124517
Position 5971: 0.05013157883283552
Position 6077: 0.044253138017396415
Position 2525: 0.042077131300491795
Position 3262: 0.036919353148781475
Position 4125: 0.033340241350192916
Position 2528: 0.031665023804163916
Position 631: 0.01922365638782472
Position 4136: 0.018356817678026542
Position 5805: 0.015945315027224086
Position 4426: 0.015919581740293193
Position 3970: 0.0155571445463956
Position 2560: 0.012487630235460538
Position 4598: 0.012163066782997759
Position 4895: 0.011876123618431923
Position 3316: 0.011625964424315478
Position 1587: 0.011440466220041662
Position 5777: 0.011298987151876501
Position 2091: 0.011292343400718198
Position 2803: 0.010400158724877996
Position 652: 0.01000037082704336
Position 4054: 0.008775827421389
Position 2109: 0.007301003184588171
Position 1546: 0.007292629808196515
Position 1006: 0.006410380386390935
Position 4657: 0.0061957757031785915
Position 1843: 0.004299902513743653
Position 7173: 0.0037691394244659107
Position 2421: 0.0036404898693686225
Position 4696: 0.0035379144323495907
Position 866: 0.0035144171292304164
Position 2631: 0.003464798755000331
Position 2644: 0.0034317262864892615
Position 4216: 0.003258058834644738
Position 4609: 0.003113403332442898
Position 6870: 0.002965717733469466
Position 5204: 0.002706518850396076
