Gene = PCNP
index = 1003
Annotated 5SS: [  185  5910 11417 16176]
Annotated 3SS: [ 5694 11341 16119 18531]
SMsplice 5SS: [  185 11417 16176]
SMsplice 3SS: [11341 16119 18531]
top_k =  500
Partition function (log Z): -7.11660768970667

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9912751629696288
Position 11417: 0.8942161851571195
Position 5910: 0.6311068412844696
Position 16176: 0.36833294833766134
Position 16216: 0.3285592605763285
Position 5599: 0.13898653540029834
Position 18685: 0.11869217445630717
Position 1843: 0.11094920180571191
Position 11469: 0.08941498208045472
Position 2523: 0.0689686530572695
Position 5672: 0.0675903341829694
Position 4201: 0.06359335272451974
Position 2674: 0.054590627356026926
Position 5163: 0.04836957694259113
Position 18822: 0.043125826182320734
Position 13768: 0.03929249526390177
Position 5857: 0.039071675713283106
Position 5576: 0.03852262154198722
Position 5580: 0.03401451349164296
Position 2700: 0.02869847679207942
Position 15299: 0.027254250629805646
Position 11679: 0.025428222931371116
Position 18357: 0.023379378690381994
Position 6481: 0.021968808468449404
Position 15595: 0.015545080705507945
Position 15042: 0.010116975727332743
Position 18678: 0.00961718476732299
Position 5222: 0.006148207139119969
Position 3754: 0.005998448146503062
Position 2419: 0.005302953718605568
Position 17268: 0.004773876677457847
Position 16646: 0.003630225519667504
Position 773: 0.003189051949544449
Position 5248: 0.003170282179175394
Position 3735: 0.0031116463838787188
Position 5584: 0.002796716832322704
Position 249: 0.002305464188810001
Position 17337: 0.0019806795240878135
Position 13850: 0.001802449014165983
Position 2695: 0.0016669506980706936
Position 14978: 0.0014638040643033961
Position 214: 0.0013292976685371652
Position 395: 0.001249210096825629
Position 15553: 0.0010498415970344604
Position 839: 0.0010484491795066055
Position 13758: 0.0004908371163487963
Position 2267: 0.00044267141573729496
Position 2241: 0.0002618313704924085
Position 1833: 0.00019684519318431744
Position 1083: 0.00016810180776469789
Position 637: 0.00016307918215218426
Position 205: 0.00011208258499999582
Position 303: 0.0001111621665838475
Position 12735: 9.880420036530998e-05
Position 2478: 9.625417023266866e-05
Position 700: 6.452466300749222e-05
Position 477: 6.39089351664776e-05
Position 2004: 5.9199084229168664e-05
Position 14203: 5.5788353823387054e-05
Position 495: 5.212807693377678e-05
Position 1847: 4.0704987964542264e-05
Position 1012: 3.978898378076462e-05
Position 963: 3.693409882466585e-05
Position 263: 2.3595015197793758e-05
Position 1801: 2.0067491117548575e-05
Position 2446: 1.7641818180625263e-05
Position 1898: 1.4290448790695906e-05
Position 582: 1.3396965953707631e-05
Position 61: 8.050301626741783e-06
Position 596: 6.932931248310424e-06
Position 1713: 3.994993775580209e-06
Position 1071: 3.960018080636569e-06
Position 1930: 2.563651709632447e-07
Position 1629: 1.6502758144988906e-07
Position 1032: 1.5163979107097422e-07
Position 860: 1.2353727544998003e-07
Position 1279: 1.2014194795434597e-07
Position 664: 1.1369076064573038e-07
Position 1212: 6.809163987462563e-08
Position 1906: 5.886087547268878e-08
Position 74: 3.054439067486986e-08
Position 77: 6.6330193039357585e-09
Position 258: 4.549333308059521e-09
Position 202: 3.3815006412772784e-09
Position 159: 1.5970143349676827e-09
Position 64: 1.3529834389460574e-09
Position 739: 5.995084530178385e-10
Position 627: 4.968594336580079e-10
Position 305: 4.518284553357814e-10
Position 651: 2.3236273274596997e-10
Position 399: 1.9707803359044082e-10
Position 91: 4.257591884463742e-12
Position 82: 7.286866578805207e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 18531: 0.9299659812965637
Position 11341: 0.9097590581873694
Position 16119: 0.70283448567639
Position 5694: 0.39687683819612213
Position 5493: 0.2785673576235712
Position 5746: 0.23075037991959874
Position 19524: 0.08291043060833934
Position 11344: 0.07429798707762729
Position 1761: 0.07222794022515726
Position 2355: 0.0701268074837636
Position 4080: 0.06306619313863104
Position 19390: 0.053509144044903284
Position 2378: 0.052365582436219894
Position 5051: 0.04863935390663734
Position 1713: 0.035880239092157803
Position 13667: 0.031055624832581858
Position 15131: 0.029856368211667768
Position 15339: 0.027851588810548077
Position 2604: 0.023039148466816664
Position 6412: 0.021989256032750936
Position 18103: 0.019569689666801542
