Gene = C3orf20
index = 200
Annotated 5SS: [  154  7233  8099  9284 15018 28164 29520 39061 40311 46686 51926 53590
 82576 84900 86517 97103]
Annotated 3SS: [ 7070  7478  9142 14897 28030 29237 38907 40189 46553 51801 53339 82271
 84791 86373 96967 97691]
SMsplice 5SS: [  154  3508  7233  8099  9284 15018 28164 40311 46686 51926 66307 84900
 86517 97103]
SMsplice 3SS: [ 3433  7070  7875  9142 14897 28030 40189 46553 51801 66221 84791 86373
 96967 97691]
top_k =  500
Partition function (log Z): -36.21554131416656

Sorted 5' Splice Sites (High to Low Probability):
Position 15018: 0.9624192111311896
Position 154: 0.9112220875180977
Position 8099: 0.7867172027344947
Position 9284: 0.7627344848919174
Position 28164: 0.5352084983376808
Position 7233: 0.3674656769481089
Position 7405: 0.3424063152396648
Position 7176: 0.34131478741297017
Position 3484: 0.22936037857257177
Position 9310: 0.2084906952049075
Position 7401: 0.17449002794252266
Position 7993: 0.12744980728735572
Position 5398: 0.11031481100181412
Position 8306: 0.11012030701868604
Position 13692: 0.08445667398773041
Position 10906: 0.08436214306288513
Position 6784: 0.056062084546937986
Position 1179: 0.05075667398017888
Position 489: 0.03511315835915022
Position 8928: 0.032101674507982125
Position 2343: 0.0316982938418421
Position 271: 0.023793950140743755
Position 2545: 0.02162701711047946
Position 8912: 0.019805219067495966
Position 9431: 0.01939623817461388
Position 2189: 0.01933407271303338
Position 5985: 0.015111845044223927
Position 9531: 0.01485619873131594
Position 3498: 0.011424892670912642
Position 8371: 0.011234330621522452
Position 2369: 0.010745293637778694
Position 7549: 0.009435580616670483
Position 11416: 0.008927832484388977
Position 7606: 0.0073116424704727165
Position 4537: 0.007109963736228453
Position 253: 0.006329617959106754
Position 1640: 0.006028434935326065
Position 6164: 0.005972833596830265
Position 8328: 0.0054558827926634084
Position 4268: 0.005305014424276008
Position 3910: 0.005241801850978071
Position 392: 0.0050053273543229915
Position 258: 0.005000208632043329
Position 30: 0.004795483330536457
Position 6818: 0.004774291940371192
Position 5924: 0.004215480735638899
Position 3491: 0.003767481025481424
Position 1188: 0.003651280586212793
Position 8118: 0.0030883510924935432
Position 10653: 0.002542078953247439
Position 9288: 0.002357152204598129
Position 3175: 0.0021384987719866703
