Gene = XPC
index = 1576
Annotated 5SS: [  318  5917  8346 10527 11615 13356 13971 19043 20773 22449 26449 29970
 30222 30876 31494]
Annotated 3SS: [ 5720  8232 10402 11529 13197 13849 18952 19890 22287 26366 29834 30051
 30781 31403 32623]
SMsplice 5SS: [  175  5917  6102  8346 10527 11615 13356 13971 19043 22449 24905 26449
 28326 29970 30222 30876 31494]
SMsplice 3SS: [ 5720  6042  8232 10402 11508 13197 13849 18952 22287 24749 26366 28140
 29834 30095 30781 31403 33169]
top_k =  500
Partition function (log Z): 28.074563066686977

Sorted 5' Splice Sites (High to Low Probability):
Position 30876: 0.9993697455009037
Position 13971: 0.992993200828888
Position 8346: 0.9768138234594704
Position 29970: 0.9708352636308266
Position 13356: 0.9579903678320203
Position 11615: 0.9530347608468213
Position 26449: 0.9219786199020552
Position 5917: 0.8919520488766182
Position 22449: 0.8808802696008512
Position 10527: 0.8385015788267326
Position 30222: 0.834835654874205
Position 31494: 0.8335477585543101
Position 19043: 0.7542840995470678
Position 6102: 0.5203223915791005
Position 28326: 0.48715362193164485
Position 24905: 0.4383344272592775
Position 31225: 0.39686842833526564
Position 175: 0.2928545186228945
Position 318: 0.2864507425912047
Position 11274: 0.26214059690174313
Position 16175: 0.24900953061560432
Position 19048: 0.24495808147195364
Position 68: 0.24327918249514952
Position 23863: 0.21913223018714909
Position 6058: 0.20431109865780822
Position 25006: 0.19947527146377633
Position 26974: 0.19820628975021412
Position 16115: 0.194851373588054
Position 31923: 0.18359026041501555
Position 26159: 0.17313607207955914
Position 17183: 0.16551725288974983
Position 359: 0.16514928109132107
Position 21911: 0.1488113251357782
Position 3239: 0.14553924093110132
Position 18584: 0.14457896623287916
Position 31531: 0.14419377571709113
Position 30517: 0.13864532749630382
Position 22137: 0.12912619076431575
Position 25010: 0.12411543774271551
Position 28253: 0.12009463055348607
Position 18588: 0.11283002414996404
Position 30226: 0.09430117816355851
Position 30542: 0.0891086310755925
Position 30455: 0.08165132835680171
