Gene = MUL1
index = 899
Annotated 5SS: [ 257 4940 6093]
Annotated 3SS: [4851 5971 6741]
SMsplice 5SS: [ 257 4940 6939]
SMsplice 3SS: [4851 6741 7045]
top_k =  500
Partition function (log Z): -7.020824170509107

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.8198193241793763
Position 4940: 0.6219823045818716
Position 6939: 0.5337738472035153
Position 6093: 0.47741533271926645
Position 6983: 0.28264902001612224
Position 638: 0.2730519630282439
Position 1437: 0.25095151509799
Position 7136: 0.10729873235003749
Position 4788: 0.06767982492725014
Position 7581: 0.06704157488051088
Position 660: 0.06479035456836073
Position 545: 0.05493740604111486
Position 34: 0.05139762449295871
Position 6485: 0.049550758188858304
Position 305: 0.026184017726327825
Position 655: 0.01665733949671987
Position 3570: 0.013090635630239477
Position 1197: 0.009634385926763194
Position 29: 0.008898862789247461
Position 6334: 0.005540330338542164
Position 6323: 0.004965723214507179
Position 6827: 0.004477452469458936
Position 6067: 0.0026977986572364722
Position 614: 0.0023342752545780308
Position 6031: 0.0019506608747832663
Position 1189: 0.001148578691074532
Position 593: 0.0009893519584644025
Position 7448: 0.000867858307530698
Position 48: 0.0005659267038497443
Position 220: 0.0004928794966867963
Position 717: 0.00038745535042959564
Position 70: 0.00025521012757455494
Position 6877: 0.00023342224450008414
Position 239: 0.000148766779874019
Position 1023: 0.00012677852752653295
Position 395: 8.692884275731953e-05
Position 289: 6.883735336254149e-05
Position 1029: 4.8526311955898385e-05
Position 59: 3.7223511556559055e-05
Position 902: 3.538437611603077e-05
Position 381: 2.922898264188163e-05
Position 793: 1.8365629381227224e-05
Position 343: 1.7952594671622942e-05
Position 169: 1.4454079782317423e-05
Position 261: 1.4210111136727545e-05
Position 22: 1.1069265735814728e-05
Position 1152: 7.3660231883526996e-06
Position 211: 7.166936655376873e-06
Position 197: 5.843654231203496e-06
Position 462: 3.0584980552934426e-06
Position 53: 1.559470480712379e-06
Position 218: 7.624380204550956e-07
Position 77: 6.277358364088378e-07
Position 84: 3.93006324707946e-07
Position 163: 3.916922446461371e-07
Position 194: 2.5245162966263154e-07
Position 111: 2.5178839471037853e-07
Position 298: 2.236897039134389e-08
Position 383: 1.1651819872127166e-08
Position 353: 9.470669164425435e-09
Position 628: 3.102677302674775e-09
Position 564: 2.3624847701365115e-09
Position 626: 2.2742937149005945e-09
Position 134: 5.783844676335719e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6741: 0.8566897284141318
Position 4851: 0.604143120071424
Position 7045: 0.4057242880488077
Position 5971: 0.3850881865866474
Position 1314: 0.24117136755685395
Position 462: 0.21035030132891117
Position 7523: 0.161003641025321
Position 7729: 0.13500136253121311
Position 5992: 0.09341652025263099
Position 8628: 0.07816920577925474
Position 4648: 0.07814697145589278
Position 6904: 0.06206055503209896
Position 8106: 0.05611914311505584
Position 7195: 0.049415557340480976
Position 7198: 0.04656925674139425
Position 479: 0.03420277258926573
Position 541: 0.03191206809613896
Position 8064: 0.027149766673818482
Position 111: 0.02469434047983448
Position 6287: 0.02261137620527724
Position 6218: 0.018790957441326837
Position 7681: 0.01862289887254954
Position 7431: 0.018432568159390875
Position 7637: 0.01795147013917104
