Gene = MEGF9
index = 833
Annotated 5SS: [   713  55097  91855 102075 106730]
Annotated 3SS: [ 54894  91714 101930 106459 108828]
SMsplice 5SS: [   713   1112  10077  16172  17584  36396  55097  69746  91855 102075
 106631]
SMsplice 3SS: [   969  10003  16024  17486  36228  54894  69622  91714 101930 106459
 108828]
top_k =  500
Partition function (log Z): -52.474267871426356

Sorted 5' Splice Sites (High to Low Probability):
Position 713: 0.9918262061742379
Position 1112: 0.8705438940217228
Position 10077: 0.43272772245942137
Position 17584: 0.14561986829331763
Position 11503: 0.14311550074267
Position 7049: 0.11205627076431152
Position 3782: 0.10633978934051466
Position 8810: 0.09276353895160701
Position 8755: 0.05763887703960068
Position 10097: 0.04542970996475568
Position 262: 0.03079752704654699
Position 8802: 0.030058619326691616
Position 7761: 0.018370866520105517
Position 7896: 0.013078705221196476
Position 4911: 0.011778353789313214
Position 8447: 0.011036254110172101
Position 8773: 0.010052681732965542
Position 17: 0.009973952207149066
Position 8767: 0.0074357609576702266
Position 7486: 0.0072223858201743395
Position 3035: 0.005897103151257356
Position 10053: 0.004774993884994423
Position 4547: 0.004759881839624273
Position 1699: 0.004116824757199709
Position 4374: 0.004089231221342607
Position 8690: 0.004074413969911393
Position 7090: 0.003230000825605037
Position 3621: 0.003051835537343455
Position 5582: 0.002879145905963643
Position 2962: 0.002682549730354891
Position 3189: 0.002470015839476572
Position 2948: 0.0019718936422881994
Position 4400: 0.0019500229502778168
Position 4017: 0.0011124586071727838
Position 239: 0.0010583661521705319
Position 850: 0.0009899255773994817
Position 4640: 0.0008856780881299198
Position 8417: 0.0007849710558784401
Position 823: 0.0007244719006176681
Position 285: 0.0006748917311912909
Position 8: 0.0005604633128439846
Position 589: 0.00030796877104585747
Position 62: 0.00028357935995799213
Position 44: 0.00020773958642122774
Position 601: 0.00020378739751029143
Position 773: 0.00018779253250267295
Position 1771: 0.00012094332959971892
Position 1204: 0.00011503497186217869
Position 717: 8.576179961034705e-05
Position 1021: 7.143996203128714e-05
Position 904: 5.629571814176208e-05
Position 859: 5.538184807010785e-05
Position 1331: 4.3992893534787076e-05
Position 26: 4.237700887411016e-05
Position 171: 3.5488682522521956e-05
Position 2340: 2.4995789808735605e-05
Position 32: 1.9570674920350474e-05
Position 890: 1.923856700384805e-05
Position 798: 1.7129984870189195e-05
Position 4328: 1.569428248348988e-05
Position 3143: 1.4987994685900336e-05
Position 2779: 1.3094958380846926e-05
Position 174: 9.342120193508115e-06
Position 1165: 6.991471004199533e-06
Position 2598: 6.089390750611901e-06
Position 1193: 5.7206494388012024e-06
Position 1178: 4.958547311804439e-06
Position 1313: 4.758334847704326e-06
Position 232: 3.689709146419008e-06
Position 370: 2.128293865964811e-06
Position 405: 1.6342554665583637e-06
Position 270: 1.2565468800088868e-06
Position 897: 4.3854467649946227e-07
Position 205: 1.266527070432717e-07
Position 1098: 5.338281759626983e-08
Position 1184: 4.349122182688546e-08
Position 2083: 6.087333317264534e-09
Position 2050: 2.897722049092322e-09
Position 1562: 1.6158355828634383e-09
Position 1016: 1.540590307361962e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.8183383741210863
Position 10003: 0.7308523152855123
Position 17486: 0.28815602389072315
Position 11422: 0.21043277867478868
Position 8666: 0.20013632592043
Position 20387: 0.14561986829331763
Position 13358: 0.11047770389241443
Position 6941: 0.07873449268687019
Position 989: 0.04779476576664203
Position 7642: 0.04635831655954203
Position 12902: 0.04624053693075996
Position 15434: 0.032210229461078134
Position 3534: 0.03180210928167286
Position 462: 0.03127313118201975
Position 3674: 0.02813691936296339
Position 6979: 0.027076502844547608
Position 11617: 0.023288181803996905
Position 3566: 0.021656296370865826
Position 7368: 0.0207458942945489
Position 8553: 0.01965074830109143
Position 2860: 0.01806676784711519
Position 13223: 0.014179886237236226
Position 3608: 0.011614976021412845
Position 3654: 0.011233937263630676
Position 9091: 0.010703713155088432
Position 9931: 0.010431131733434738
Position 5060: 0.009348297339452211
Position 8320: 0.009225769943999715
Position 6109: 0.008643020087224585
Position 4806: 0.007915590829214445
Position 9554: 0.0076831670508349945
Position 3677: 0.007038180682430929
Position 4440: 0.0068059062852244235
Position 11131: 0.0054960518645322184
Position 12849: 0.005333595340234411
Position 2219: 0.005305187024059795
Position 4831: 0.004290960742771078
Position 7994: 0.004194511799563005
Position 813: 0.004148756230810483
Position 8291: 0.003852173464070087
Position 12454: 0.003585353517191534
Position 6859: 0.0032084594429459662
Position 6839: 0.003001988509342365
Position 4259: 0.002959077726591144
Position 6806: 0.0029104042978436765
Position 3900: 0.0028079144802933853
Position 525: 0.002543101768619509
Position 8599: 0.0025392403341443106
Position 10504: 0.0024073471416434355
Position 4073: 0.002342887279182724
Position 647: 0.0022986550748630916
Position 1602: 0.0020980227560869636
Position 6132: 0.0020643337172736535
Position 6842: 0.0018573702551319725
Position 9011: 0.0018451912153286218
Position 10163: 0.0018316692052702363
Position 592: 0.001741730480192192
Position 10213: 0.0017262905104533798
Position 5473: 0.0016871627091799507
Position 4465: 0.0014882557328584236
Position 5334: 0.0013839842231861874
Position 991: 0.001322426579896977
Position 11798: 0.001282993298261741
