Gene = PTAR1
index = 1095
Annotated 5SS: [   90  9162 18151 25793 27804 36617 41293]
Annotated 3SS: [ 8991 18083 25687 27589 36311 41257 41373]
SMsplice 5SS: [   90 18151 21820 25793]
SMsplice 3SS: [18083 21730 25687 41257]
top_k =  500
Partition function (log Z): -24.127812721464416

Sorted 5' Splice Sites (High to Low Probability):
Position 90: 0.9447355633655813
Position 9162: 0.1814284502263073
Position 8861: 0.1351099035114414
Position 445: 0.10097245730754215
Position 505: 0.09891253693181849
Position 4444: 0.08512430286632726
Position 419: 0.07657527753845998
Position 6173: 0.07101767735880836
Position 391: 0.03577425206421711
Position 451: 0.027417686186881885
Position 1539: 0.023636400560879896
Position 441: 0.019760966069810565
Position 1238: 0.01960430198953448
Position 4223: 0.0161887503815159
Position 6340: 0.014245613922338177
Position 2385: 0.009717311821198673
Position 561: 0.00950910815114703
Position 4800: 0.009301450211753121
Position 3583: 0.006871677050959246
Position 4616: 0.004710324414565565
Position 5869: 0.003394412545111743
Position 6415: 0.003135515098134098
Position 643: 0.0026925163271026616
Position 1441: 0.002039343812868554
Position 304: 0.0008365444301396809
Position 6125: 0.0008027410101285554
Position 4549: 0.0006974073512543439
Position 25: 0.0004576683688039646
Position 31: 0.00023308374238359056
Position 1255: 0.00020667403400418896
Position 2422: 0.0001766308384343057
Position 4723: 0.00013572622313844776
Position 186: 9.177262351932362e-05
Position 120: 9.147334010544859e-05
Position 37: 7.75291993927836e-05
Position 2081: 7.440182689963109e-05
Position 460: 6.227410174666248e-05
Position 5326: 4.868402694923984e-05
Position 4711: 4.8389132941096256e-05
Position 395: 4.417896678366824e-05
Position 289: 4.368544150440547e-05
Position 227: 4.2840569610403356e-05
Position 46: 3.7851182302345705e-05
Position 94: 3.4783487719281054e-05
Position 294: 2.1087733413363962e-05
Position 152: 6.865907063948447e-06
Position 564: 6.8064869949977015e-06
Position 843: 2.915669358821068e-06
Position 952: 2.692320214337555e-06
Position 49: 2.3056504449379785e-06
Position 243: 2.0480846388797258e-06
Position 820: 1.9019707514407998e-06
Position 123: 6.530575225664905e-07
Position 225: 8.550096458351909e-08
Position 340: 7.674889545422983e-08
Position 1602: 7.003430392383188e-08
Position 1207: 2.8730273457583766e-08
Position 449: 5.880537443340886e-09
Position 240: 3.359614543701974e-10
Position 546: 2.2683134625337767e-10
Position 364: 6.0278972669372915e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6080: 0.317577608165035
Position 361: 0.26674855644951245
Position 13030: 0.17463159832736516
Position 9023: 0.15368875923292363
Position 7195: 0.12737617270869306
Position 6051: 0.10039270972978234
Position 4400: 0.09831914869607955
Position 8686: 0.08826039499994788
Position 13473: 0.08651075907044475
Position 418: 0.05321584335767921
Position 8656: 0.050688840778055334
Position 9132: 0.03405095160204167
Position 1132: 0.03374059375466068
Position 6454: 0.028402436306736188
Position 1237: 0.02826646527597068
Position 11733: 0.026489121134699825
Position 7322: 0.022169745072866513
Position 11268: 0.021060251473589895
Position 209: 0.016299271737847416
Position 9930: 0.014797491080945835
Position 1686: 0.01332671458347783
Position 10289: 0.012488419680555946
Position 8185: 0.010234170426791324
Position 4123: 0.009449836119231676
Position 4698: 0.008185385834968754
Position 8076: 0.007559189839188796
Position 5022: 0.005942801949749282
Position 1682: 0.005350106626808439
Position 4440: 0.0052980910579460225
Position 642: 0.005273151488791738
Position 1441: 0.005022286023895996
Position 6222: 0.005019118329281397
Position 2288: 0.004926116324254883
Position 2350: 0.0048197518806541075
Position 4104: 0.004385561160562426
Position 3482: 0.0043576345983732815
Position 2189: 0.004250119077049337
Position 1160: 0.003462487673286349
Position 7618: 0.003248358571031531
Position 3455: 0.0030461661124600485
Position 2139: 0.0028017893945146786
Position 1370: 0.0025712458952410937
Position 5913: 0.002564953682824723
Position 6883: 0.0024212216419169084
Position 4333: 0.0023167375396401873
Position 4937: 0.002295922379825204
Position 587: 0.0018954262924087762
Position 4162: 0.0018779397133210794
Position 9198: 0.0018571875011727267
Position 5698: 0.0018404771149041924
Position 1499: 0.0017506592721956312
Position 5750: 0.0017099083017622016
Position 394: 0.0014662250343017186
Position 5586: 0.001207142364053845
Position 4443: 0.001095785836523506
Position 7256: 0.0010835228945445011
Position 1177: 0.000900744170912911
Position 2246: 0.0008461201994896128
Position 1745: 0.0007768022827666063
Position 4195: 0.0005706538313669214
Position 1519: 0.000491008724765539
Position 726: 0.0004821748112913906
Position 843: 0.00047461784281306563
Position 2045: 0.00046799710289616544
Position 200: 0.00030243328056622537
Position 220: 0.00028059338492538566
Position 5686: 0.0002406032238994482
Position 2859: 0.00020829309213881542
Position 1969: 0.00019212468586199912
Position 2779: 0.00014171830476427741
Position 364: 0.00013882211408899797
Position 2421: 0.00013502834731717378
Position 2006: 0.00011080122497114002
Position 808: 8.881808115168542e-05
Position 216: 7.574560249835875e-05
Position 1450: 4.8573087744370306e-05
Position 1418: 3.3021668761248996e-05
Position 182: 2.7934038728890057e-05
Position 546: 9.710954379541738e-06
Position 1084: 5.740684999682765e-06
Position 1255: 5.7285610383994845e-06
Position 213: 5.207029240599208e-06
Position 1988: 3.5194717494212022e-06
Position 1471: 2.528853902313632e-06
Position 301: 2.3558024771728578e-06
Position 560: 2.2086692117194727e-06
Position 1195: 2.105940630509883e-06
Position 379: 1.962694300340357e-06
Position 477: 1.5546453076037776e-06
Position 1048: 6.608551822709195e-07
Position 612: 4.4913540480315634e-07
Position 381: 3.7049119124127613e-07
Position 222: 3.5686072403883245e-07
Position 1006: 1.6659205830183867e-07
Position 304: 6.07298278931885e-08
Position 294: 1.8508132112182164e-08
Position 499: 1.1900637763228811e-08
Position 531: 3.3538918791796647e-09
Position 118: 1.9458751820809465e-09
