Gene = NOM1
index = 951
Annotated 5SS: [ 1002  2876  4576 10452 12539 13453 14304 16680 17370 19474]
Annotated 3SS: [ 2750  4379 10127 12427 13284 14181 16546 17237 19363 19805]
SMsplice 5SS: [  228  2569  2876  4576  7550 10344 10904 12539 13453 14304]
SMsplice 3SS: [ 2384  2747  4379  7429 10127 10806 12427 13284 14181 16546]
top_k =  500
Partition function (log Z): 4.652390553640403

Sorted 5' Splice Sites (High to Low Probability):
Position 12539: 0.9807483539225766
Position 14304: 0.9431265257733388
Position 4576: 0.9201891246789682
Position 2876: 0.8306808703128781
Position 19474: 0.8182581183698923
Position 13453: 0.8140835598588455
Position 7550: 0.6523661721085159
Position 10904: 0.6489887183080896
Position 228: 0.6393176314681586
Position 2569: 0.618756137538194
Position 16680: 0.47558196129799485
Position 10344: 0.42968913275108517
Position 12873: 0.3230624025372622
Position 1002: 0.29811682910274845
Position 17370: 0.28475326933105527
Position 3313: 0.19135371538631685
Position 22196: 0.17725576434851603
Position 11483: 0.17642027410212874
Position 10251: 0.16064342518667218
Position 10452: 0.1244406058151536
Position 17097: 0.12013507496993915
Position 22530: 0.10942483606868297
Position 14466: 0.09988259717932267
Position 17553: 0.09865394771430133
Position 2863: 0.08182326103550679
Position 5916: 0.08156424659938319
Position 12937: 0.0738775683135538
Position 9134: 0.061087400179950985
Position 10531: 0.057874009985585166
Position 15461: 0.05524612412913244
Position 10248: 0.05145600699683264
Position 19209: 0.041434657846816984
Position 1976: 0.039452743255897135
Position 22637: 0.03637638519136398
Position 22189: 0.03511692941854611
Position 14355: 0.034738369139350855
Position 1133: 0.03185251249351536
Position 19249: 0.031562093621184936
Position 11133: 0.030474466501110957
Position 17710: 0.029293463053908918
Position 9948: 0.02883735255037076
Position 18819: 0.0241500225657204
Position 1120: 0.024068204311993573
Position 5403: 0.022499421844247462
Position 17705: 0.022096588340494567
Position 12646: 0.018791005305043934
Position 13285: 0.01853305267660487
Position 2856: 0.016727367395540857
Position 4075: 0.016359234821215003
Position 5657: 0.015985961378058036
Position 4103: 0.01593493953118887
Position 4959: 0.015492579392673823
Position 14719: 0.013956650927218036
Position 4292: 0.013149222583493677
Position 5681: 0.012912208522514568
Position 14074: 0.010586853633343767
Position 259: 0.009678436742219415
Position 721: 0.009606087450613176
Position 13222: 0.009358691997827668
Position 10956: 0.008822129403385153
Position 14905: 0.007804428764009843
Position 16485: 0.0075376001013679975
Position 10719: 0.007508979136351436
Position 595: 0.007331779034341688
Position 13304: 0.0070469750058409645
Position 1462: 0.00691474528427687
Position 14631: 0.006755810592690073
Position 3083: 0.0067015815290187445
Position 4129: 0.006493631535032379
Position 14267: 0.0062977768134062405
Position 985: 0.006294849896703291
Position 5214: 0.006133663580606405
Position 12877: 0.006016931500250763
Position 2518: 0.005698941387409335
Position 11411: 0.005051761601957884
Position 13503: 0.00492950472643316
Position 5258: 0.004822850079912119
Position 124: 0.004743203614588484
Position 7838: 0.004511140925678225
Position 3363: 0.004256482949517244
Position 3385: 0.003993018154930251
Position 4249: 0.00384833395024856
Position 14107: 0.00365181457687353
Position 2474: 0.003540021314139256
Position 3502: 0.0034865125570332283
Position 1328: 0.003050020608576171
Position 8813: 0.002935362408495383
Position 4647: 0.0029071582953142786
Position 4619: 0.002777836010944172
