Gene = CARD19
index = 278
Annotated 5SS: [  135 11599 14504 15721 16072]
Annotated 3SS: [11455 14349 15660 15999 16773]
SMsplice 5SS: [  135 11610 14504 16072]
SMsplice 3SS: [11455 14349 15999 16773]
top_k =  500
Partition function (log Z): -0.356060501706952

Sorted 5' Splice Sites (High to Low Probability):
Position 11610: 0.9376333219427597
Position 14504: 0.8268033563235062
Position 16072: 0.8119143004063715
Position 901: 0.7195956900556154
Position 135: 0.7102596815020091
Position 3624: 0.3743854344480971
Position 380: 0.23704242407928336
Position 3566: 0.22860070603861496
Position 12895: 0.1824354282072668
Position 3244: 0.17719586492990735
Position 15871: 0.17505415276285863
Position 4830: 0.17117892802401982
Position 8254: 0.17067837640892192
Position 5365: 0.1554350413688945
Position 12875: 0.15410659602137794
Position 9190: 0.15172802008811404
Position 14417: 0.13491204380381655
Position 12152: 0.07802333806486113
Position 15343: 0.0768787585028201
Position 15304: 0.07197588783087315
Position 8197: 0.0694285984702371
Position 11599: 0.0623666780572381
Position 14197: 0.05570445265847203
Position 305: 0.04945397267173058
Position 14951: 0.04494568242898733
Position 9341: 0.034257589477109295
Position 7023: 0.031996279790059416
Position 4527: 0.03059609871047198
Position 15721: 0.029064454233744305
Position 16537: 0.02889678004695635
Position 12304: 0.024625374918602505
Position 12334: 0.022224574393618798
Position 12898: 0.02208454864285366
Position 2149: 0.018879499201739054
Position 603: 0.01623847963322425
Position 13162: 0.013056546263024075
Position 2583: 0.012915209468561395
Position 12903: 0.012593782498618708
Position 12309: 0.011198929039865083
Position 2103: 0.01076784336573718
Position 279: 0.010665796986993636
Position 746: 0.010502748005063742
Position 12915: 0.009095935499461033
Position 15429: 0.009064122994729466
Position 2546: 0.009033752353796543
Position 1884: 0.007339609300801188
Position 15535: 0.006992153813980208
Position 6475: 0.0056735276492477765
Position 14991: 0.0050841621342767145
Position 118: 0.004672507356006339
Position 637: 0.004565849520257941
Position 16237: 0.003123491518874617
Position 3729: 0.0026180577145729716
Position 146: 0.002076966738374262
Position 13171: 0.0018022778915716805
Position 423: 0.0015384782543930119
Position 353: 0.0013975831915132226
Position 465: 0.001004319803463687
Position 16076: 0.0005728081180630431
Position 199: 0.0004430792638923051
Position 116: 0.0003579741564490237
Position 469: 0.00031302423810000517
Position 276: 0.0002770789443402542
Position 467: 0.0002662312872564416
Position 272: 0.0002510402012806785
Position 442: 0.0002366073108429712
