Gene = SGOL1
index = 1250
Annotated 5SS: [  133  2306  2584  7921  9591 15149 15468]
Annotated 3SS: [ 2156  2386  7843  9531 14958 15375 24964]
SMsplice 5SS: [  133  2306  2584  9591 15149]
SMsplice 3SS: [ 2156  2386  9531 14958 24964]
top_k =  500
Partition function (log Z): -8.835209002248195

Sorted 5' Splice Sites (High to Low Probability):
Position 2584: 0.9253784642151498
Position 9591: 0.8879408313383852
Position 2306: 0.8324767035426595
Position 15149: 0.8057599503544786
Position 3803: 0.6391023128341403
Position 7921: 0.5555122206803293
Position 133: 0.3662219564397363
Position 232: 0.325941931273462
Position 244: 0.2094870698495469
Position 14519: 0.17729376854288598
Position 2274: 0.1382944890948757
Position 6088: 0.11245773121210995
Position 2880: 0.10497365302284738
Position 880: 0.09606978429528051
Position 735: 0.06619409242749708
Position 15103: 0.043884700965653126
Position 15552: 0.025865180635020517
Position 15468: 0.025491479693427608
Position 24: 0.023790405511707018
Position 490: 0.02283858614079405
Position 91: 0.020306641503573766
Position 2810: 0.015348516748071842
Position 15571: 0.013250211515851769
Position 699: 0.008479033520529042
Position 3433: 0.0081664554541067
Position 7671: 0.00803169880293762
Position 1868: 0.006280539461064498
Position 1161: 0.006136522246695035
Position 1758: 0.005451819349488942
Position 3131: 0.005164628868079752
Position 704: 0.004887180630844981
Position 2433: 0.004231620070259019
Position 3869: 0.003924205953040313
Position 8872: 0.003586941841018528
Position 603: 0.003181748950603106
Position 2525: 0.0026957031628090087
Position 15160: 0.0023239566680428115
Position 671: 0.002240292219397674
Position 1412: 0.0022303984587657023
Position 9943: 0.002229245474652703
Position 11187: 0.002197707502880449
Position 388: 0.0019056867124760775
Position 15023: 0.0017902317336217278
Position 236: 0.0016894698584970413
Position 44: 0.0012166382151482219
Position 5762: 0.0010865443384463088
Position 259: 0.00104210365823939
Position 15490: 0.0009201898950927372
Position 5738: 0.0009007496721403019
Position 2922: 0.000881050785236897
Position 1166: 0.0008703109790006884
Position 859: 0.0008615636016214656
Position 21: 0.0007186360237363063
Position 434: 0.000509597488073566
Position 3778: 0.0005050444457279068
Position 29: 0.0004982008021368727
Position 121: 0.0004769834196523919
Position 2619: 0.00043254783640072703
Position 443: 0.0004181608556354508
Position 4798: 0.0004055976384428699
Position 4854: 0.00034445424973087113
Position 164: 0.0003220272411620013
Position 9636: 0.00028825708247410837
Position 2024: 0.0002560588455585856
Position 1568: 0.00023698165478004118
Position 2467: 0.00022859464687604927
Position 1378: 0.00018100650996367886
Position 3435: 0.00017502439983933568
Position 3861: 0.00016000286856385115
Position 530: 0.00014033109672585822
Position 1777: 8.963355449053118e-05
Position 990: 8.282142958871466e-05
Position 294: 6.906609780971197e-05
Position 172: 5.8251061030922376e-05
Position 1081: 5.68496146275322e-05
Position 1297: 5.6059245207208596e-05
Position 448: 4.69276425155608e-05
Position 287: 4.619242486157674e-05
Position 828: 4.365020302325184e-05
Position 10972: 2.4013984905398132e-05
Position 10657: 2.3076539504769175e-05
Position 2569: 2.0964581174962794e-05
Position 2614: 2.0130005278496927e-05
Position 2635: 1.2222532624047771e-05
Position 538: 1.1814515011880758e-05
Position 4027: 4.897470558941763e-06
Position 359: 3.878121263781115e-06
Position 213: 1.1720245954234279e-06
Position 523: 6.118223399843167e-07
Position 553: 3.769089064693e-07
Position 432: 1.3165083781390735e-07
Position 262: 5.32281310310159e-08
Position 311: 2.5278943758669768e-08
Position 124: 1.9558908338745853e-08
Position 271: 4.890392362364403e-09
Position 112: 3.739758216030569e-09
Position 138: 1.1068398626836306e-09
Position 516: 3.5047237816502444e-10
Position 60: 2.156334617711874e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.966548532307998
Position 2386: 0.9192138730460783
Position 14958: 0.8213276762129208
Position 7843: 0.5442923717891298
Position 9531: 0.4619865126485063
Position 3668: 0.42490445335891436
Position 15375: 0.41713395106973017
Position 9399: 0.4084064982835853
Position 24964: 0.36520251453824015
Position 3671: 0.21102600759766738
Position 14426: 0.14648080765590077
Position 5912: 0.10139248410488864
Position 627: 0.1008956050415873
Position 2715: 0.0777956571633115
Position 16365: 0.055460159935362095
Position 14941: 0.042319244750678366
Position 15766: 0.03445701583709187
Position 14299: 0.03262264636392087
Position 15820: 0.030250820593293246
Position 630: 0.030134125653558417
Position 15541: 0.028866528510637812
Position 18124: 0.02803031869183515
Position 2809: 0.01932210790654888
Position 294: 0.01790677187430214
Position 9286: 0.016206563521488127
Position 18695: 0.015448944505545225
Position 19790: 0.014193833545728663
Position 2806: 0.014079810462611093
Position 7810: 0.012355030852256081
Position 5824: 0.011298512522110466
Position 11135: 0.010677435256362434
Position 18908: 0.009740743398760538
Position 7491: 0.008352164540853572
Position 3746: 0.007886009269874877
Position 558: 0.0071817515124537636
Position 2443: 0.006754151700992498
Position 2750: 0.006513607316361333
Position 16412: 0.006296146714695382
Position 9744: 0.006039446279660546
Position 15404: 0.005255415346090773
Position 1705: 0.005000837200232259
Position 15439: 0.004434752963800449
Position 9308: 0.004293107861398183
Position 3338: 0.0036345946634500003
Position 3014: 0.0035618085940433246
Position 5560: 0.003152989593927062
Position 17050: 0.002926662487845732
Position 2163: 0.0028554685532384207
Position 2496: 0.002755898835929662
Position 1027: 0.0025556063327769165
Position 3176: 0.002501461774969926
Position 8776: 0.0024815707897594117
Position 6973: 0.002028377340384637
Position 385: 0.0019845906670370914
Position 12612: 0.0019608239662669323
Position 3341: 0.0018971565162472284
Position 2754: 0.0018725297819236892
Position 13232: 0.0017351088215501272
Position 1275: 0.0017036926853173891
Position 15436: 0.0016482370383600576
Position 364: 0.0013773137879159595
Position 1062: 0.0013678438642758667
Position 2419: 0.0012802250383277386
Position 3044: 0.0012500111140767108
Position 8577: 0.0012312920395373753
Position 799: 0.0011738603269385176
Position 4115: 0.0011626167227671525
Position 2437: 0.001125415114230347
Position 709: 0.001008486576337619
Position 1747: 0.0010058647809651257
Position 2105: 0.0009804488710240331
Position 1639: 0.0009606650214385765
Position 2200: 0.0009575256616224666
Position 685: 0.0009159045143897713
Position 10400: 0.0009074718722517778
Position 8143: 0.0008893528438650138
Position 2676: 0.0008622189213984481
Position 10249: 0.0008204293119145015
Position 8025: 0.0008088397364234825
Position 1009: 0.0006765075847992706
Position 1485: 0.0006589006141614956
Position 2529: 0.0006508666887233989
Position 12345: 0.0006421158641128573
Position 803: 0.0006188726495367705
Position 670: 0.0005673274875060463
Position 1657: 0.0005234310351730305
Position 1620: 0.0005096895635178888
Position 2090: 0.0004892104306112571
Position 1555: 0.00048687451392986117
