Gene = SNAPC3
index = 1288
Annotated 5SS: [  490  1283 10933 22003 24541 28699 30502 35364]
Annotated 3SS: [ 1204 10847 21897 24390 28615 30336 35255 37014]
SMsplice 5SS: [  490  1283 10933 22003 24541 28699 30237 30502 35364 37610 39102]
SMsplice 3SS: [ 1204 10847 21897 24390 28615 30110 30336 35255 37501 38926 40862]
top_k =  500
Partition function (log Z): 2.495656631145468

Sorted 5' Splice Sites (High to Low Probability):
Position 10933: 1.0000000000000002
Position 22003: 0.9982286319921914
Position 30502: 0.9933638361850771
Position 490: 0.9792420959575779
Position 30237: 0.8938055451958884
Position 28699: 0.829106178150512
Position 39102: 0.8234980878953537
Position 37610: 0.7370626488628462
Position 1283: 0.7244493628631139
Position 40287: 0.6412816643569031
Position 24541: 0.6299828433393174
Position 35364: 0.5883711977652819
Position 24546: 0.273989649373771
Position 5640: 0.20818112774969466
Position 8068: 0.19646882856722872
Position 1234: 0.17055262808437346
Position 22529: 0.1489381206142629
Position 9810: 0.13689037164483048
Position 39030: 0.12739447549361022
Position 1485: 0.11504905073467209
Position 919: 0.10237893248050728
Position 27847: 0.07318496393895994
Position 40503: 0.07063714098628805
Position 40483: 0.057800744454459214
Position 39681: 0.04924351991629719
Position 8645: 0.0482370549119488
Position 29892: 0.04730318916347228
Position 30228: 0.042358689926278066
Position 41063: 0.041479309061386686
Position 6152: 0.041271087808477
Position 38303: 0.03858596240577806
Position 27912: 0.034185540684091194
Position 26472: 0.03018955574243944
Position 28368: 0.020077399501677178
Position 40038: 0.019874757227912303
Position 6123: 0.017165486594042295
Position 1119: 0.015475511498069338
Position 1272: 0.01359773617508117
Position 846: 0.013316153956361107
Position 8179: 0.010229983200840485
Position 215: 0.009758272703141412
Position 25736: 0.007946995327883054
Position 25704: 0.007810969119025271
Position 40143: 0.007218649245306961
Position 195: 0.006627525156386967
Position 1124: 0.006469548158952281
Position 40755: 0.006156580937625645
Position 8188: 0.005889643230857218
Position 6026: 0.005576513544256963
Position 39586: 0.005186874678998272
Position 36769: 0.005088823189065332
Position 8946: 0.004980416890264554
