Gene = FCMR
index = 551
Annotated 5SS: [  181  8240  9070 10269 11789 12274 12537]
Annotated 3SS: [ 7903  8955 10045 11657 12129 12477 16850]
SMsplice 5SS: [  181  9070 11789 12537]
SMsplice 3SS: [ 8955 11657 12477 16850]
top_k =  500
Partition function (log Z): -2.0362662462057535

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.9844579492874936
Position 11789: 0.9765823944902762
Position 12537: 0.745706850966993
Position 9070: 0.6048548468165931
Position 12274: 0.4106360875505544
Position 3962: 0.25642494885660033
Position 8240: 0.2381363548294066
Position 10269: 0.23276566215975192
Position 1180: 0.21892855720355286
Position 8137: 0.18985950677709762
Position 13488: 0.16908203398260488
Position 4491: 0.12945912455542605
Position 9090: 0.12706262247448027
Position 9099: 0.12609992938750245
Position 14218: 0.08576520181136693
Position 13986: 0.06429564707414806
Position 15698: 0.05692074457501027
Position 12024: 0.05486317444349803
Position 5969: 0.04944022705679633
Position 12972: 0.044232593572894094
Position 6727: 0.04336325828116316
Position 9103: 0.04120432810819353
Position 2833: 0.03333556122192134
Position 360: 0.031154096800965238
Position 13784: 0.027416928647730935
Position 2127: 0.02730271621884146
Position 12358: 0.026321857025602257
Position 8050: 0.023402961070756494
Position 9311: 0.023361798215959226
Position 7939: 0.022531978124274214
Position 14167: 0.019894639817659824
Position 14185: 0.01983711891454298
Position 1669: 0.0189729369648807
Position 15008: 0.018672028772105314
Position 9435: 0.017294960171665756
Position 10151: 0.016218989055369833
Position 14620: 0.015979655731409817
Position 15342: 0.014890787989293268
Position 9604: 0.01432446830004874
Position 3439: 0.013102247261640335
Position 11807: 0.01265990318128224
Position 13952: 0.011254043320590722
Position 17193: 0.010133027289855432
Position 16905: 0.008585348922422369
Position 4022: 0.008034136751315719
Position 9060: 0.0077901461030888425
Position 14078: 0.007210640993109709
Position 8042: 0.006665321110125387
Position 11325: 0.006455844019841793
Position 7996: 0.006008315810156283
Position 7005: 0.005360193930234616
Position 3222: 0.004883153120401239
Position 9636: 0.0045456567628439195
Position 7162: 0.004344631732910131
Position 7063: 0.004227004510513101
Position 13313: 0.0037220912476723777
Position 77: 0.00238491831291971
Position 658: 0.0016693625281920834
Position 329: 0.000617348120363511
Position 2120: 0.000420191926123742
Position 2868: 0.00027668565135967863
Position 1022: 0.0002706566643666085
Position 2804: 0.00023733712035012175
Position 705: 0.00019033312585503895
Position 253: 0.0001695832154811735
Position 1369: 0.00012248080040345256
Position 682: 0.00011524525070675586
Position 953: 9.355045124744625e-05
Position 334: 9.305506037910473e-05
Position 405: 7.963125648061405e-05
Position 2338: 6.906485553568222e-05
Position 1079: 6.252269454062546e-05
Position 185: 5.897766276138848e-05
Position 660: 4.940587868381431e-05
Position 13250: 2.7934285753332e-05
Position 237: 2.3787594313392957e-05
Position 475: 5.408546678544373e-06
Position 3005: 4.746841563739277e-06
Position 190: 2.020420037865012e-06
Position 88: 2.3228181950233572e-07
Position 69: 1.5576952384678957e-07
Position 62: 1.1184029117986881e-07
Position 523: 6.091948665781761e-08
Position 86: 5.5906015745481994e-08
Position 287: 3.3911647698600716e-08
Position 28: 3.3365564483403763e-08
Position 439: 2.210566256393588e-09
Position 507: 1.1274903799911986e-09
Position 52: 5.067753946966374e-10
Position 11: 5.140845103139244e-11
Position 21: 2.98239670458939e-11
Position 290: 6.66646563889314e-12
Position 270: 2.551199800355228e-12
Position 336: 9.698826349762552e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11657: 0.9911318517995494
Position 16850: 0.9072474784435721
Position 8955: 0.7864510383251063
Position 12477: 0.74220194175103
Position 7903: 0.4108230589447211
Position 3874: 0.24980101661369525
Position 12139: 0.20453123286948563
Position 10045: 0.20317304251418725
Position 11972: 0.16691522671147077
Position 1092: 0.15457774786289893
Position 8839: 0.09350468323508093
Position 13312: 0.09153352404526265
Position 14048: 0.08984679325647986
Position 4444: 0.08886185099179035
Position 8131: 0.07439164083665135
Position 13915: 0.06638243084630936
Position 13880: 0.06473168964152677
Position 12129: 0.0490902743396754
Position 10186: 0.045799421442977765
Position 13395: 0.04561920272650294
Position 12163: 0.04561448163763575
Position 6644: 0.04336325828116316
Position 13641: 0.03707647424649532
Position 9208: 0.032113753998970936
Position 2701: 0.03209441390498662
Position 4361: 0.031876036379179004
Position 1003: 0.024921261940769674
Position 12768: 0.02448874285763667
Position 5840: 0.023310083901101782
Position 9029: 0.021220863691194525
Position 12720: 0.02042188048893954
Position 1966: 0.019952485463514365
Position 14239: 0.01947929520659706
Position 9438: 0.018870125062892654
Position 15466: 0.017302206331717435
Position 12235: 0.016875147314180293
Position 13362: 0.01678640739050572
Position 15644: 0.01675448184641678
Position 1550: 0.0167529947326868
Position 14503: 0.016749464695369226
Position 15195: 0.015773852639935013
Position 15567: 0.015477456181001896
Position 1022: 0.014829249724919827
Position 3790: 0.014658068994220794
Position 287: 0.012420109914568796
Position 1125: 0.01183248817979272
Position 14799: 0.011660113457274348
Position 13157: 0.010842679746306087
Position 3379: 0.010813452461736301
Position 17302: 0.010133027289855429
Position 5809: 0.009984400620862264
Position 6902: 0.00957455620909023
Position 16889: 0.0090984778759799
Position 9310: 0.008543004388654013
Position 14952: 0.008230779484243549
Position 13435: 0.008165661127543316
Position 5784: 0.007527473299307963
Position 4364: 0.007389111998329108
Position 13852: 0.007227846066794271
Position 3102: 0.007133359119537864
Position 14119: 0.006910863897566784
Position 17007: 0.006831497457270685
Position 15492: 0.006768821316642632
Position 800: 0.006735136534618962
Position 11261: 0.006455844019841795
Position 5699: 0.006444306501844067
Position 305: 0.006002251091317837
Position 8761: 0.005835287638475969
Position 12483: 0.005458000913112541
Position 17076: 0.005325353696746473
Position 15667: 0.004936297236840467
Position 11977: 0.004800299073844362
Position 6859: 0.004357273964567622
Position 2030: 0.004050418462208796
Position 16648: 0.003332353650391193
Position 1038: 0.0029490353505447087
Position 12536: 0.002848442767423532
Position 1883: 0.00218937423929875
Position 5888: 0.0021739627336802617
Position 13815: 0.0019075548064464642
Position 13656: 0.0018472229499343754
Position 943: 0.0015823108172736094
Position 8237: 0.0013897379404442787
Position 262: 0.0013878592199852299
Position 1432: 0.0013310055502656888
Position 4224: 0.001315466921414334
Position 16115: 0.0013114573043822935
Position 12273: 0.0010996878583363107
Position 1990: 0.0010008316374240888
Position 11895: 0.0009558867156717354
Position 1546: 0.0007620098449825671
Position 256: 0.0007292423847131772
Position 2648: 0.000722950224203812
Position 14269: 0.0006937346764901408
Position 2781: 0.0006403794800920969
Position 12023: 0.0006393404259446352
Position 12376: 0.00046233981975835466
Position 13193: 0.0004299091117103739
Position 564: 0.00041393536208344947
Position 310: 0.00038758356138720993
Position 12807: 0.00027364801173871133
Position 1052: 0.0002634083438141289
Position 1132: 0.00024705683541719696
Position 590: 0.0002380553739198825
Position 1104: 0.00019946099043246593
Position 2803: 0.00015564913820143863
Position 2046: 0.00012637531152468284
Position 13190: 0.00012535980976537605
Position 383: 0.0001250577182150405
Position 2058: 0.00012108095638857998
Position 1302: 0.00012065936933957468
Position 400: 0.00010674255855449663
Position 862: 0.00010426280890078048
Position 13943: 9.995221868565295e-05
Position 2038: 9.773279235103542e-05
Position 865: 9.005066925407513e-05
Position 2408: 8.989022220486926e-05
Position 1501: 8.935892673656465e-05
Position 12744: 8.004985658228757e-05
Position 2569: 7.416639827149146e-05
Position 13243: 7.367582217964122e-05
Position 2064: 7.022265119743531e-05
Position 180: 6.339821781075414e-05
Position 13111: 5.92766786489218e-05
Position 424: 5.8836042499324464e-05
Position 752: 5.802493659964435e-05
Position 1252: 4.8525826855471415e-05
Position 2595: 4.3469891121777944e-05
Position 1973: 4.000941200287515e-05
Position 811: 3.9378227702190987e-05
Position 3133: 3.8588800767393546e-05
Position 1853: 3.208175580132243e-05
Position 12510: 2.9586214971839515e-05
Position 2707: 2.839018663446664e-05
Position 2082: 2.4430644240755637e-05
Position 2249: 2.4219212353059422e-05
Position 566: 2.0613649736070428e-05
Position 4240: 1.6658264713322756e-05
Position 2171: 1.3378262453868759e-05
Position 2277: 1.3308732434217259e-05
Position 633: 1.2601928742235031e-05
Position 9911: 1.2187257956706289e-05
Position 498: 1.1456162449150182e-05
Position 2336: 8.568523507204563e-06
Position 657: 7.824074106775897e-06
Position 404: 4.9315870435723936e-06
Position 460: 4.040259786376116e-06
Position 729: 3.914106899407218e-06
Position 542: 2.930604862094631e-06
Position 2909: 2.670936984900277e-06
Position 616: 2.391956800588285e-06
Position 2318: 2.0511214608304096e-06
Position 1318: 1.655782613061802e-06
Position 507: 1.4022330311297032e-06
Position 1153: 1.3389158119858698e-06
