Gene = KDF1
index = 727
Annotated 5SS: [  57 9065 9725]
Annotated 3SS: [ 7993  9649 10254]
SMsplice 5SS: [  57 9725]
SMsplice 3SS: [ 9649 10254]
top_k =  500
Partition function (log Z): -6.9380668418405484

Sorted 5' Splice Sites (High to Low Probability):
Position 9725: 0.955846201193688
Position 700: 0.44017741572936414
Position 57: 0.40473615548250413
Position 6561: 0.34426515808553154
Position 658: 0.32224949294727406
Position 9899: 0.24773798171204922
Position 393: 0.22118074291484988
Position 7310: 0.206694445788874
Position 247: 0.18508483936009404
Position 186: 0.16500064017985344
Position 9318: 0.10902245561877903
Position 9889: 0.06567283635470356
Position 9324: 0.06108142681765811
Position 6985: 0.06093971159052947
Position 1810: 0.053971693639442646
Position 4036: 0.036370464552915156
Position 1396: 0.03239153091304786
Position 380: 0.026848092744127958
Position 6577: 0.020421576093841876
Position 4084: 0.020287359988115528
Position 1693: 0.015318350143290485
Position 3889: 0.013430533059247775
Position 286: 0.013141425726218688
Position 9241: 0.010741970532882129
Position 5198: 0.006748334963012825
Position 417: 0.0050275719141871225
Position 10326: 0.003554566909013009
Position 155: 0.003079968996936441
Position 9748: 0.003057255511632714
Position 10603: 0.002922100491205766
Position 10696: 0.002821245330877931
Position 9757: 0.002055181189120306
Position 9893: 0.00171923129067327
Position 3896: 0.001127091283729884
Position 3115: 0.001065003392110314
Position 143: 0.0008436513755097613
Position 9970: 0.0008378138220784072
Position 9963: 0.0007639288425921251
Position 9990: 0.000733576535675398
Position 337: 0.000629297214245632
Position 620: 0.0004081935462419886
Position 718: 0.00030019691961141753
Position 622: 0.00029112039837674643
Position 716: 0.0002616157587846603
Position 819: 0.00019825349883985223
Position 105: 0.00019704571624217475
Position 358: 0.00017284513745056173
Position 720: 0.00015608281296751038
Position 724: 0.00015088594359048257
Position 563: 0.00014084568101794913
Position 1230: 0.00014029619581939056
Position 259: 0.00012497747890180075
Position 722: 0.00011830066290670345
Position 103: 0.00011762851988589264
Position 962: 0.00011717686204259943
Position 605: 9.109158631788922e-05
Position 602: 8.272299835265329e-05
Position 1380: 6.531675376097103e-05
Position 440: 3.392194390188573e-05
Position 1504: 3.3380482031477344e-05
Position 967: 1.2243327793564672e-05
Position 316: 1.204031501995594e-05
Position 9923: 2.2962251518947374e-06
Position 458: 9.388327222959543e-07
Position 9966: 8.491373271245839e-07
Position 420: 5.994947692977363e-07
Position 446: 3.3847822561374167e-07
Position 486: 1.8471958614555915e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9649: 0.9731492011259915
Position 503: 0.7476617807266491
Position 10254: 0.6639954046405554
Position 9799: 0.4528822535057685
Position 6458: 0.3359978901978232
Position 9219: 0.1866395236211664
Position 7179: 0.09815525530506972
Position 7068: 0.07699376322272786
Position 1597: 0.06572153849783219
Position 6830: 0.05836997199338945
Position 10535: 0.04505474151534835
Position 270: 0.03197817348527289
Position 1292: 0.029519849539920512
Position 10175: 0.02871156371300523
Position 10178: 0.022360996891400586
Position 3861: 0.02128665627337235
Position 10325: 0.019822369421893058
Position 9874: 0.019557313557622597
Position 3879: 0.019105293301472755
Position 3778: 0.016580228513382346
Position 10286: 0.014054611678280126
Position 7096: 0.013365600343843917
Position 7071: 0.011356173380611904
Position 6454: 0.011352631320544726
Position 10584: 0.009913530960159988
Position 6347: 0.00911324799364355
Position 10775: 0.00876592680362207
Position 3908: 0.007347759418852677
Position 6979: 0.006823653536620578
Position 6478: 0.006480874287732658
Position 10077: 0.006098535985561931
Position 10825: 0.005861701714406611
Position 594: 0.00578097587212457
Position 4016: 0.004642517673450408
Position 7993: 0.00422937649934822
Position 314: 0.00379267764370595
Position 5054: 0.0029224950772053036
Position 6295: 0.002823303716312545
Position 6874: 0.002659380745102158
Position 10377: 0.002551128541353006
Position 4032: 0.0022145345687040337
Position 5087: 0.0021475086614795662
Position 1180: 0.0018976817527735568
Position 1693: 0.001827675076887264
Position 5127: 0.0016783312243279598
Position 1577: 0.0016469007188136928
Position 240: 0.0011463200691961845
Position 552: 0.0010633287443275329
Position 10554: 0.0007025653781212739
Position 509: 0.0006454163470791367
Position 5577: 0.0005849523657296563
Position 1372: 0.000573431767520405
Position 1331: 0.0005278339019886712
Position 2972: 0.00044864567333232876
Position 2929: 0.00036311672484045136
Position 2852: 0.0003375891788781624
Position 591: 0.00026822780746060544
Position 3982: 0.00022835091994341582
Position 9819: 0.00018481530584017264
Position 350: 0.00017213982346083422
Position 1796: 0.00014775195330992333
Position 1699: 0.00011869564325747291
Position 136: 5.1728586066125206e-05
Position 1958: 5.0473581020411046e-05
Position 122: 4.7268619761823e-05
Position 356: 4.642424295343085e-05
Position 5600: 4.1252420067040306e-05
Position 827: 3.511051202871275e-05
Position 2765: 3.1271401799483766e-05
Position 555: 2.69254122801644e-05
Position 6275: 2.6621556653061944e-05
Position 1122: 2.0935871642669336e-05
Position 1278: 8.126554629476963e-06
Position 742: 7.48106732543435e-06
Position 1433: 7.451765766047131e-06
Position 1211: 7.1784257211523865e-06
Position 1307: 3.94528345803092e-06
Position 438: 3.0817416988882635e-06
Position 139: 2.4612081291903795e-06
Position 141: 2.1373063089013755e-06
Position 952: 6.13818333191629e-07
Position 473: 6.098854731864057e-07
Position 690: 5.461012503008639e-07
Position 1537: 4.6762315373650627e-07
Position 774: 4.5176717738238916e-07
Position 861: 3.407797961713333e-07
Position 561: 3.182880392419327e-07
Position 1075: 2.1824975163487283e-07
Position 407: 1.9055370467056699e-07
Position 216: 8.117399732511839e-08
Position 370: 8.016212032746957e-08
Position 374: 7.535518332311062e-08
Position 127: 5.2827789833515185e-08
Position 396: 3.7446943680639085e-08
Position 1483: 1.8190333479776888e-08
Position 1261: 1.307497647382932e-08
Position 1562: 9.33491283577668e-09
Position 207: 9.164279281435152e-09
Position 479: 7.507312308304863e-09
Position 251: 4.493410138922116e-09
Position 413: 1.2288395444492768e-09
Position 415: 7.000755801836175e-10
Position 433: 3.154319004255044e-10
Position 461: 1.5179520328251892e-10
Position 651: 3.06326910726228e-11
Position 628: 2.343581731418853e-11
Position 449: 4.245957598039085e-12
