Gene = DOLPP1
index = 461
Annotated 5SS: [ 108 3669 4008 4207 4517 5168 5699]
Annotated 3SS: [3567 3922 4106 4417 5038 5608 7870]
SMsplice 5SS: [ 108 3669 4008 4207 4517 5699]
SMsplice 3SS: [3567 3922 4106 4417 5608 7870]
top_k =  500
Partition function (log Z): 10.84389525498692

Sorted 5' Splice Sites (High to Low Probability):
Position 3669: 0.9922533089621225
Position 5699: 0.9580093444130519
Position 4517: 0.9291184242748267
Position 4008: 0.9288513272979311
Position 4207: 0.7884596604295703
Position 108: 0.5120991364179234
Position 5168: 0.49886816255183103
Position 27: 0.39463164567175407
Position 1570: 0.2737861700910676
Position 1870: 0.2290062336227623
Position 7044: 0.2006574801786121
Position 4325: 0.1706913181254491
Position 5901: 0.12038844823164659
Position 5905: 0.07922313501685431
Position 7211: 0.07792096233355467
Position 1915: 0.056040079770959234
Position 1020: 0.05385030018769539
Position 5133: 0.04763461423314366
Position 2647: 0.0435993724474002
Position 7034: 0.042155771763011045
Position 3785: 0.037071343917597074
Position 8062: 0.036546562589262144
Position 370: 0.03368418767442369
Position 5679: 0.03155792377512269
Position 5443: 0.030451520595819362
Position 6174: 0.027623010434331467
Position 7671: 0.024390294062825075
Position 4132: 0.021138345455040137
Position 5997: 0.01772544321221222
Position 5434: 0.01753993332964269
Position 7911: 0.015986361169754583
Position 8021: 0.015784093903411983
Position 2006: 0.01551748841047955
Position 2930: 0.015440177537970754
Position 961: 0.015164005282305437
Position 77: 0.01465025149471955
Position 7724: 0.013997258969364232
Position 3423: 0.013746204248744266
Position 833: 0.01262809758703165
Position 5921: 0.012473255584428416
Position 4223: 0.012248704966335627
Position 530: 0.00907204105476167
Position 8365: 0.008776109845587089
Position 1193: 0.0086171589104849
Position 5070: 0.008490300481884152
Position 4045: 0.008252906224861413
Position 3216: 0.008122355395329526
Position 4035: 0.007777923641946436
Position 6060: 0.007289673558424634
Position 759: 0.0065476069382371105
Position 2719: 0.006241622832611513
Position 7021: 0.005819988578440099
Position 7071: 0.004753370247437176
Position 7747: 0.004328907432868712
Position 8498: 0.004241294095015155
Position 7258: 0.0042158059152909225
Position 4787: 0.004137282077687631
Position 1404: 0.003970794796966084
Position 8661: 0.003961385962596315
Position 2791: 0.0032502892105366727
Position 1575: 0.0031888398191638567
Position 2246: 0.003052196018706666
Position 2678: 0.0030447340005692637
Position 4949: 0.0027043873993880833
Position 7915: 0.002633932230140633
