Gene = PIGV
index = 1028
Annotated 5SS: [ 274 2899 7240]
Annotated 3SS: [2763 6117 9567]
SMsplice 5SS: [ 681 2899]
SMsplice 3SS: [2763 6117]
top_k =  500
Partition function (log Z): -9.636102129729593

Sorted 5' Splice Sites (High to Low Probability):
Position 6212: 0.6745897485551132
Position 2899: 0.6606376390355
Position 681: 0.44309986359945114
Position 6661: 0.2958188255132209
Position 4099: 0.2608181156299956
Position 825: 0.2122308974734581
Position 4885: 0.14563240816520862
Position 274: 0.12970907376996485
Position 6643: 0.12553168053880392
Position 1332: 0.12308389768356179
Position 1036: 0.07490649025562145
Position 4005: 0.07301518760651941
Position 7240: 0.0560416679911283
Position 3114: 0.05039234492775503
Position 2876: 0.050387419087423765
Position 7012: 0.04751574515195641
Position 2859: 0.03422072634447039
Position 3068: 0.027430529455324107
Position 100: 0.025473670366098253
Position 220: 0.02531954758880476
Position 735: 0.023598788191349716
Position 1523: 0.020921486681504592
Position 1964: 0.02077097498538854
Position 6279: 0.018977969024675863
Position 627: 0.0180840044869109
Position 9870: 0.01583041337570959
Position 15: 0.015718155523480937
Position 883: 0.014719376171435402
Position 699: 0.009905454637145022
Position 400: 0.008645246390923199
Position 632: 0.008583846020086999
Position 6328: 0.008222150035767383
Position 2097: 0.0042746737362950975
Position 2656: 0.0042094826998710635
Position 2851: 0.004041402761980666
Position 2955: 0.0038606506782510237
Position 2648: 0.003812209340935284
Position 1503: 0.0035372263759786303
Position 1284: 0.0033521650745013875
Position 9712: 0.0031708995178876412
Position 5066: 0.003002445689450135
Position 2057: 0.002623377561320664
Position 3223: 0.0023129884048720094
Position 2990: 0.0022671398935570214
Position 6394: 0.001683797782988532
Position 433: 0.0008856873516571948
Position 1144: 0.0007845630793590036
Position 3244: 0.0007786169634201166
Position 840: 0.0006002328443099849
Position 3956: 0.0005884101382403491
Position 878: 0.0005523706516319452
Position 1562: 0.0005271030462608241
Position 1154: 0.0003701279643884963
Position 637: 0.00035418442087014284
Position 1045: 0.00021914839898667116
Position 1040: 0.00021178699592302465
Position 1149: 0.00013848708454068353
Position 939: 9.753690264082943e-05
Position 335: 8.137934098120263e-05
Position 1272: 7.172783737274722e-05
Position 544: 6.682872577377515e-05
Position 671: 6.26914190665287e-05
Position 1741: 3.3954337932684874e-05
Position 1367: 2.4094562785934842e-05
Position 451: 2.042272482044204e-05
Position 847: 1.8992588332509704e-05
Position 1732: 1.13480532635489e-05
Position 65: 5.243370177528836e-06
Position 249: 5.174875979130338e-06
Position 431: 3.204802576055658e-06
Position 709: 2.7605896811895046e-06
Position 307: 2.6998281430327163e-06
Position 851: 2.430639300201092e-06
Position 196: 1.1924262132336315e-06
Position 564: 1.1849645493607904e-06
Position 291: 8.658735809826077e-07
Position 817: 8.596026977599629e-07
Position 1022: 7.848725616011508e-07
Position 1136: 6.196561227136603e-07
Position 600: 6.006741805333241e-07
Position 1081: 5.977947166682542e-07
Position 280: 3.0116259780602376e-09
Position 85: 8.061338591564302e-10
Position 212: 7.836118937929877e-10
Position 309: 2.6974987309356074e-11
Position 246: 1.458602820689576e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6117: 0.7852978924104984
Position 2763: 0.7285552061779307
Position 6512: 0.32350252054523887
Position 9619: 0.26128188613283365
Position 3876: 0.22930994002977959
Position 6807: 0.1808653689836288
Position 4800: 0.11880230805801256
Position 9567: 0.11334651350039092
Position 2989: 0.0954674728522314
Position 6535: 0.08485637902989787
Position 9983: 0.07988175543857036
Position 6079: 0.07333318815610063
Position 6480: 0.05895007542996139
Position 8949: 0.0524512085474839
Position 1186: 0.04972399725392822
Position 3912: 0.049051038015725294
Position 4034: 0.044556785689680925
Position 1246: 0.04444921846845868
Position 7166: 0.041603279293804966
Position 1315: 0.04130718535832702
Position 6838: 0.03873806062716341
Position 9444: 0.027870413242632716
Position 4747: 0.02737641821228757
Position 6575: 0.025557740183974765
Position 6493: 0.02369711806816552
Position 1823: 0.020279627671557103
Position 2832: 0.019049603094656514
Position 943: 0.017562109241749984
Position 9633: 0.00856105912364052
Position 7884: 0.007598763759460848
Position 7908: 0.006939890423307547
