Gene = ADGRD2
index = 30
Annotated 5SS: [   68   632  1586  2007  2479  3037  4643  5516  6146  6631 14323 15734
 16100 16582 17265 17457 18524 23397 23525 24325 24619]
Annotated 3SS: [  418   943  1907  2392  2751  4530  5380  6021  6524 14166 15629 15996
 16427 17130 17340 18402 23354 23479 24265 24587 26189]
SMsplice 5SS: [   64  1177  2007  2479  6631 11874 14323 15734 16100 17265 17457 18524]
SMsplice 3SS: [  943  1907  2392  6524 11791 14195 15629 15996 17130 17332 18402 22662]
top_k =  500
Partition function (log Z): 11.745859218146267

Sorted 5' Splice Sites (High to Low Probability):
Position 2479: 0.9906616276867014
Position 6631: 0.9898380647081398
Position 18524: 0.9763727791210358
Position 17265: 0.9356939183794064
Position 14323: 0.917752395403753
Position 16100: 0.8997027287768664
Position 15734: 0.8983042010847403
Position 11874: 0.8646064405381717
Position 17457: 0.8488746966843881
Position 2007: 0.8090163917573343
Position 5516: 0.5106477880226039
Position 1177: 0.507978132378231
Position 64: 0.43977988027627707
Position 6146: 0.41070043016932967
Position 23397: 0.37623315209645036
Position 24325: 0.35444423123143226
Position 24619: 0.3222877508655678
Position 16582: 0.3080987811039998
Position 632: 0.29525887605219336
Position 37: 0.28706114143566275
Position 1586: 0.23485359744847434
Position 1396: 0.2138796157268621
Position 3037: 0.18889802181095267
Position 3007: 0.1873972175398538
Position 6909: 0.1728270833691117
Position 23048: 0.1285174154736849
Position 5520: 0.12180292981292827
Position 455: 0.11948454675026829
Position 13908: 0.1153410930115328
Position 68: 0.11211819570247392
Position 17037: 0.09823831346731073
Position 16530: 0.0932597838401798
Position 16521: 0.09262754578889872
Position 22732: 0.08659312662059915
Position 22766: 0.08566116901152776
Position 9376: 0.054576594865591015
Position 18326: 0.04758395173050367
Position 2078: 0.04443661466462356
Position 24412: 0.043403039024106534
Position 1239: 0.04132726410807924
Position 15562: 0.04061210591102041
Position 16115: 0.0405574715612309
Position 23105: 0.03684547282023183
Position 16111: 0.03577195463136719
Position 589: 0.03471825079936428
Position 2311: 0.0335522791379337
Position 5389: 0.031431575759459644
Position 23998: 0.029104108111752458
Position 1237: 0.026036327426575318
Position 4643: 0.024883568136746963
Position 303: 0.023690703529930503
Position 1567: 0.023499613981284643
Position 4999: 0.023152553221332806
Position 7188: 0.02295268484517845
Position 6746: 0.02221128048924072
Position 5739: 0.021741602169097495
Position 9331: 0.021323257305663423
Position 7220: 0.01912614256094815
Position 5104: 0.018173507303688476
Position 23008: 0.01524910893771016
Position 17597: 0.015082551601288388
Position 16524: 0.013976399962427917
Position 23480: 0.012582072594565443
Position 2283: 0.011823081337056122
Position 23525: 0.011644772891976417
Position 9934: 0.01096046180188922
Position 732: 0.010731831312573
Position 14578: 0.010711428142018194
Position 17855: 0.010468630756150898
Position 2729: 0.009926257663244646
Position 906: 0.009851183822755058
Position 5783: 0.009173021294476153
Position 23737: 0.008839887876297668
Position 17094: 0.00816001106024998
Position 5494: 0.007471054509844112
Position 833: 0.007146656563474804
Position 14334: 0.006766173203814477
Position 24827: 0.006643191819942379
Position 1248: 0.005757455067364566
Position 583: 0.005492858728014909
Position 17761: 0.0054276845104927005
Position 5896: 0.0048106297322266815
Position 2686: 0.004769874723141346
Position 1819: 0.0044815834682588925
Position 20337: 0.004197764558331247
Position 5667: 0.003997915651639938
Position 2051: 0.003967648899591081
Position 944: 0.0031870332680720816
Position 1043: 0.0030265567900133778
Position 1051: 0.0029222827061594907
