Gene = IGSF21
index = 682
Annotated 5SS: [   453 120265 184242 227265 254485 257952 268650 269247 269686]
Annotated 3SS: [120151 184119 227145 254368 257476 268563 269053 269646 270509]
SMsplice 5SS: [   453  13381  46330  50234  50614  62367  63132  71940  83176  83376
  84397 117901 118631 120265 133172 146214 159378 161461 173425 175591
 178400 184242 205434 227265 235596 250835 252227 254485 257952 265160
 266095]
SMsplice 3SS: [ 13271  46069  50175  50451  62185  62866  71820  82933  83287  84307
 117820 118483 120151 133113 146004 159220 161284 173334 175404 178270
 184119 205321 227145 235445 250706 252138 254368 257775 265027 265871
 266297]
top_k =  500
Partition function (log Z): -119.23027490371884

Sorted 5' Splice Sites (High to Low Probability):
Position 453: 0.9926084379807735
Position 13381: 0.5710286894014327
Position 7280: 0.19739099570547866
Position 7254: 0.18964580206845144
Position 1200: 0.18525120801784495
Position 7136: 0.06306399842187371
Position 7658: 0.057994915457656615
Position 3365: 0.04459348295446176
Position 5917: 0.023686480723297744
Position 10789: 0.00930093508817574
Position 8536: 0.0065828567027838205
Position 16899: 0.005989375718471262
Position 7547: 0.005665059651086351
Position 10998: 0.005636718823799504
Position 4150: 0.003889812164264387
Position 8011: 0.0034598463450858795
Position 648: 0.0025824190138389854
Position 4798: 0.0025462332142017208
Position 10229: 0.0024765475519334416
Position 1119: 0.0021972219053207325
Position 3349: 0.001871635987011907
Position 7922: 0.0014053642885813557
Position 853: 0.0011168178606854034
Position 6358: 0.0010962143042792445
Position 8710: 0.000742697823503034
Position 795: 0.0005983446869773429
Position 728: 0.000471906293738899
Position 692: 0.000358530530101769
Position 101: 0.00035095103121897506
Position 4015: 0.00031339244738146777
Position 576: 0.0002644574121266497
Position 2136: 0.00024099641113321257
Position 492: 0.00020081132866928212
Position 2686: 0.00018750146333819718
Position 1107: 0.00018338646337426868
Position 457: 0.0001830365615996493
Position 4418: 0.00018078026106937124
Position 1867: 0.0001759296567457622
Position 762: 0.00017196745389400032
Position 869: 0.00011209130326163876
Position 5626: 0.00010856988146860631
Position 486: 8.51501013365168e-05
Position 652: 6.113792587624412e-05
Position 1893: 6.108683226837078e-05
Position 973: 5.932610285630267e-05
Position 915: 5.3783737941639784e-05
Position 2385: 5.333860957547741e-05
Position 2556: 4.6654274569938574e-05
Position 654: 4.622520981800927e-05
Position 3151: 4.5027047509649224e-05
Position 4579: 3.835552072317646e-05
Position 754: 3.7036899424978386e-05
Position 799: 3.450331198046687e-05
Position 4220: 3.376592467182523e-05
Position 656: 3.240552069072703e-05
Position 658: 3.1813733165463814e-05
Position 1685: 3.0883490038934726e-05
Position 650: 3.0324489901875174e-05
Position 780: 2.1817192182674107e-05
Position 662: 2.0207927232767595e-05
Position 589: 1.8101321760020607e-05
Position 1228: 1.4279508614911548e-05
Position 921: 1.0845196430818556e-05
Position 969: 1.081476914464788e-05
Position 891: 9.24718894768552e-06
Position 2673: 8.728465430941563e-06
Position 861: 7.995543268253013e-06
Position 932: 7.5830329892848625e-06
Position 3649: 5.995444157579842e-06
Position 768: 5.975759222785445e-06
Position 1242: 5.858338212612064e-06
Position 928: 5.792810838529707e-06
Position 168: 5.69635740805948e-06
Position 1622: 5.538468574892225e-06
Position 4291: 5.246924884194595e-06
Position 3173: 4.630183772793577e-06
Position 1159: 4.585783494979835e-06
Position 2815: 4.2965830165219e-06
Position 4322: 4.292141239091975e-06
Position 2622: 4.241507025572503e-06
Position 756: 4.199004251447754e-06
Position 4023: 3.920090223663227e-06
Position 1113: 3.9193050860444454e-06
Position 2065: 3.5287877562171806e-06
Position 1731: 3.4464770829051445e-06
Position 1461: 3.167859613311919e-06
Position 2582: 2.7537917127060123e-06
Position 1155: 2.6842562502670167e-06
Position 4278: 2.683110424187703e-06
Position 4339: 2.611485365958057e-06
Position 4170: 2.6097217154091087e-06
Position 1653: 2.4519319857496573e-06
Position 1240: 2.4209497637134933e-06
Position 1244: 2.2131920395221127e-06
Position 3687: 1.9768190537122372e-06
Position 1246: 1.81542315607884e-06
Position 2607: 1.7664814713840818e-06
Position 4546: 1.4509238058364628e-06
Position 197: 2.394820636333503e-07
Position 857: 7.085412162715864e-08
Position 758: 6.807819790729473e-08
Position 948: 6.651517861326993e-08
Position 766: 6.515965276075858e-08
Position 787: 5.9018137850446053e-08
Position 770: 5.1545017330156064e-08
Position 809: 4.9235471623494783e-08
Position 564: 4.5960516133009704e-08
Position 1899: 4.018513384185922e-08
Position 1098: 1.631722431696785e-08
Position 303: 5.963045624909198e-09
Position 9: 3.685065642964997e-09
Position 507: 3.663367874776446e-09
Position 283: 1.9636625738705517e-09
Position 532: 2.4514591023603265e-11
Position 413: 4.2902586809971786e-12
Position 580: 4.0430847858290006e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13271: 0.5871614525180272
Position 22540: 0.38734317709199995
Position 7158: 0.3415855022897806
Position 17268: 0.19403968053801593
Position 11856: 0.1549947502032541
Position 1014: 0.08902672766984335
Position 1060: 0.07846017758375949
Position 6984: 0.07597409170439617
Position 20896: 0.0623095579644251
Position 16758: 0.05361888515476039
Position 3268: 0.05361310838272965
Position 7349: 0.049911702928951675
Position 6937: 0.028159688369133632
Position 5794: 0.02404051188006908
Position 7519: 0.02338657013950073
Position 10111: 0.021873702752931663
Position 17394: 0.015470372367349109
Position 10446: 0.014547717038830437
