Gene = CH17-270A2.2
index = 367
Annotated 5SS: [   32 49901 50288]
Annotated 3SS: [49831 50230 50525]
SMsplice 5SS: [  212 31852 36885 37514 47739 48184 49901]
SMsplice 3SS: [31753 36779 37349 47571 48053 49831 50230]
top_k =  500
Partition function (log Z): -28.69543188128575

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.7826989150074428
Position 400: 0.12766773378040328
Position 725: 0.05857196562741908
Position 243: 0.040923717397383284
Position 721: 0.038817333707263396
Position 8108: 0.03058606444863602
Position 298: 0.022060737358408435
Position 9336: 0.012709730306777274
Position 14606: 0.008564162239562047
Position 13976: 0.0072366797290629266
Position 12811: 0.003260513441672136
Position 6023: 0.0031860591569523753
Position 470: 0.000852795633168908
Position 537: 0.0005353245135036879
Position 190: 0.0002969477637844115
Position 32: 0.00017246177588651349
Position 4575: 0.00011446231184406168
Position 2975: 9.418711599925648e-05
Position 4732: 7.079895940211031e-05
Position 160: 4.654280176270708e-05
Position 482: 4.4331052305810704e-05
Position 2968: 3.0622569569643984e-05
Position 458: 1.9209258247283765e-05
Position 194: 7.326384853412359e-06
Position 327: 2.901338331477085e-06
Position 511: 2.272161122057108e-06
Position 227: 7.892250159041105e-07
Position 577: 3.4582873552281185e-07
Position 85: 2.5286631871271914e-07
Position 602: 2.1421870466259473e-07
Position 1073: 6.748457492225477e-08
Position 250: 5.927038148559832e-09
Position 145: 1.3592020446008992e-10
Position 346: 5.472510555675792e-11
Position 354: 2.81593415027874e-11
Position 348: 2.0458811005465895e-11
Position 94: 1.761968673770496e-11
Position 103: 1.559554864634954e-11
Position 419: 3.897919775785544e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15444: 0.29309718320010125
Position 13859: 0.245379260918265
Position 21063: 0.06798866495593557
Position 13116: 0.06676253527694835
Position 19845: 0.0640411840637647
Position 11343: 0.04582672549394698
Position 7981: 0.04044310430071532
Position 591: 0.03131157374439485
Position 16216: 0.024566613116045716
Position 595: 0.01996440704265344
Position 17281: 0.015160847765492359
Position 12567: 0.01433003228432794
Position 2793: 0.014001464226547139
Position 14492: 0.012987265873128585
Position 3111: 0.01204127318793479
Position 629: 0.011174795308526452
Position 5870: 0.010887964045008608
Position 15985: 0.00815043894390435
Position 16009: 0.0076800836768026555
Position 14651: 0.006710302760916598
Position 9943: 0.0064005659235898925
Position 12407: 0.005963801507889027
Position 4825: 0.005763520331223397
Position 12734: 0.005208809300308506
Position 9152: 0.004952133482974152
Position 9097: 0.004713152071350053
Position 572: 0.004691359641642971
Position 6992: 0.0044728521488510645
Position 11375: 0.003976025171672479
Position 14020: 0.0038584906035392962
Position 370: 0.0037794183952312294
Position 4561: 0.0036640788956962753
Position 9094: 0.003388494481308919
Position 14044: 0.0032964412138781736
Position 2537: 0.0029641249146848347
Position 13136: 0.0029264175337623826
Position 9060: 0.0027360661613418094
Position 11744: 0.0026648662351969636
Position 11984: 0.002398000781881245
Position 497: 0.0022273503307099376
Position 12070: 0.002144417702981296
Position 1141: 0.002058580999085804
Position 1764: 0.0020523784563409404
Position 5201: 0.0019898608750108394
Position 2494: 0.001780506158269983
Position 5534: 0.0017399847372202022
Position 675: 0.0017382448706218998
Position 9963: 0.0017300547304660316
Position 11961: 0.0017280041346540403
Position 10385: 0.0015444679526974722
Position 3011: 0.0014880898589527411
Position 470: 0.001485164743122546
Position 2125: 0.0013382116893158114
Position 693: 0.001189712336661486
Position 10253: 0.0010748325561138919
Position 1731: 0.0009704197325215362
Position 10950: 0.0009361693788412217
Position 2561: 0.0008934925620552473
Position 7065: 0.0008388321637843935
Position 8356: 0.000835971034344355
Position 3173: 0.0008137703007684982
Position 8507: 0.0007133461550316161
Position 2071: 0.0006904298865017255
Position 5329: 0.0006570836319404387
Position 4194: 0.0005864416580877576
Position 780: 0.0005743907992846574
Position 9556: 0.0005502595936105122
Position 610: 0.0005325302688181948
Position 8463: 0.0005138691660333263
Position 641: 0.0005046851006864788
Position 638: 0.00047428049515126655
Position 5581: 0.0004481381724882929
Position 8842: 0.0004397257523383004
Position 1924: 0.0004207291631774036
Position 8242: 0.0004074869421405489
Position 6529: 0.0003584140415273488
Position 6613: 0.0003570255753735656
Position 1601: 0.0003325954637365526
Position 3290: 0.0003255443395282618
Position 2043: 0.00028370983865819746
Position 5243: 0.00028145833224184195
Position 1845: 0.0002725653355943393
Position 1352: 0.00026428876376725165
Position 6257: 0.0002540778795666244
Position 1788: 0.0002536901655364634
Position 1223: 0.00022883620401898243
Position 4821: 0.00021536369087675507
Position 6393: 0.00020799680628790862
Position 1512: 0.00018729238178526495
Position 1069: 0.00018688865055416606
Position 2870: 0.00018342966926389713
Position 5597: 0.00017692243906869743
Position 5872: 0.00017424158002982829
Position 4984: 0.0001705415146940146
Position 4157: 0.0001683672994951262
Position 4987: 0.00016351388094936514
Position 5263: 0.0001596592418830287
Position 396: 0.00015471753827227193
Position 2812: 0.00015147040330784864
Position 327: 0.00014434965505413238
Position 6140: 0.00013654478292498515
Position 4901: 0.00013522049958363664
Position 1355: 0.00013083342347267241
Position 6464: 0.00012552958455932416
Position 4543: 0.00011913301273212818
Position 3142: 0.0001168889626141315
Position 5800: 0.00010222185522797784
Position 3071: 9.877840651588426e-05
Position 2809: 9.163031106823862e-05
Position 1165: 8.123398101125175e-05
Position 4211: 8.116330398752414e-05
Position 2701: 8.096839043473629e-05
Position 4126: 7.910075343852892e-05
Position 2020: 7.610901344671096e-05
Position 442: 7.545340198555835e-05
Position 2843: 7.50947947013843e-05
Position 2366: 6.819625664600005e-05
Position 2632: 6.410939346340337e-05
Position 4608: 6.30444474082312e-05
Position 1683: 6.261145317807281e-05
Position 1072: 6.164261209400552e-05
Position 2006: 5.671622491657035e-05
Position 3815: 5.52925643934898e-05
Position 3991: 5.0254140291764476e-05
Position 3421: 4.5422704645549504e-05
Position 3229: 4.316606656784676e-05
Position 2149: 4.300405041529978e-05
Position 2881: 4.266542200348787e-05
Position 1489: 3.3549356783083255e-05
Position 1097: 3.028299993032189e-05
Position 2289: 3.0241675571129844e-05
Position 2915: 2.9951300007534117e-05
Position 2380: 2.5898647882067868e-05
Position 2542: 2.4590782560202755e-05
Position 1953: 1.781129655652127e-05
Position 870: 1.706329254226437e-05
Position 4486: 8.447566828327023e-06
Position 499: 1.0055159890442787e-06
Position 645: 7.665373719190887e-07
Position 140: 2.0867017121017917e-07
Position 546: 8.860750606144657e-08
Position 346: 7.186178245761302e-08
Position 204: 5.4726665348107804e-08
Position 336: 4.805974743010434e-08
Position 399: 3.5153477494073895e-08
Position 654: 2.6785958661832696e-08
Position 613: 2.3538375744827145e-08
Position 378: 1.4525128663086915e-08
Position 269: 1.3457663241389797e-08
Position 405: 1.1515075094011858e-08
Position 474: 7.905084420611689e-09
Position 704: 4.5817637165346415e-09
Position 150: 4.181029955639116e-09
Position 184: 3.3027990468854817e-09
Position 233: 9.239428182860369e-10
Position 211: 5.873489535113081e-10
Position 156: 5.368357076480206e-10
Position 242: 1.0296551983323513e-10
Position 412: 6.234570074550828e-11
Position 235: 2.5409253050962347e-11
Position 250: 3.43865273798845e-12
Position 255: 1.1169821578139085e-12
