Gene = LAMTOR2
index = 758
Annotated 5SS: [ 206  674 3316]
Annotated 3SS: [ 510 3225 3562]
SMsplice 5SS: [674]
SMsplice 3SS: [3562]
top_k =  500
Partition function (log Z): -7.7241511204612685

Sorted 5' Splice Sites (High to Low Probability):
Position 674: 0.6637023691722457
Position 206: 0.39331629178108546
Position 924: 0.3451972571526413
Position 3316: 0.3201394656736707
Position 3456: 0.16175686412532786
Position 122: 0.07682320814024454
Position 367: 0.04141114870268943
Position 3320: 0.040004974893208374
Position 132: 0.03881473149579961
Position 2959: 0.03776975026250833
Position 1817: 0.012823667884663862
Position 844: 0.012278914981626995
Position 1530: 0.008510417537459248
Position 107: 0.007485278819190228
Position 165: 0.005381371303739508
Position 3019: 0.0052926231749873594
Position 275: 0.00523460965201713
Position 1809: 0.004116736129926099
Position 3269: 0.0036220272459031554
Position 434: 0.003007013180365783
Position 3640: 0.0027265948315205618
Position 3432: 0.0023691345008134777
Position 376: 0.0022020202298391506
Position 1019: 0.001874059987571892
Position 871: 0.0018231965381554176
Position 1863: 0.0013621561334517885
Position 343: 0.0010189601628224092
Position 1813: 0.0009818579625492031
Position 1706: 0.0006128930956070106
Position 244: 0.0005141396755788765
Position 3273: 0.00048761432151063066
Position 425: 0.00042387869359998716
Position 631: 0.00033123830275108405
Position 2869: 0.00032288312576706787
Position 591: 0.00029740505249735357
Position 1220: 0.00023755373354650307
Position 2293: 0.00023642171440397896
Position 1833: 0.00019195876504429188
Position 2930: 0.00017744486888930078
Position 1677: 0.00017189450909937734
Position 1228: 0.00015493157010119352
Position 549: 7.350991760098866e-05
Position 369: 5.208251711147742e-05
Position 210: 2.360595712307786e-05
Position 572: 1.75213212207236e-05
Position 389: 1.0325872968249285e-05
Position 751: 8.935348537307116e-06
Position 796: 5.560459917383247e-06
Position 792: 4.856798270463769e-06
Position 812: 1.7129717255993982e-06
Position 192: 2.486891876044565e-07
Position 35: 2.293793765675149e-07
Position 1353: 1.4709028454225638e-07
Position 1848: 1.3188419724351442e-07
Position 460: 1.4508094023174645e-08
Position 350: 1.2425355178548536e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.9510971132544873
Position 3225: 0.4007091464762446
Position 510: 0.29480481549058096
Position 712: 0.12802197453775252
Position 3341: 0.10269159107795575
Position 587: 0.0730385121916506
Position 2858: 0.043063106387855855
Position 818: 0.03760276358337994
Position 3388: 0.02075794496496518
Position 838: 0.0193903497782761
Position 806: 0.01722974573033607
Position 1657: 0.013347656987596719
Position 3117: 0.008960143499985201
Position 3402: 0.00825918933789248
Position 763: 0.007447816929672746
Position 894: 0.006367141728125262
Position 1435: 0.005826643504251742
Position 3228: 0.0052957935833338405
Position 803: 0.00497880244017574
Position 3733: 0.004353373756519119
Position 3568: 0.0037200684746779102
Position 909: 0.003369420184352728
Position 781: 0.0032206859558472477
Position 2914: 0.0028725440731118858
Position 1461: 0.0025810598142275523
Position 1098: 0.002484322452204757
Position 3421: 0.00246958939797833
Position 822: 0.002457427423649049
Position 3072: 0.002329574674789512
Position 1701: 0.001909268134883488
