Gene = ARHGEF39
index = 95
Annotated 5SS: [ 256  532  916 1280 1966 2342 2776 3109]
Annotated 3SS: [ 436  794 1160 1894 2212 2545 3019 3284]
SMsplice 5SS: [ 256  532  916 1280 3109]
SMsplice 3SS: [ 436  794 1160 2864 3284]
top_k =  500
Partition function (log Z): 1.814539426601915

Sorted 5' Splice Sites (High to Low Probability):
Position 532: 0.9918080698378585
Position 256: 0.8966985439906254
Position 1280: 0.8939826810715995
Position 916: 0.8745531584590206
Position 3109: 0.8345167877882146
Position 1966: 0.5609393836107438
Position 2342: 0.393732019793905
Position 2776: 0.2635844754516671
Position 3575: 0.2563598796349797
Position 2048: 0.15862858229170648
Position 1027: 0.13221025041362847
Position 2762: 0.04261377464680863
Position 2194: 0.04062000152025687
Position 327: 0.04021045606341331
Position 323: 0.024106602973586556
Position 2189: 0.020461578366612648
Position 3412: 0.009606739049613684
Position 137: 0.00841940183672662
Position 247: 0.007476293970305001
Position 1970: 0.0039385557915068365
Position 2574: 0.003826462806902124
Position 302: 0.003508346245026464
Position 1193: 0.003219314161140053
Position 1895: 0.00310142101783423
Position 341: 0.002356864063503849
Position 897: 0.0020909983456827335
Position 4336: 0.0017588941332340804
Position 1498: 0.0017293964576687642
Position 1808: 0.0014183366740120238
Position 698: 0.0011734701125156034
Position 1933: 0.0009245770203124184
Position 1322: 0.0006087423211152323
Position 151: 0.0005014741438682201
Position 60: 0.00040392149665563465
Position 3082: 0.0003209577478619653
Position 1814: 0.00027506315882715377
Position 144: 0.0002495627536288708
Position 1450: 0.00024504587020052324
Position 1421: 0.00023958178660222237
Position 2231: 0.0002112646365768367
Position 1183: 0.00020466584128745635
Position 613: 0.0001650631866066253
Position 312: 0.0001636629543183039
Position 2012: 0.00015084708556614384
Position 96: 0.00011288553700803868
Position 1284: 0.00010632949214636395
Position 1197: 0.00010402255422433273
Position 1730: 0.00010282313021707835
Position 1318: 0.00010233994840115093
Position 3005: 9.097020500807207e-05
Position 1566: 7.473536168851385e-05
Position 2073: 5.912143479167354e-05
Position 367: 5.003472861865527e-05
Position 1821: 4.489036519745649e-05
Position 1427: 2.715669912473365e-05
