Gene = FANCD2OS
index = 539
Annotated 5SS: [ 217 4034]
Annotated 3SS: [ 3448 26699]
SMsplice 5SS: [217]
SMsplice 3SS: [3448]
top_k =  500
Partition function (log Z): -15.350166946406105

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9716350443007581
Position 3658: 0.5727286206720651
Position 13366: 0.5465908119514998
Position 13979: 0.5308870283330017
Position 16686: 0.46681597755885584
Position 13669: 0.09073478099022601
Position 4782: 0.04017374508925917
Position 12022: 0.032998490534496716
Position 4197: 0.03179557545859558
Position 3619: 0.030107239088782677
Position 1791: 0.02663319642538103
Position 3585: 0.020499820343714246
Position 3718: 0.019501712860765644
Position 13773: 0.018048785570759264
Position 10808: 0.017854841653225484
Position 9988: 0.017804073563898636
Position 1578: 0.005875653704657822
Position 713: 0.00582939493185944
Position 16621: 0.005022536543801303
Position 3209: 0.004859240959639945
Position 171: 0.004452079150243075
Position 12394: 0.004301509459376597
Position 339: 0.0033836971707522944
Position 745: 0.0023028212780582358
Position 425: 0.0022261693327437996
Position 1966: 0.001309293555558957
Position 384: 0.0012049728860427306
Position 4034: 0.0010302613496688765
Position 2112: 0.0009803309596015874
Position 24: 0.0009333690309083488
Position 296: 0.0009065765317545413
Position 1401: 0.0007197919974845801
Position 3148: 0.0007125898089596344
Position 8: 0.0006926607262064474
Position 1088: 0.0006813956799108677
Position 3598: 0.0006623437485008544
Position 1651: 0.0006291620105350372
Position 868: 0.0005302550283184726
Position 1286: 0.00048753077710338323
Position 343: 0.0004593159810469967
Position 260: 0.00044158539016443503
Position 2109: 0.00037490410876834233
Position 1645: 0.00034359049369295165
Position 4575: 0.0003203361404696403
Position 4202: 0.00029162433663115555
Position 3987: 0.00029071891294583257
Position 1580: 0.00022912379341150037
Position 255: 0.0002161670039644291
Position 1427: 0.00019484664549994837
Position 395: 0.00017244840571347547
Position 8951: 0.00014989767211746004
Position 208: 0.0001259616369362447
Position 62: 0.00011784072194019977
Position 502: 9.777047554222778e-05
Position 1122: 8.83432266302768e-05
Position 164: 8.489055060640596e-05
Position 462: 7.287186161101535e-05
Position 3942: 6.384378230397188e-05
Position 439: 5.16742980365564e-05
Position 238: 3.8943160591878015e-05
Position 3606: 3.714070239581561e-05
Position 1952: 3.4641944515147446e-05
Position 415: 3.3380123797166226e-05
Position 1481: 3.119785426161796e-05
Position 1970: 2.993796727666614e-05
Position 117: 2.8867188698897897e-05
Position 2131: 2.7974163796359895e-05
Position 370: 2.070218404746894e-05
Position 529: 2.0281484601767573e-05
Position 1294: 1.3507191476982556e-05
Position 2325: 1.1919348921999796e-05
Position 2095: 1.1873244497954333e-05
Position 2194: 9.552182435882096e-06
Position 1536: 9.353824229989099e-06
Position 1668: 9.33875741965887e-06
Position 1563: 7.554258684693719e-06
Position 38: 2.6758618796994074e-06
Position 534: 4.4303856285112226e-07
Position 657: 4.10805857542113e-07
Position 466: 2.986701015184959e-07
Position 1150: 2.196187796516952e-07
Position 1124: 1.3404564353935353e-07
Position 670: 1.0312626850231161e-07
Position 262: 8.150378954390596e-08
Position 1044: 5.7489195797850044e-08
Position 1057: 5.901420038714765e-09
Position 360: 5.823030092346036e-13
Position 363: 2.72779752983975e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3448: 0.7206160846762594
Position 13860: 0.5490883841718293
Position 16551: 0.5076420603660866
Position 13340: 0.497727576021704
Position 22991: 0.3279183156972966
Position 19845: 0.1620751314303795
Position 17899: 0.14757834839373982
Position 13084: 0.14631781522997903
Position 16766: 0.11675728437563826
Position 4663: 0.03820926806873312
Position 11970: 0.034580231559827895
Position 13437: 0.02894559285708853
Position 4114: 0.024436631753083915
Position 13309: 0.021587718547541063
Position 9840: 0.01818067867041622
Position 10733: 0.018091855026305965
Position 1329: 0.015704892596194432
Position 17214: 0.013944303215882005
Position 18057: 0.01264893097375086
Position 14314: 0.012517939224664966
Position 8058: 0.007234953108440827
Position 4117: 0.0069437903559375
Position 12635: 0.0067854212959924465
Position 9134: 0.005762337009935856
Position 3064: 0.00504695058673431
Position 12254: 0.004774543375306693
Position 1668: 0.0038721804273129288
Position 1693: 0.0035754055474385518
Position 1604: 0.0033619438897555093
Position 1935: 0.0020024476848823133
