Gene = ANKRD61
index = 84
Annotated 5SS: [ 216 1561]
Annotated 3SS: [1462 4067]
SMsplice 5SS: [ 216 1561]
SMsplice 3SS: [1462 4067]
top_k =  500
Partition function (log Z): -5.321889573014538

Sorted 5' Splice Sites (High to Low Probability):
Position 1561: 0.98401819138977
Position 216: 0.61996289315592
Position 135: 0.3757869232755267
Position 3245: 0.23337702287398343
Position 3956: 0.1413165927160317
Position 1115: 0.0912982904501574
Position 2531: 0.07400148646265811
Position 3752: 0.02477017685954407
Position 1056: 0.022762396435292192
Position 3542: 0.022541780987135693
Position 1151: 0.012146966786513894
Position 1309: 0.008929182983350468
Position 1350: 0.008494763923376865
Position 1119: 0.0077681173740817835
Position 968: 0.006471709882454439
Position 1238: 0.004028056494980282
Position 567: 0.003509149286454113
Position 1736: 0.0033238088720883704
Position 585: 0.002114273109356643
Position 3482: 0.0016287151298513393
Position 947: 0.0009865297620932926
Position 1376: 0.0007198991977245749
Position 740: 0.0006612076945139103
Position 1542: 0.0005695055323291471
Position 4228: 0.0005173189864009485
Position 1244: 0.00033173287751379655
Position 4211: 0.00024646439592693816
Position 252: 0.00015283547534400803
Position 1136: 0.00014043454104295194
Position 2711: 0.00013769219832314154
Position 1914: 0.00011995848023372237
Position 1738: 0.00011373058315746898
Position 288: 0.00010883099789904626
Position 2473: 7.112013005671098e-05
Position 972: 3.815024465644591e-05
Position 1103: 3.680750621849715e-05
Position 36: 2.6811769706404287e-05
Position 734: 2.1671408049943484e-05
Position 1556: 1.5026262111581966e-05
Position 475: 1.4956560235885981e-05
Position 2173: 1.4089846884981563e-05
Position 2126: 9.581541807663798e-06
Position 2168: 9.57449008995843e-06
Position 2114: 4.630848550405144e-06
Position 2106: 2.729733192608126e-06
Position 1565: 1.9187900193797054e-06
Position 489: 1.7020978674783953e-06
Position 492: 1.5043686874388996e-06
Position 675: 1.0365238078582098e-06
Position 2131: 1.0263900346895235e-06
Position 592: 7.195970525110738e-07
Position 430: 5.339059516694014e-07
Position 235: 4.2818997566078585e-07
Position 53: 3.9363155590276426e-07
Position 432: 3.816481134137459e-07
Position 540: 2.393487759962729e-07
Position 820: 2.3662657815700438e-07
Position 627: 2.3553529789307106e-07
Position 571: 1.5164103369340567e-07
Position 662: 1.0260018807008528e-07
Position 1220: 9.275415054222957e-08
Position 527: 9.011725248327722e-08
Position 753: 8.497620255396386e-08
Position 918: 6.841253969400083e-08
Position 39: 1.6833255759991737e-08
Position 452: 3.104463266471499e-09
Position 357: 2.7452008325191026e-09
Position 156: 1.1063577632484523e-09
Position 501: 8.248813231204284e-10
Position 46: 2.1801127596559277e-10
Position 393: 3.422184506534241e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1462: 0.9403550074244631
Position 4067: 0.3530174202150594
Position 3103: 0.18937138666761627
Position 2239: 0.13305980559356545
Position 941: 0.1314339806967519
Position 4884: 0.12934726111553088
Position 3869: 0.11161691507060548
Position 3012: 0.08389074462180258
Position 4039: 0.07700104352504462
Position 3334: 0.05285938606264042
Position 1637: 0.02971580807764924
Position 4016: 0.027476089050445553
Position 4713: 0.024042910871245892
Position 1469: 0.023465841850953198
Position 3851: 0.02132976183470365
Position 3162: 0.01906981491633183
Position 3337: 0.01895580515530749
Position 3387: 0.017950958089896572
Position 3623: 0.016701972736271234
Position 1308: 0.016448916253873784
Position 1011: 0.01331261746104298
Position 1427: 0.01291517859841223
Position 4300: 0.012110828089496638
Position 2235: 0.009850607113112855
Position 3226: 0.009635717339747066
Position 4426: 0.008929893314015416
Position 4395: 0.008520967176678404
Position 3037: 0.008366717067308004
Position 3481: 0.00761398820457593
Position 3530: 0.007190853302939427
Position 4810: 0.006673313617194759
Position 2527: 0.006600252363746525
Position 3652: 0.006476417754964167
Position 3456: 0.006321734370140612
Position 4657: 0.006308763367441749
Position 4078: 0.005825692495974424
Position 4282: 0.005467209337614542
Position 3083: 0.005193927458513675
Position 2376: 0.005064653130359177
Position 2018: 0.00499803922323125
Position 981: 0.004970234423710414
