Gene = UMPS
index = 1532
Annotated 5SS: [  262  4881  7874  9834 11901]
Annotated 3SS: [ 4726  7201  9657 11785 13548]
SMsplice 5SS: [  262  4881  9834 11901]
SMsplice 3SS: [ 4726  9657 11785 13548]
top_k =  500
Partition function (log Z): -4.2061027931942565

Sorted 5' Splice Sites (High to Low Probability):
Position 9834: 0.9731242397798325
Position 4881: 0.8956523249840829
Position 11901: 0.8283630689609247
Position 262: 0.7776089240027094
Position 7874: 0.4254868267590948
Position 13620: 0.379392526739717
Position 1239: 0.21897769947736048
Position 345: 0.1472492294412441
Position 13670: 0.13277102092822513
Position 10451: 0.11580301962139262
Position 7327: 0.11247625112140831
Position 8370: 0.10988520130701424
Position 13838: 0.09742924276126784
Position 7303: 0.08876243296900405
Position 5188: 0.08435586891958952
Position 17579: 0.06592254230330362
Position 8267: 0.06566194621761302
Position 8078: 0.05065846614635417
Position 11146: 0.03290420495626952
Position 15849: 0.0306657730487356
Position 11082: 0.02646889852548653
Position 8621: 0.022337087525018107
Position 6506: 0.019291990884239725
Position 18556: 0.018424342408041708
Position 146: 0.017295075069435742
Position 7297: 0.016287225513579962
Position 401: 0.016042513006849
Position 6215: 0.013945030437521993
Position 12126: 0.013795204617325888
Position 13438: 0.013372296934839755
Position 150: 0.01186152828931437
Position 13624: 0.011378166159109316
Position 11619: 0.008485442917038828
Position 824: 0.008347987823658419
Position 872: 0.007672008551756254
Position 17583: 0.006349676371596995
Position 13603: 0.0056898735441254945
Position 906: 0.005619467647950114
Position 15556: 0.005275626857229382
Position 3396: 0.0052399893758728775
Position 1985: 0.004683179709193749
Position 3324: 0.004638521868177431
Position 10566: 0.004300861939453494
Position 3066: 0.004145981764538504
Position 11843: 0.003924370655106404
Position 7456: 0.003703628850420775
Position 8570: 0.003602647493721789
Position 9854: 0.003584126188015031
Position 5302: 0.003180188366559523
Position 5380: 0.0031412748505779005
Position 1964: 0.0031229269353863004
Position 868: 0.0030815863618817566
Position 11004: 0.002600476172205619
Position 7408: 0.002514171154921312
Position 14788: 0.002478479094776464
Position 38: 0.002332336257754385
Position 3910: 0.0021237793462475564
Position 13383: 0.0017197227194032027
Position 12429: 0.0016820648149454822
Position 744: 0.0015193387964541503
Position 4892: 0.0014965128632189436
Position 349: 0.0014964796631379736
Position 4162: 0.0014401012377578595
Position 13465: 0.0014232657873728028
Position 3920: 0.0013569214296589502
Position 1767: 0.0013259857835693036
Position 6514: 0.0013080076176245168
Position 10929: 0.0013007311208600041
Position 3110: 0.0012460034603534891
Position 12038: 0.0011119384612715822
Position 5398: 0.0010786024083121962
Position 11307: 0.0010671830608355666
Position 12060: 0.0010323115698905906
Position 3930: 0.0010240193037216235
Position 6263: 0.0010139971659346065
Position 6896: 0.00101157510702058
Position 139: 0.0008428408911624623
Position 715: 0.0008250195707746159
Position 5216: 0.0007685203117545286
Position 2447: 0.0007683838181765006
Position 2493: 0.0007278920243652487
Position 11910: 0.0007214532946003117
Position 10488: 0.0006997097649287022
Position 1318: 0.0006628757043293648
Position 6458: 0.0006287499227256853
Position 5430: 0.0005902380644144834
Position 2602: 0.0005852317394000303
Position 11233: 0.000491661333701223
Position 392: 0.00048124938013248663
Position 11917: 0.00047680631790887726
Position 3093: 0.00038220299976239537
Position 3507: 0.000368120377822499
Position 1350: 0.000338285403720521
Position 257: 0.00032590319525527825
Position 4909: 0.0003205984563524933
Position 5478: 0.00030424780031721794
Position 328: 0.0002970060880756453
Position 171: 0.00028630901690502176
Position 2441: 0.00027465859094750496
Position 6737: 0.000264938425702521
Position 6495: 0.00025731254672767793
Position 6857: 0.0002523487874878305
Position 2026: 0.00022557007933962284
Position 4251: 0.00019965720761008635
Position 6217: 0.0001730702337556516
Position 4781: 0.00013213362338337974
Position 6077: 0.00010602852536340826
Position 6472: 9.107620357926532e-05
Position 5101: 3.710865503000551e-05
Position 237: 3.313934049587584e-05
Position 13719: 2.9684392797898566e-05
Position 13702: 2.818869887931882e-05
Position 112: 1.9632907913156187e-05
Position 429: 1.925049875731688e-05
Position 770: 1.3524017552691296e-05
Position 1060: 9.627148701087716e-06
Position 491: 8.801795151629832e-06
Position 944: 8.394511518863633e-06
Position 605: 7.008610517645752e-06
Position 295: 6.734283729512114e-06
Position 235: 6.665468511612218e-06
Position 548: 4.2888956544032066e-06
Position 1071: 2.9800645454253703e-06
Position 632: 1.1576028372035856e-06
Position 592: 1.1033320982764608e-06
Position 157: 6.238342587639065e-08
Position 448: 3.980848288998934e-08
