Gene = SEPP1
index = 1247
Annotated 5SS: [ 244 3929 5184 7424]
Annotated 3SS: [ 3712  4970  7305 10747]
SMsplice 5SS: [244]
SMsplice 3SS: [332]
top_k =  500
Partition function (log Z): -9.32224165592679

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.9509282729394954
Position 415: 0.4536534275552622
Position 5184: 0.3570668534966189
Position 3929: 0.24955450205811516
Position 2738: 0.16420388567020736
Position 5891: 0.1551566195489122
Position 3808: 0.10215383108792643
Position 142: 0.0320098459676019
Position 726: 0.023495460017118917
Position 419: 0.018452250694966844
Position 590: 0.012445348083149316
Position 410: 0.012035001080389773
Position 2320: 0.009196289436603547
Position 1389: 0.009099713779311581
Position 137: 0.0068569950344934206
Position 248: 0.0039473479441973405
Position 9939: 0.0038333687309861455
Position 686: 0.0032422321460664556
Position 8244: 0.0029270446106199185
Position 292: 0.002809795921066588
Position 443: 0.0026035867305147634
Position 431: 0.0022954749406842445
Position 721: 0.0017545381369389356
Position 6126: 0.0016491756079758154
Position 3285: 0.001484000126934798
Position 7424: 0.001038075076161067
Position 849: 0.0009280481011875631
Position 2609: 0.0006995578208545533
Position 201: 0.0006884468495664191
Position 1501: 0.000628435415902256
Position 3433: 0.0006141699082119484
Position 3496: 0.0006107068659977004
Position 2241: 0.0005996829146225891
Position 1506: 0.0005497929284638333
Position 948: 0.000499941573022983
Position 3865: 0.00033389312069710854
Position 3038: 0.0002846805268881304
Position 1398: 0.0002479757617740856
Position 2457: 0.0001318583819178355
Position 93: 0.00012984740774152042
Position 795: 0.00012445625944773286
Position 236: 7.765114627720375e-05
Position 1126: 6.607564837108259e-05
Position 1117: 3.918779633134593e-05
Position 530: 3.445792742556215e-05
Position 239: 2.9043935661493488e-05
Position 75: 1.2035825755610593e-05
Position 169: 8.273471957330613e-06
Position 547: 2.1547506565103236e-06
Position 171: 1.975190798810155e-06
Position 527: 1.7261432982254328e-06
Position 229: 1.719980269769268e-06
Position 287: 1.0975691471643344e-06
Position 447: 1.0811699978817145e-06
Position 53: 4.1265062255826503e-07
Position 424: 2.700464684281648e-07
Position 412: 2.1780720351816791e-07
Position 351: 9.451363381458024e-08
Position 179: 9.17547743614533e-08
Position 259: 5.632013129806017e-08
Position 187: 4.173388708124928e-08
Position 242: 3.8609619510569716e-08
Position 398: 3.534496527106229e-08
Position 831: 2.638203396921058e-08
Position 261: 2.379851058994529e-08
Position 8: 2.246410617869408e-08
Position 556: 2.618983463216912e-10
Position 307: 3.2517950444316466e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 332: 0.5324684589545446
Position 4970: 0.4550068301435539
Position 3712: 0.42003178261076607
Position 2577: 0.2079994680236995
Position 5834: 0.18288114024806917
Position 11087: 0.0969989311309376
Position 10747: 0.09590845620147492
Position 11612: 0.08337014123212154
Position 10169: 0.0583603689692838
Position 8665: 0.056087602127857614
Position 5870: 0.03307700640359757
Position 11199: 0.024631277758053453
Position 9800: 0.023789685080303737
Position 5525: 0.023616366710172382
Position 7305: 0.023240560169060245
Position 9204: 0.021285491861930277
Position 3166: 0.020394286292777442
Position 583: 0.01765132944448289
Position 9164: 0.01750177299770834
Position 477: 0.015650546486223865
Position 4828: 0.014841625492130327
Position 6691: 0.01385532338844914
Position 5044: 0.013382704374473793
Position 10329: 0.012439316367259732
Position 2290: 0.00853066379237429
Position 7367: 0.0080374332886935
Position 11150: 0.008008909988598953
Position 337: 0.00782768704351179
Position 6428: 0.00747799403895191
Position 5614: 0.005544542141446351
Position 8221: 0.005529082470549108
Position 1300: 0.005144876239772532
Position 4389: 0.00490564483098135
Position 3640: 0.00404656985323181
Position 3783: 0.0035014474102069556
Position 1180: 0.003459943948673602
Position 2195: 0.003190542049859981
Position 2519: 0.0030140928541455593
Position 4231: 0.002534427787229703
Position 3111: 0.0024521587059503
Position 2919: 0.0023693751734426187
Position 4411: 0.002345123876187341
Position 6839: 0.002344997858706399
Position 951: 0.002291060619899817
Position 1090: 0.0022399438720363237
Position 5092: 0.0021767562104382165
Position 7517: 0.0021661398247462696
Position 4061: 0.0021381392843642356
Position 637: 0.0020732879656501463
Position 1355: 0.0020301118413630684
Position 1116: 0.001959156705891888
Position 632: 0.0019553547967125703
Position 8167: 0.0018597259395704696
Position 2545: 0.0017688663926297159
Position 660: 0.0016437836164785123
Position 543: 0.0015843309505617887
Position 4360: 0.001211147409508776
Position 3162: 0.0011476850196897573
Position 4631: 0.0011117663058762153
Position 5335: 0.0010841014769154287
Position 3336: 0.0010267979781954444
Position 2140: 0.001012845884204661
Position 1948: 0.0008081832022304507
Position 588: 0.0005576988839801289
Position 1791: 0.0004985034457901029
Position 1042: 0.00033924266378933623
Position 3186: 0.00033871519200627894
Position 447: 0.0002173490096384267
Position 3894: 0.00021712597609697888
Position 2672: 0.0002072336351248115
Position 977: 0.00020020244968602918
Position 1714: 0.00016830449700551355
Position 307: 0.00016691830257984237
Position 418: 9.398047063537605e-05
Position 791: 7.772880079170936e-05
Position 668: 6.570368383553187e-05
Position 287: 2.4506656038976363e-05
Position 1143: 2.1927222046851648e-05
Position 867: 1.1524256880156656e-05
Position 3723: 3.7855421778986867e-06
Position 2701: 1.6521248191166336e-06
Position 358: 1.6007062150678515e-06
Position 343: 7.345757026884674e-07
Position 360: 6.581228345083441e-07
Position 167: 4.411251795964984e-07
Position 409: 3.701148833166157e-07
Position 1183: 3.614984619183496e-07
Position 848: 1.304522719458561e-07
Position 379: 1.0349428130120555e-07
Position 199: 9.970430158240225e-08
Position 387: 6.84753750715535e-08
Position 616: 6.752474682747179e-08
Position 603: 6.480821826121575e-08
Position 192: 5.519795407244249e-08
Position 547: 5.191983715454882e-08
Position 590: 3.999564523939333e-08
Position 634: 3.967077844325184e-08
Position 251: 2.677901965024589e-08
Position 381: 8.73789294481461e-09
Position 206: 6.796221284167601e-09
Position 236: 6.48241757599481e-09
Position 424: 6.394899951047531e-09
Position 1160: 5.426539321702977e-09
Position 152: 5.251146908508131e-09
Position 92: 2.023613781520833e-09
Position 201: 1.9156013720539213e-09
Position 224: 1.4504013735280349e-09
Position 693: 1.4488563131352137e-09
Position 169: 1.1215627085725374e-09
Position 141: 1.036728163900934e-09
Position 221: 8.705067676755625e-10
Position 431: 8.426541741381816e-10
Position 857: 7.786831863113151e-10
Position 841: 7.398389534919871e-10
Position 393: 5.843642047682252e-10
Position 217: 5.740815493337665e-10
Position 396: 5.608633773974958e-10
Position 248: 3.430064578082596e-10
Position 487: 2.404122138102266e-10
Position 211: 2.2522183456248022e-10
Position 213: 1.6271261369597454e-10
Position 482: 1.4258301594521262e-10
Position 678: 1.0902862557308123e-10
Position 699: 5.902928651558407e-11
Position 134: 4.7178700338145965e-11
Position 398: 3.966052272358351e-11
