Gene = PDAP1
index = 1006
Annotated 5SS: [  294  3968  5432  8527 10968]
Annotated 3SS: [ 3875  5323  8404 10815 12088]
SMsplice 5SS: [  294  3968  5432  8527 10968]
SMsplice 3SS: [ 3875  5303  8404 10815 12088]
top_k =  500
Partition function (log Z): -1.8209403209276187

Sorted 5' Splice Sites (High to Low Probability):
Position 5432: 0.9874365990430836
Position 10968: 0.9740227301862547
Position 294: 0.9492956285091743
Position 8527: 0.7542100987953771
Position 3968: 0.5175878803258815
Position 2123: 0.2965209514319237
Position 3972: 0.09673265958828908
Position 7962: 0.09312530344146049
Position 9096: 0.08254401962150772
Position 7866: 0.07190341306267918
Position 1518: 0.06770972049682626
Position 1195: 0.04932310250287733
Position 1524: 0.04158174372377252
Position 11777: 0.0330167083836432
Position 3770: 0.03257120422985807
Position 6523: 0.03219315602164661
Position 8116: 0.02449797885407095
Position 3763: 0.018558448683265186
Position 3219: 0.01788242623797454
Position 7879: 0.015679611103918637
Position 3394: 0.015365658373039963
Position 4607: 0.01520993249089948
Position 10: 0.015177748287149368
Position 11374: 0.014987703167356144
Position 142: 0.013557134552246018
Position 3774: 0.012534118777849008
Position 8260: 0.011617274276895935
Position 341: 0.011325963757882732
Position 11728: 0.009918374419328017
Position 491: 0.009349969497877348
Position 3527: 0.008947584722254712
Position 988: 0.007540562865909557
Position 11550: 0.007506016837920027
Position 775: 0.007043866029123677
Position 5406: 0.006629529940618941
Position 11068: 0.006100290324796532
Position 7694: 0.006046077740951517
Position 11208: 0.00518722107809371
Position 4729: 0.004985953175723521
Position 5837: 0.004156687468535164
Position 11554: 0.0037391619475434573
Position 1780: 0.003596191669890116
Position 764: 0.0033180523467320608
Position 8098: 0.0030408110407447756
Position 113: 0.0026744104110043593
Position 5364: 0.0023910726541223
Position 7859: 0.002346455164412103
Position 7909: 0.0023394920685005927
Position 7625: 0.0022663027525787476
Position 5825: 0.001914156237613775
Position 4739: 0.0016745539529935418
Position 4952: 0.0012143931282975794
Position 1531: 0.0012057371368791345
Position 3136: 0.0011074704537166879
Position 12454: 0.0010182678855159325
Position 12639: 0.001001405361656643
Position 885: 0.000995180444053907
Position 12904: 0.000990808683441941
Position 1131: 0.0008827724264772075
Position 4107: 0.0007079620204529403
Position 2236: 0.0006710998068347655
Position 8477: 0.0006470081244094027
Position 11175: 0.000554537934515718
Position 235: 0.0005493148638657511
Position 11809: 0.000512681022219936
Position 2960: 0.0005117212442813365
Position 11804: 0.0004934008471035236
Position 4109: 0.0004789227724403246
Position 8595: 0.00043316089161799225
Position 2263: 0.00040825993273948093
Position 4857: 0.00040664451408155766
Position 2148: 0.00039464292673042147
Position 5601: 0.0002714402223173366
Position 11471: 0.00024460682199468794
Position 7615: 0.00018356641952479018
Position 8136: 0.00016008772751753173
Position 1602: 0.00015581054511632723
Position 227: 0.0001319261064985718
Position 992: 0.0001312787417651511
Position 1260: 7.179005462433693e-05
Position 687: 5.525592456148012e-05
Position 507: 5.252816086650143e-05
Position 148: 4.724082407250325e-05
Position 946: 4.580027239535133e-05
Position 5518: 3.2573457908949915e-05
Position 5767: 2.4527199199010718e-05
Position 1313: 1.149861976090242e-05
Position 11293: 1.0721070825189517e-05
Position 6028: 1.016233925221102e-05
Position 667: 1.009132957056612e-05
Position 123: 9.571992509529751e-06
Position 6209: 8.227302426646163e-06
Position 9571: 7.120809401461987e-06
Position 660: 6.788667283338906e-06
Position 11304: 6.393541271985164e-06
Position 239: 5.055974541865629e-06
Position 568: 4.439037291606539e-06
Position 311: 3.6699530625006157e-06
Position 745: 3.5005181410880845e-06
Position 368: 3.2893111745675994e-06
Position 233: 3.13451478584302e-06
Position 523: 2.370952895594523e-06
Position 759: 2.236300299515533e-06
Position 810: 2.0918506430589133e-06
Position 899: 1.9076747791401662e-06
Position 498: 1.6574241593371717e-06
Position 576: 8.746576444263575e-07
Position 473: 7.81122585430697e-07
Position 14: 1.3807607272210403e-07
Position 206: 1.092941687247326e-07
Position 63: 4.2489570110925176e-10
Position 402: 7.954609366950829e-11
Position 60: 3.2138531911327464e-11
Position 374: 8.874077118535777e-13
Position 33: 3.066309621326657e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10815: 0.9381477564119377
Position 5303: 0.859335067181834
Position 8404: 0.6840881432544831
Position 12088: 0.5930199004043071
Position 3875: 0.5592575363130329
Position 2011: 0.25239228599619656
Position 7767: 0.17255138794126426
Position 5323: 0.13678709437157024
Position 11450: 0.12424758440648431
Position 1444: 0.08985582511422824
Position 3652: 0.07389591395923058
Position 11595: 0.07351538296522205
