Gene = SLAMF1
index = 1261
Annotated 5SS: [  426 10105 12683 23200 27520 34808]
Annotated 3SS: [ 9765 12397 23109 27445 34714 36496]
SMsplice 5SS: [  426 12683 17883 27520 34808]
SMsplice 3SS: [12585 17749 27445 34714 36496]
top_k =  500
Partition function (log Z): -6.547908060084444

Sorted 5' Splice Sites (High to Low Probability):
Position 12683: 0.99987630684623
Position 34808: 0.9577557506125525
Position 17883: 0.8951355215634687
Position 426: 0.8898267949394296
Position 27520: 0.7031208812405426
Position 13091: 0.5345533444305225
Position 27943: 0.43402744092775847
Position 27630: 0.3743477454656197
Position 13561: 0.32030647545896507
Position 20990: 0.27576535820588294
Position 18703: 0.26819836077086484
Position 10105: 0.258991398604809
Position 3076: 0.2361224698025612
Position 11130: 0.23113546930984008
Position 10040: 0.20478014461274188
Position 24934: 0.20396306779558482
Position 11318: 0.16102546784724847
Position 4274: 0.14963811801743726
Position 21265: 0.13273164112000438
Position 1273: 0.12142935098708688
Position 21095: 0.09846643405994401
Position 6281: 0.095315348744342
Position 18411: 0.09428672710288127
Position 35814: 0.09261484964734801
Position 20247: 0.0859630284908246
Position 2436: 0.07605452335215225
Position 1282: 0.07568593731331028
Position 36835: 0.07375561893615844
Position 7692: 0.06192551839970835
Position 31720: 0.05532653104339616
Position 11047: 0.0472027682610976
Position 12990: 0.04460611530248167
Position 35372: 0.04272266704554797
Position 62: 0.04167241099863085
Position 504: 0.031797702092330724
Position 16870: 0.0269332349718086
Position 17645: 0.0255337413213802
Position 12981: 0.02141486870556433
Position 3060: 0.02088469956707092
Position 3068: 0.018121639992327306
Position 3161: 0.01423524220919352
Position 1710: 0.013878772605133503
Position 298: 0.013472745439070741
Position 1705: 0.012572438311744013
Position 3607: 0.012283212759399949
Position 2703: 0.01006479605527009
Position 36722: 0.00999957759439021
Position 36451: 0.009471696477078718
Position 13642: 0.008977738331512355
Position 1322: 0.008680949343492084
Position 13004: 0.008531419472734777
Position 23200: 0.007996199554784821
Position 34888: 0.007303730842285328
Position 36681: 0.006747771124990197
Position 23243: 0.006707480134375962
Position 27677: 0.00651494505569042
Position 17872: 0.006463363125002118
Position 16674: 0.006169246656632788
Position 516: 0.005898579709711995
Position 1223: 0.005221658331800687
Position 3467: 0.00515150644633577
Position 4447: 0.0034314577480743184
Position 3462: 0.0033787046623681813
Position 7319: 0.003155146296202216
Position 2447: 0.0028201300575985246
Position 217: 0.002169144633618951
Position 1060: 0.0021585890750441404
Position 2803: 0.002050023581573356
Position 6261: 0.0018766958689576418
Position 4738: 0.0013881062824248284
Position 980: 0.0012629602445714855
Position 1569: 0.001078940746279678
Position 3807: 0.0009700340833908674
Position 1004: 0.0009266338299212264
Position 3563: 0.0009161652054546529
Position 5408: 0.000837568465219937
Position 4147: 0.0006816266922565413
Position 481: 0.000628348372378064
Position 5642: 0.00039904769070230365
Position 448: 0.0002119061664443535
Position 3885: 0.00014516812585815668
Position 552: 0.00014208377495985168
Position 142: 7.715203196652213e-05
Position 716: 7.707364061318724e-05
Position 703: 6.277062202712779e-05
Position 736: 3.469458452602459e-05
Position 966: 2.0223081387217782e-05
Position 1028: 1.4191862571927718e-05
Position 461: 1.3059822580523763e-05
Position 233: 1.2461099113881935e-05
Position 528: 5.473048018901297e-06
