Gene = NEXN
index = 937
Annotated 5SS: [  132 27506 29130 29411 29646 36602 37984 38265 40877 44852 47417 53581]
Annotated 3SS: [27426 28937 29331 29496 36559 37785 38087 40687 44653 47194 53394 53832]
SMsplice 5SS: [  132   469 25075 27506 29411 29646 37984 38265 40877 44852 47417 53581
 53960 54191]
SMsplice 3SS: [  267 24980 27426 29331 29496 37785 38087 40687 44738 47194 53394 53832
 54100 54271]
top_k =  500
Partition function (log Z): -28.597556115737273

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.9249991850772699
Position 469: 0.5441745543304051
Position 2792: 0.34170127184988763
Position 2910: 0.17961953755259238
Position 4738: 0.14595065128673784
Position 2212: 0.0225538568181829
Position 819: 0.015394397914481288
Position 760: 0.014635464489282738
Position 2807: 0.009087367665531056
Position 1484: 0.00759034503136956
Position 8450: 0.006245042124641377
Position 152: 0.005599836630006569
Position 1247: 0.005150979754101855
Position 1109: 0.004030601583999435
Position 4806: 0.003866433741549242
Position 3118: 0.0036517357701363116
Position 178: 0.003587778117638207
Position 2197: 0.0023417556169511764
Position 363: 0.0019800592583411316
Position 387: 0.0017864511971746597
Position 1056: 0.0014373747450241012
Position 4823: 0.0012633234278196864
Position 193: 0.000857796980464617
Position 1840: 0.00048611500274286525
Position 1469: 0.0002702347076754138
Position 483: 0.00017298415421557417
Position 102: 0.00016724354802387695
Position 501: 0.00015517276193188355
Position 114: 0.00015288551208553441
Position 141: 0.00013745364687061445
Position 615: 0.0001374074701853071
Position 1863: 0.0001307220911452237
Position 180: 0.00012220072603858284
Position 1719: 0.00010694267493462709
Position 1426: 9.480615396098249e-05
Position 300: 9.455107651405728e-05
Position 185: 7.021644932928781e-05
Position 1773: 3.942936364029385e-05
Position 397: 3.796636260438967e-05
Position 462: 2.7561757888884564e-05
Position 637: 2.7421843615877696e-05
Position 29: 6.280134326013728e-06
Position 510: 5.192991645414601e-06
Position 237: 3.4456002269471784e-06
Position 395: 2.8586039964119593e-06
Position 166: 1.0564012723901873e-06
Position 2914: 1.045603667821952e-06
Position 2902: 9.90938091231813e-07
Position 514: 8.173913313310438e-07
Position 419: 6.581576352406897e-07
Position 453: 4.862041702940864e-07
Position 82: 4.3977238559849124e-07
Position 1499: 1.695869699673167e-07
Position 27: 9.607779282861154e-08
Position 967: 4.059340101418276e-08
Position 297: 1.800597750021542e-08
Position 542: 1.594473144364736e-08
Position 427: 1.1435841718262362e-10
Position 254: 9.507818901696437e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 267: 0.4701253037996387
Position 2865: 0.37478070718521117
Position 11374: 0.24369987124889622
Position 2717: 0.21058890078153925
Position 12260: 0.13781172131120475
Position 2699: 0.09521611841836176
Position 4695: 0.07558469317538123
Position 10814: 0.06571255680782848
Position 2676: 0.061755758225041466
Position 4603: 0.044135346141061904
Position 4671: 0.03674567543233615
Position 3022: 0.03595298620399308
Position 8218: 0.03433978340443112
Position 5225: 0.0332910006927098
Position 3040: 0.024862952355492123
Position 584: 0.022340602993574477
Position 5837: 0.02092521921286248
Position 4259: 0.0177588073283672
Position 4871: 0.015502032393148213
Position 4906: 0.014865107783275208
Position 4714: 0.014347392101365838
Position 609: 0.012852462274239185
Position 10730: 0.012836603880900202
Position 1374: 0.012795015085212004
Position 1568: 0.012038926002745459
Position 11230: 0.011092711851606062
Position 1987: 0.010626238540455272
Position 4732: 0.010502105584962573
Position 223: 0.009363836952911982
Position 2117: 0.008116608110574276
Position 373: 0.00797462717077594
Position 549: 0.007729012109769623
Position 606: 0.0069558151662809905
Position 385: 0.006602554943492055
Position 2533: 0.006374320835790577
Position 9105: 0.006372909842352021
Position 294: 0.005724071494349707
Position 2035: 0.005131701638796961
Position 5249: 0.004876041834948876
Position 8799: 0.004183770573411388
Position 2574: 0.00388497933706163
Position 4283: 0.0030336188939998595
Position 4182: 0.0024216078999744132
Position 2991: 0.0023549506617297246
Position 892: 0.002025101225799758
Position 5229: 0.0018895892071867245
Position 6987: 0.0018071882656940054
Position 3601: 0.001493535079664399
Position 5074: 0.0014350464424112926
Position 6106: 0.0013412043497778702
Position 4984: 0.0013126227652473146
Position 1108: 0.0012953183755227745
Position 1522: 0.0012370686677280328
Position 1102: 0.001067584619831067
Position 1844: 0.00103321480739198
Position 5857: 0.0009989040785766835
Position 1318: 0.0009270548347107502
Position 3604: 0.0009207647924633607
Position 3676: 0.0008905329648690242
Position 759: 0.0008271047168007611
Position 1011: 0.0006585157627740874
Position 486: 0.0006548209387106652
Position 2487: 0.0006408342620739019
Position 2016: 0.0004946317700166851
Position 5018: 0.00035351121094670654
Position 930: 0.0002904865881557458
Position 649: 0.0002870957068752897
