Gene = PHYHD1
index = 1024
Annotated 5SS: [  774  1153  1462  6302 12963 13164 15609 15751 16884 19603 19821 20677]
Annotated 3SS: [ 1034  1387  6142 12886 13115 15552 15687 16861 19473 19703 20549 20772]
SMsplice 5SS: [ 1153  1462 13001 13164 15609 15751 16884 19821 20677]
SMsplice 3SS: [ 1387 12886 13115 15552 15687 16861 19703 20549 20772]
top_k =  500
Partition function (log Z): 3.8315007416038327

Sorted 5' Splice Sites (High to Low Probability):
Position 1462: 0.9972290421968435
Position 20677: 0.9132040367703329
Position 19821: 0.8859994905690906
Position 13164: 0.8836806913030668
Position 15751: 0.877651818133317
Position 15609: 0.8574917896027405
Position 16884: 0.7187733527109487
Position 1153: 0.6705501923503594
Position 13001: 0.5450614707529081
Position 6302: 0.3258374056904981
Position 14163: 0.2797012487544048
Position 19603: 0.22770010183084805
Position 13007: 0.21157655705047762
Position 12963: 0.17814939498108462
Position 14396: 0.15380186321895362
Position 15449: 0.13787612341439437
Position 17050: 0.13335103786637176
Position 774: 0.11983424142683188
Position 186: 0.0839234906563746
Position 20855: 0.07473237817949471
Position 547: 0.06948431056534012
Position 17199: 0.06383161622817916
Position 15467: 0.06336803142360736
Position 13349: 0.05977245275673316
Position 707: 0.04818365515005633
Position 264: 0.04686107735013551
Position 757: 0.045860438487827046
Position 20104: 0.04156710281155653
Position 20689: 0.0354776324632006
Position 1660: 0.03524824944252497
Position 17670: 0.032618024830266705
Position 13262: 0.028077255303659752
Position 15303: 0.027920665667380096
Position 4307: 0.026606308842462158
Position 778: 0.025244828856765187
Position 20914: 0.025213075267108746
Position 19419: 0.02401872248450576
Position 17268: 0.02173628640783797
Position 20108: 0.020446243156549408
Position 14429: 0.02043630551696659
Position 17077: 0.019674597611730765
Position 7177: 0.01934780499373099
Position 19768: 0.018618120259399195
Position 15603: 0.017659859441882936
Position 5120: 0.014809333305418377
Position 20681: 0.014094651773405274
Position 13182: 0.013271993145739625
Position 915: 0.011922035061201465
Position 20693: 0.010238400481009494
Position 15625: 0.009704973864333314
Position 18288: 0.008776579972714518
Position 7299: 0.008527296037428108
Position 19752: 0.007863359002638272
Position 19405: 0.005820594462509254
Position 16638: 0.005738350704662494
Position 15310: 0.0054487342590661195
Position 17935: 0.005246499673841753
Position 15619: 0.005225684268460701
Position 20092: 0.0045967628945062546
Position 7434: 0.004421857521774524
Position 16162: 0.00381255531682637
Position 13927: 0.003656199334826479
Position 4474: 0.0035994818394352677
Position 180: 0.003413999547749653
Position 183: 0.003306625627398276
Position 390: 0.003066829040634765
Position 16718: 0.0028238751961001604
Position 1250: 0.0028003388874697993
Position 344: 0.0026519999185600014
Position 16921: 0.0025754317843458235
Position 4631: 0.002450841336927024
Position 15254: 0.0023026875769245657
Position 17628: 0.002289686807810185
Position 123: 0.002205842927336575
Position 16878: 0.0013422769839524634
Position 20870: 0.001296394678138116
Position 17764: 0.0012760855969398018
Position 18233: 0.001241207343538475
Position 17654: 0.0010169365533033367
Position 194: 0.0009555487536093602
Position 20238: 0.000928541443234807
Position 15738: 0.0008766817748267531
Position 20970: 0.000846737722726091
Position 1271: 0.0007649360460600281
Position 1163: 0.0007463061104481812
Position 867: 0.0005040196196212294
Position 14039: 0.0004783092339447827
Position 15857: 0.0003462068564421763
Position 17109: 0.0003291383655789146
Position 1241: 0.0002827096289814661
Position 141: 0.00027917637262883345
Position 15933: 0.0002669220609651548
Position 16629: 0.00026075069298633457
Position 20919: 0.0002589229771857247
Position 4102: 0.00023728618781023098
Position 20863: 0.00022154385515586682
Position 196: 0.00019405095088852748
Position 188: 0.0001737269887627861
Position 13643: 0.00016792469005780258
Position 312: 0.00015295284641267767
Position 990: 0.00014448747464137644
Position 15640: 0.0001229003163163184
Position 904: 0.00011625441438507412
Position 1307: 0.00011224128739223033
Position 20695: 7.896492425641672e-05
Position 665: 7.169775871209154e-05
Position 1170: 6.813490821957868e-05
Position 20900: 6.694848621322555e-05
Position 586: 6.595903167440034e-05
Position 20748: 6.0361299984073186e-05
Position 7089: 6.027737013682911e-05
Position 20809: 5.6022030058259857e-05
Position 20949: 5.031907889482422e-05
Position 1315: 4.121533841385863e-05
Position 46: 3.710750956727038e-05
Position 17277: 3.347896990461937e-05
Position 430: 3.01924945786652e-05
Position 620: 2.6872493121622308e-05
Position 1476: 2.3369114116451026e-05
Position 607: 1.750076265165517e-05
Position 17398: 1.1845501129713002e-05
Position 577: 1.1600384625226607e-05
Position 1244: 1.0916949418458058e-05
Position 732: 9.515476782517673e-06
Position 709: 9.023029890807773e-06
Position 499: 8.440458640276001e-06
Position 48: 7.302833269719923e-06
Position 1173: 6.322436093020193e-06
Position 712: 5.836756287644988e-06
Position 597: 5.5193254813308005e-06
Position 4635: 3.943065287086679e-06
Position 4298: 1.6936671406442768e-06
Position 1491: 1.2898765304987897e-06
Position 4609: 1.2481203806708634e-06
Position 3899: 1.2399331062610363e-06
Position 4206: 1.2167845376485889e-06
Position 2525: 1.0644173061874929e-06
Position 3809: 6.671609741651882e-07
Position 1665: 5.685117518754576e-07
Position 2329: 5.287199129245281e-07
Position 1991: 4.4674870759682563e-07
Position 2145: 3.784996197853229e-07
Position 4611: 3.325397135712232e-07
Position 3307: 3.0194522263003365e-07
Position 2859: 3.0193171971787275e-07
Position 639: 1.1015989825240106e-07
Position 1336: 4.9069343567701546e-08
Position 268: 4.660512029191781e-08
Position 76: 1.7434049046300136e-08
Position 383: 5.647801141765861e-09
Position 605: 3.803522473633627e-10
Position 212: 2.613204519386808e-10
Position 239: 1.8301795249855942e-10
