Gene = HSPB7
index = 668
Annotated 5SS: [1026 1717]
Annotated 3SS: [1582 3030]
SMsplice 5SS: [ 361 1026 1717]
SMsplice 3SS: [ 937 1567 3030]
top_k =  500
Partition function (log Z): -7.293338581824061

Sorted 5' Splice Sites (High to Low Probability):
Position 1717: 0.8288594617350024
Position 361: 0.774551995804843
Position 1204: 0.5117765251277662
Position 526: 0.08110331899084075
Position 1702: 0.0803623384832571
Position 2101: 0.07343983055333167
Position 3106: 0.06385291762938927
Position 1313: 0.05495332888367911
Position 2945: 0.03851507095578001
Position 182: 0.02973617586897433
Position 1128: 0.026099643968782334
Position 2934: 0.017818628373156217
Position 2367: 0.017708458231109905
Position 3102: 0.014350178482061583
Position 4147: 0.012504599553700528
Position 573: 0.00815411240420909
Position 2929: 0.0069921034531818605
Position 1057: 0.005396684814725906
Position 1030: 0.005175400593986721
Position 3307: 0.004976614153920615
Position 1427: 0.004813779122530185
Position 2038: 0.004780023094682878
Position 3337: 0.00467443334997702
Position 2291: 0.003439888560438298
Position 1477: 0.0030030877199361877
Position 4060: 0.002377018154385897
Position 267: 0.002094297896338023
Position 3867: 0.0020931758299388057
Position 486: 0.0012576925930105657
Position 1399: 0.001100774423685849
Position 3175: 0.001099699147800053
Position 2059: 0.001087810505037465
Position 2105: 0.0009367678768431823
Position 1320: 0.000872246856237492
Position 1988: 0.0007872998003743734
Position 867: 0.0007026970715550765
Position 144: 0.000612883227980157
Position 1113: 0.0005879750190525752
Position 2077: 0.0005644793041189226
Position 153: 0.00035536163816491035
Position 2011: 0.0002652689059989161
Position 466: 0.000241447111523066
Position 819: 0.00022410043874189964
Position 565: 0.00019316860260720517
Position 1150: 9.064523175786877e-05
Position 312: 8.320275987573297e-05
Position 385: 5.5657932840436995e-05
Position 599: 4.869072486846718e-05
Position 1645: 4.636481588570737e-05
Position 607: 4.633080378921386e-05
Position 2048: 4.2621667273919995e-05
Position 1915: 3.950696268153953e-05
Position 2024: 3.865645805629589e-05
Position 678: 3.079530850593401e-05
Position 163: 2.612672952798268e-05
Position 309: 2.4830481957182698e-05
Position 1592: 2.4169005911649993e-05
Position 72: 2.2376085165074995e-05
Position 823: 2.1018100705298702e-05
Position 1170: 1.1943229056429303e-05
Position 123: 5.0338304497418965e-06
Position 261: 4.372297492493677e-06
Position 549: 4.081436995524973e-06
Position 403: 3.196536418743559e-06
Position 1188: 2.698972889910518e-06
Position 518: 2.5449359836521736e-06
Position 1269: 8.976482852717434e-07
Position 270: 6.920924866312466e-07
Position 329: 1.2767555130259068e-09
Position 298: 6.574568345588211e-10
Position 369: 4.842160978367194e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3030: 0.5442416992633669
Position 937: 0.3640644195603496
Position 1567: 0.3390569467519141
Position 3971: 0.20520655346487093
Position 1600: 0.14821867274276648
Position 2859: 0.1424436249268339
Position 1570: 0.13598037185162148
Position 1509: 0.11206610409363894
Position 1582: 0.09977698822985413
Position 4307: 0.07747570065648512
Position 2179: 0.06849915857892838
Position 1084: 0.06443082422286409
Position 1844: 0.05806323731861209
Position 1127: 0.02883128208839865
Position 4001: 0.026784109353961458
Position 1936: 0.026554154193730698
Position 1421: 0.018593415968619444
