Gene = WRAP73
index = 1574
Annotated 5SS: [  143  2666  3408 11324 13079 14130 14914 15077 16676 17861 18608]
Annotated 3SS: [ 2512  3290 11250 12974 14042 14778 14998 16569 17734 18415 18955]
SMsplice 5SS: [  143  2666  3408  8982 11324 13079 15077 16676 17861 18608]
SMsplice 3SS: [ 2512  3290  8827 11250 12974 14998 16569 17734 18415 18955]
top_k =  500
Partition function (log Z): 18.65002625909634

Sorted 5' Splice Sites (High to Low Probability):
Position 13079: 0.9981832810466996
Position 11324: 0.9892576550479726
Position 3408: 0.976186300020294
Position 2666: 0.971351910794551
Position 16676: 0.8776313061746934
Position 15077: 0.870136123139082
Position 17861: 0.7866660765933977
Position 18608: 0.776266148826899
Position 14914: 0.5434364159495728
Position 8982: 0.48574602461313593
Position 15776: 0.37658897445262585
Position 14130: 0.3673736939618093
Position 143: 0.3544741877474951
Position 8559: 0.27302760074763366
Position 14146: 0.2582085567452317
Position 18051: 0.252817797240944
Position 4234: 0.2205544729820012
Position 1591: 0.19889004794276371
Position 12111: 0.1776122038798762
Position 6993: 0.15956991460147357
Position 252: 0.1139271665245958
Position 12562: 0.10163965310773918
Position 7185: 0.10138530037068891
Position 286: 0.09918803161948209
Position 16867: 0.09209328022610902
Position 1276: 0.08908385714172515
Position 269: 0.08167775454329124
Position 13621: 0.08027119417486883
Position 666: 0.0796375519704498
Position 586: 0.07554654249646212
Position 768: 0.06703255938271536
Position 17880: 0.06602573042468499
Position 329: 0.061405093976624685
Position 495: 0.05872481411704813
Position 17681: 0.05431932807915352
Position 18595: 0.054145094350632895
Position 14723: 0.04793636145138328
Position 17519: 0.047251246487870435
Position 8971: 0.04115334117892498
Position 3091: 0.04011576769257857
Position 389: 0.038857181369154024
Position 6976: 0.03678839501269087
Position 14999: 0.03561656102603456
Position 525: 0.028363134902751712
Position 406: 0.02702625102372629
Position 11103: 0.02221670853425562
Position 6503: 0.020982393892136342
Position 4230: 0.01737248295355627
Position 1521: 0.01668564573939054
Position 9000: 0.012958922067210681
Position 16076: 0.012792104680099252
Position 483: 0.01268983236527629
Position 436: 0.012674263935745136
Position 9191: 0.012488190085059091
Position 8571: 0.01238369631954169
Position 419: 0.011878528533012587
Position 299: 0.011672535503823982
