Gene = IL12B
index = 687
Annotated 5SS: [  456  4193  7834  8494 10582 12152 14203]
Annotated 3SS: [ 4104  7557  8375 10366 11993 14070 14786]
SMsplice 5SS: [  456  4193  8494 10582 12152 14203]
SMsplice 3SS: [ 4104  8375 10416 11993 14070 14786]
top_k =  500
Partition function (log Z): 4.243482510792868

Sorted 5' Splice Sites (High to Low Probability):
Position 8494: 0.9962127692839065
Position 14203: 0.9321958484222409
Position 456: 0.8849867680876167
Position 4193: 0.8804990998457979
Position 12152: 0.8330530244462251
Position 10582: 0.8308375511002346
Position 2980: 0.4614323534633604
Position 7834: 0.23454430223287853
Position 14470: 0.23112101912916674
Position 7122: 0.2193496323415836
Position 7925: 0.21682719232669323
Position 13909: 0.19079503037872597
Position 586: 0.18801657889018997
Position 3198: 0.18234405690104727
Position 4010: 0.16599770323861537
Position 7666: 0.14986194837079314
Position 7095: 0.14364266511679552
Position 5236: 0.13341226836223813
Position 9022: 0.08671560656733425
Position 2170: 0.06036137987246662
Position 6109: 0.053060244881790675
Position 10541: 0.05215726082499744
Position 3331: 0.03972573958968353
Position 12056: 0.03955311518581233
Position 11841: 0.037139551029443905
Position 8686: 0.03219926647710837
Position 11863: 0.03144893419646944
Position 9106: 0.027969841759027413
Position 810: 0.026057958340132432
Position 3660: 0.02600253928128776
Position 7639: 0.02403698470438406
Position 7671: 0.023195253766287227
Position 2025: 0.021335586269019928
Position 1094: 0.020617606924026807
Position 13785: 0.020549154274745858
Position 12741: 0.015686882110224294
Position 11822: 0.013837021974731625
Position 2522: 0.013395401240247943
Position 3295: 0.012977460895203985
Position 12168: 0.009779993996400818
Position 8297: 0.009083116476052666
Position 4362: 0.008308539326624283
Position 11150: 0.008197386648973381
Position 12844: 0.008078278976525025
Position 4260: 0.007173547888607668
Position 3448: 0.006834433792106949
Position 12050: 0.00660923866092089
Position 1788: 0.006338425103197993
Position 10662: 0.006221943616166349
Position 3561: 0.005208245027427701
Position 11161: 0.004090774699565086
Position 11919: 0.004028152719461776
Position 1198: 0.004022722847178287
Position 12212: 0.003850965068232436
Position 5342: 0.003828685411920594
Position 4410: 0.003763625001140031
Position 14198: 0.0036310728080195713
Position 1202: 0.0035748299931680043
Position 12185: 0.0032674684989799484
Position 2754: 0.002947519208908002
Position 5327: 0.00294574779745913
Position 6754: 0.0028950370177598427
Position 12456: 0.0028238286261437527
Position 2931: 0.0026816118024852852
Position 15619: 0.0022320563748420754
Position 2991: 0.0022084269208318243
Position 299: 0.0021356836488685095
Position 330: 0.002002845907925449
Position 7273: 0.0019828869788123143
Position 3368: 0.0017124422616271006
Position 12125: 0.0016032982254553898
Position 6432: 0.0015367024967556492
Position 3440: 0.0015188045721236379
Position 1308: 0.0014056598797916242
Position 1794: 0.0013569049917074544
Position 1149: 0.0012326610293003626
Position 130: 0.001229724780882637
Position 14575: 0.0011561699430369795
Position 13406: 0.0011457523967533419
Position 12377: 0.0010333555220151545
Position 2838: 0.000953762933807728
Position 5587: 0.0008203146155424307
Position 4400: 0.0007948661808620646
Position 1803: 0.0007707596534556246
Position 2029: 0.0007252101533773036
Position 15776: 0.0007000188961874277
Position 15040: 0.0006967518714140721
Position 5098: 0.0006367363298672067
Position 1691: 0.0005227464086148282
Position 4439: 0.0005096570148677843
Position 14137: 0.00048002831686900783
Position 869: 0.0004671848939742841
Position 12898: 0.0004084046026821764
Position 2581: 0.00039096346799759297
Position 1798: 0.00037719525020532747
Position 12662: 0.00036046281546725446
Position 1076: 0.00029483745178088093
Position 2475: 0.0002683544491071385
Position 3520: 0.0002679644691718914
Position 3468: 0.00026746758514392335
Position 2571: 0.00023441127033578033
Position 1056: 0.00023224795236085515
Position 3505: 0.0002139778917133854
Position 12776: 0.00018242227217351675
Position 4823: 0.00018164604712703105
Position 183: 0.00012193636215737029
Position 4764: 0.00011795243028914592
Position 5084: 9.593457420624368e-05
Position 692: 8.320099665460022e-05
Position 5061: 8.194277679154754e-05
Position 637: 7.255889509526994e-05
Position 525: 4.8707169319196725e-05
Position 2545: 4.589266355985332e-05
Position 2565: 2.832613246401034e-05
Position 514: 2.6258327968119966e-05
Position 738: 8.846885561560995e-06
Position 369: 8.442880824210614e-06
Position 106: 7.142064485248598e-06
Position 101: 5.576138617322387e-06
Position 1008: 3.965003246748736e-06
Position 2246: 3.801167040798204e-06
Position 1381: 3.6602180261669003e-06
Position 197: 3.528195164720491e-06
Position 9: 3.3649735544931565e-06
Position 308: 3.0532223242627453e-06
Position 620: 2.749840294989401e-06
Position 1412: 2.5640170627182863e-06
Position 347: 1.9595819176607338e-06
Position 364: 1.55720168043568e-06
Position 1442: 1.4094338731235448e-06
Position 758: 1.247156378773751e-06
