Gene = CPT2
index = 405
Annotated 5SS: [  667  4371  6001 14891]
Annotated 3SS: [ 4289  5893 13585 16834]
SMsplice 5SS: [ 667 4371 6001 7645 8167]
SMsplice 3SS: [ 4289  5893  7520  8093 13585]
top_k =  500
Partition function (log Z): 0.7525745941245252

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9471296594949199
Position 6001: 0.8864938093521405
Position 8167: 0.7953070128753952
Position 4371: 0.7730602554102367
Position 7645: 0.645834061941855
Position 13848: 0.32916173462184933
Position 1723: 0.2878714971294797
Position 1079: 0.2500968082198191
Position 57: 0.24054495632006404
Position 4391: 0.20387688298782633
Position 22: 0.18012703693360685
Position 1385: 0.1654447322770671
Position 6142: 0.1618255121194139
Position 5414: 0.16136155756974613
Position 2139: 0.11971692844748635
Position 6005: 0.10206752079787472
Position 5283: 0.09021338684434475
Position 4731: 0.08728350923661587
Position 13872: 0.0732355653813577
Position 8456: 0.06834149764471766
Position 14891: 0.06546453098722745
Position 7677: 0.048405385269385606
Position 12056: 0.039542212324041356
Position 7539: 0.039096930776183245
Position 16388: 0.03775819315698243
Position 7711: 0.03469728765702555
Position 16395: 0.023691083185243687
Position 8288: 0.022931484810122353
Position 14822: 0.013743293680470454
Position 1039: 0.013681516993446679
Position 3039: 0.011206838423197023
Position 8176: 0.009229286145002092
Position 10742: 0.009091840915658896
Position 317: 0.008599959916056624
Position 9432: 0.006999825629295118
Position 6021: 0.006741039693625803
Position 5711: 0.006088264220064028
Position 3144: 0.005433507566953042
Position 2482: 0.005005792577964245
Position 9539: 0.0043019074054994316
Position 12213: 0.003897650032187104
Position 7658: 0.0037880668378945134
Position 7803: 0.0031560782089287516
Position 560: 0.00289505416896002
Position 8828: 0.0028459933821190176
Position 2080: 0.00239212190355209
Position 12554: 0.0022591916928323954
Position 6915: 0.0022129621405133637
Position 2332: 0.002121521681776363
Position 8127: 0.0020392693622127917
Position 71: 0.0016605759312733669
Position 1027: 0.0016501869577971262
Position 14679: 0.0012760811001096169
Position 401: 0.001147157372711319
Position 313: 0.0011013161054114788
Position 1342: 0.0010389051911924231
Position 6098: 0.0010126466005178194
Position 14035: 0.0009896567477127556
Position 224: 0.0009101903579076528
Position 8200: 0.0007720408098081518
Position 9901: 0.0006943408976418121
Position 412: 0.000694081410857838
Position 1727: 0.0006267485171230169
Position 1010: 0.000624146870554567
Position 1029: 0.0005768348791768498
Position 5669: 0.00043009335949880317
Position 1558: 0.0004228223079165857
Position 5098: 0.00037616535623833866
Position 382: 0.0003745879275324463
Position 3080: 0.00035156695019303904
Position 3247: 0.0003260383026829301
Position 8212: 0.0002764139600391311
Position 124: 0.00023070742892289118
Position 300: 0.00018124379832647612
Position 4628: 0.0001744324861226683
Position 518: 8.96428561776617e-05
Position 345: 8.328200055343889e-05
Position 6017: 7.527570546594529e-05
Position 90: 4.184612153708911e-05
Position 1376: 3.08201171139569e-05
Position 6055: 2.224831549052745e-05
Position 423: 1.8353243724477038e-05
