Gene = LNP1
index = 788
Annotated 5SS: [ 1247 28693 50757]
Annotated 3SS: [28503 50525 54583]
SMsplice 5SS: [ 1247 28693 34235 50256 50613]
SMsplice 3SS: [28503 34047 50074 50525 54583]
top_k =  500
Partition function (log Z): -34.4304578505994

Sorted 5' Splice Sites (High to Low Probability):
Position 1247: 0.5004037364540589
Position 970: 0.22780774465009668
Position 20: 0.09005000452402154
Position 295: 0.08800820756323145
Position 989: 0.0777867858669207
Position 7050: 0.029155097277559737
Position 7882: 0.027001592115521694
Position 3204: 0.016105856062338407
Position 548: 0.01560003046990201
Position 457: 0.012882811864128832
Position 6447: 0.009112484814625918
Position 10196: 0.00806984594867536
Position 1054: 0.007143417342008925
Position 1883: 0.005743148785027945
Position 14: 0.003928556915714484
Position 619: 0.0034308388590040106
Position 1769: 0.002650602525793259
Position 266: 0.0024322548487775825
Position 707: 0.001973681307135136
Position 682: 0.0016045697090536321
Position 1992: 0.0014776078032727887
Position 179: 0.0011169679316682451
Position 18: 0.000978598832450622
Position 1584: 0.0009720930374749844
Position 108: 0.0009260550879790284
Position 1062: 0.0008988122809888557
Position 6526: 0.000892631418161214
Position 600: 0.0008318611809889401
Position 1965: 0.0008036463230588105
Position 24: 0.0008029481694753642
Position 292: 0.0008019281871085812
Position 689: 0.0007339397561189711
Position 3346: 0.0006372192667484108
Position 3426: 0.0005877969024474838
Position 2482: 0.0005789688277990461
Position 393: 0.0005658827737381588
Position 70: 0.000527360899007809
Position 872: 0.0004387537562032593
Position 2089: 0.0004047187159179566
Position 703: 0.00038429808403340246
Position 455: 0.00031706892138857844
Position 331: 0.0003026971349382695
Position 402: 0.00027575144511222206
Position 822: 0.0002314421288458828
Position 1444: 0.0001709295758271345
Position 269: 5.1990608444100376e-05
Position 581: 2.820651410752116e-05
Position 1040: 2.0545210359975733e-05
Position 646: 1.7734691489420187e-05
Position 1261: 6.379668959954666e-06
Position 1231: 3.430783998958128e-06
Position 1604: 2.476977446176248e-06
Position 1129: 2.287512745991891e-06
Position 763: 1.7119422220847034e-06
Position 630: 1.1848376011859697e-06
Position 722: 1.1585074698722503e-06
Position 92: 2.3488399182574798e-07
Position 784: 2.1994027460991921e-07
Position 833: 2.137855770011749e-07
Position 306: 1.9960531596273487e-07
Position 101: 1.8236556576635747e-07
Position 113: 1.7946627618305697e-07
Position 355: 1.6642324373468738e-07
Position 1108: 1.4603023246337217e-07
Position 366: 1.1516341954410785e-07
Position 531: 1.1465197514336458e-07
Position 728: 9.687342416297871e-08
Position 323: 9.635513516734894e-08
Position 881: 5.9026371546898626e-08
Position 387: 4.948792209064507e-08
Position 30: 7.402041538920256e-09
Position 98: 9.4925850681668e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11374: 0.19488692172303074
Position 2172: 0.1331114696141829
Position 3092: 0.10421584010403395
Position 11809: 0.07287058950215057
Position 10089: 0.055286806563125956
Position 16045: 0.04670596119529837
Position 6899: 0.04521173770943464
Position 6933: 0.03185949031204191
Position 7736: 0.03134779578959873
Position 1768: 0.03115515644294018
Position 1436: 0.03023009121219617
Position 1113: 0.030099903183076933
Position 6321: 0.025119655096251532
Position 6874: 0.019655284827381596
Position 4575: 0.019604882438490748
Position 5881: 0.01959750927042177
Position 12958: 0.018771113985353416
Position 6446: 0.0187434871341327
Position 11525: 0.01795114103752523
Position 10841: 0.013546477542013918
Position 6201: 0.013509212777562063
Position 2833: 0.013130968604327161
Position 6340: 0.011146873595944776
Position 1069: 0.01112104242901617
Position 2316: 0.010975530565481456
Position 5361: 0.010777304283392932
Position 4594: 0.010003383166223486
Position 5386: 0.009613288323272557
Position 6030: 0.008917708003970376
Position 1839: 0.008136010072719446
Position 129: 0.008094135943617846
Position 7585: 0.007808900700999903
Position 1475: 0.007277407321158575
Position 7588: 0.0058465413272217525
Position 3492: 0.005590414321993783
Position 6722: 0.004312768054648777
Position 939: 0.004060001953368424
Position 4649: 0.0038483368662935295
Position 6830: 0.0033797378071741043
Position 9354: 0.0028846788192775524
Position 6008: 0.002711926946571757
Position 2291: 0.0024267848485243705
Position 3620: 0.0022910872538786996
Position 2224: 0.002280445955185343
Position 1664: 0.0016191454935987222
Position 969: 0.0009684237309043355
Position 1129: 0.0008957948787304709
Position 599: 0.000890910884643259
Position 3137: 0.0008797430124207879
Position 4448: 0.0008555506984263217
Position 6041: 0.0008453961683019636
Position 4106: 0.0008057988726109774
Position 3644: 0.000798788937801911
Position 1132: 0.0007327577140147634
Position 1168: 0.0006169156544447189
Position 3157: 0.000582956045686556
Position 2131: 0.0005572031643089557
Position 2151: 0.0005023030051157101
Position 1985: 0.00043615466449516984
Position 2772: 0.0004311463612284683
Position 1891: 0.0003841772830923767
Position 1348: 0.00035822092237579556
Position 3473: 0.00027749488193799663
Position 4006: 0.00026921997792715235
Position 1651: 0.0002690921952457971
Position 164: 0.0002574736655194991
Position 881: 0.00025155136553465683
Position 3782: 0.0002473875306242977
Position 1177: 0.00024709337471094433
Position 397: 0.00024379177606434875
Position 2714: 0.00024280775217862605
Position 2723: 0.00023673408895397805
Position 1390: 0.00023374224353693367
Position 3425: 0.00021035179724893097
Position 1687: 0.0001778783784432056
Position 1002: 0.00017747156054290076
Position 905: 0.0001600626471951569
Position 833: 0.00014954644570417354
Position 1196: 0.0001255723275428088
Position 104: 0.00012236392338047192
Position 2365: 0.00011920966594694371
Position 1584: 0.00011278770813034911
Position 347: 6.658804886626937e-05
Position 1072: 5.919584325961846e-05
Position 1624: 5.091043453675977e-05
Position 1618: 4.087607550298423e-05
Position 1084: 2.5989340669137534e-05
Position 1016: 1.8126837731976893e-05
Position 1222: 1.380715270747584e-05
Position 836: 1.9837382018017965e-06
Position 788: 1.6194749552171553e-06
Position 686: 1.2752461859809266e-06
Position 772: 6.968378976487498e-07
Position 888: 4.0290739024637595e-07
Position 610: 9.059403666984826e-08
Position 1588: 1.9867156507303926e-08
Position 1672: 1.4018475102074097e-08
Position 137: 1.3228808754823102e-08
