Gene = ZMYM1
index = 1604
Annotated 5SS: [  140 19434 34298 36106 37781 44684 44984 50662 52127 52345]
Annotated 3SS: [19207 34127 36032 37530 44508 44770 50507 51985 52300 53190]
SMsplice 5SS: [  140 34224 39662 44684 50662 52127 52345 53396]
SMsplice 3SS: [34127 39564 44508 50507 51985 52257 53190 54852]
top_k =  500
Partition function (log Z): -30.5562255576851

Sorted 5' Splice Sites (High to Low Probability):
Position 140: 0.9924273427964493
Position 9194: 0.08854981565396232
Position 15501: 0.0421503606765963
Position 105: 0.0065365837943735655
Position 2591: 0.003812122833826211
Position 10930: 0.0035704957500073387
Position 2694: 0.0031763523521791477
Position 2636: 0.0029593498841530446
Position 322: 0.0021616308225251
Position 10960: 0.001448494146865799
Position 1420: 0.0011976673281112798
Position 807: 0.0010375713268384091
Position 2788: 0.0009251569034917148
Position 310: 0.0006061020481889983
Position 654: 0.0005925847690473968
Position 4492: 0.000341332434171832
Position 1183: 0.0002792412763263465
Position 3112: 0.00023963151373022096
Position 972: 0.00021832730259578451
Position 3037: 0.00017090156280604574
Position 297: 0.0001227454815722527
Position 736: 3.569835020796452e-05
Position 96: 2.4660568732613993e-05
Position 2324: 1.6872070944538906e-05
Position 1133: 5.402261770851535e-07
Position 194: 1.4295244904371125e-07
Position 81: 1.3213794590312953e-07
Position 238: 9.78685138230706e-08
Position 51: 3.5221422288525875e-08
Position 230: 2.714724077318607e-08
Position 15: 2.105948295797421e-08
Position 124: 1.2800104012181535e-08
Position 637: 1.2605368117406478e-08
Position 610: 1.169848627065436e-08
Position 502: 5.933510878541498e-09
Position 783: 4.427765144398884e-09
Position 258: 4.228065116229682e-09
Position 409: 2.9397138188171053e-09
Position 357: 1.4586519091365568e-09
Position 223: 1.2091146979192506e-09
Position 354: 7.380087596389009e-10
Position 147: 5.532591816635064e-10
Position 580: 2.9847193309751617e-10
Position 576: 2.3675278163759103e-10
Position 35: 1.7275865696534382e-10
Position 470: 1.0099382401282738e-10
Position 1087: 7.972805031198576e-11
Position 555: 1.130982818644868e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17228: 0.15589740121484041
Position 9071: 0.12399179126648356
Position 18783: 0.11978285749982728
Position 214: 0.09058222251400752
Position 15375: 0.07297319918481157
Position 12007: 0.0659770423181477
Position 20960: 0.05032713600379637
Position 10798: 0.04447606512074408
Position 15099: 0.0401964927391524
Position 17441: 0.028291018137671674
Position 13631: 0.02805857405901753
Position 861: 0.024025206238305844
Position 12056: 0.020137599977721063
Position 12705: 0.017290241924184754
Position 407: 0.014808735239722
Position 14054: 0.01360180826300593
Position 9747: 0.012972923375058813
Position 428: 0.01019672094084832
Position 4929: 0.009929825590397479
Position 12832: 0.00971389273419664
Position 10688: 0.009233873123383843
Position 15590: 0.009084743542070313
Position 15569: 0.009068723360434558
Position 11464: 0.008844425484293568
Position 4685: 0.008335281124065732
Position 2513: 0.006410913043913824
Position 6456: 0.006287756511985511
Position 10839: 0.005925857462754472
Position 10264: 0.005916353599939982
Position 14654: 0.00581584234127473
Position 2425: 0.005241615045854924
Position 5375: 0.005173757365814685
Position 9493: 0.005012852457524764
Position 8779: 0.00483694081767786
Position 15095: 0.004702058923978384
Position 12478: 0.004392810058384918
Position 10767: 0.004188859380543171
Position 6431: 0.003997049720870268
Position 12885: 0.003947278913414043
Position 13968: 0.0038244295268117295
Position 5607: 0.0036946329505451684
Position 2575: 0.0034883838870960722
Position 7217: 0.0030290612730180665
Position 7546: 0.0029183275693214707
Position 12807: 0.0028285623975158195
Position 11566: 0.002437831656515756
Position 9647: 0.002196144658835385
Position 11143: 0.0020940275526055113
Position 1029: 0.001987098457531942
Position 6975: 0.0018426469249271645
Position 2897: 0.0017070195692725793
Position 8186: 0.001701848845593118
Position 11119: 0.001661579143378091
Position 12673: 0.0016472567702330518
Position 6151: 0.0015166781212090764
Position 8211: 0.0014378983896923732
Position 9916: 0.0014104931291091395
Position 3190: 0.0013842815518698391
Position 10203: 0.0012668410908308338
Position 10598: 0.0012663620713088799
Position 11732: 0.0011961240325419726
Position 11519: 0.0011727544349257025
Position 10359: 0.0011680958531298058
Position 1275: 0.001150001750585803
Position 11193: 0.0011453828436482263
Position 3230: 0.0010891153756194905
Position 5456: 0.0009924447982993959
Position 11951: 0.0009622256266092229
Position 2230: 0.0009439182316930463
Position 10037: 0.0009257085497207318
Position 10313: 0.0008939873947010238
Position 10505: 0.0008080671990582011
