Gene = TIMMDC1
index = 1402
Annotated 5SS: [  396  2329  5089  5490 15188 18784]
Annotated 3SS: [ 2162  4999  5421 15108 18672 25073]
SMsplice 5SS: [  184  2329  4691  5089  5490 15188 17408 18784]
SMsplice 3SS: [ 2162  4542  4999  5421 15108 17327 18672 25073]
top_k =  500
Partition function (log Z): -6.274049651953463

Sorted 5' Splice Sites (High to Low Probability):
Position 18784: 0.9886198064861463
Position 5089: 0.9732854681552386
Position 4691: 0.9394472831659679
Position 15188: 0.8338289283155154
Position 5490: 0.7148994466465558
Position 2329: 0.5657541597827664
Position 17408: 0.49029890176059027
Position 184: 0.38559862937221856
Position 208: 0.282172554899955
Position 57: 0.23291464152810823
Position 6011: 0.055852862249966544
Position 23608: 0.055628090517464306
Position 25335: 0.044562134063547885
Position 423: 0.03673809836853463
Position 4836: 0.0356221635856397
Position 24873: 0.02773570426449561
Position 25619: 0.0214170044383247
Position 396: 0.017485242041565707
Position 23661: 0.016835059908274077
Position 411: 0.014995065858031125
Position 24861: 0.01250087279622695
Position 23146: 0.01203485533410018
Position 17260: 0.011473796046615848
Position 17008: 0.010999882592106307
Position 188: 0.010994432838266737
Position 491: 0.010251739469109613
Position 25661: 0.009713892319795026
Position 19681: 0.008429030765845252
Position 21851: 0.00746480096565537
Position 2201: 0.007463461727452944
Position 2940: 0.004999872283750092
Position 3523: 0.00495006093730924
Position 3340: 0.004753808917098309
Position 176: 0.0046518235969942884
Position 2238: 0.004223506777619752
Position 520: 0.004097460302140749
Position 2339: 0.004020037372681074
Position 59: 0.003783789126401429
Position 4425: 0.0037566333792871864
Position 2316: 0.003419151980992487
Position 467: 0.0033181305715692033
Position 25307: 0.0029466793856807497
Position 20536: 0.0024765301616100333
Position 5320: 0.0021108290834620344
Position 180: 0.0012165367960576415
Position 3978: 0.0012042565914636193
Position 5159: 0.00118957202301967
Position 3447: 0.0009923593453574535
Position 5368: 0.0009025872167625565
Position 85: 0.0008354351153400394
Position 5343: 0.0007392408094300362
Position 4306: 0.0006458928382577504
Position 981: 0.0006321911959484073
Position 239: 0.0005457593185901743
Position 124: 0.0004237480294878017
Position 5107: 0.0004094794449994552
Position 1392: 0.00032561743469064426
Position 418: 0.0003035758479213448
Position 384: 0.00026044924384564024
Position 454: 0.00023347610842633642
Position 2072: 0.00022805989544318823
Position 1552: 0.00012098877885704512
Position 2063: 0.00010133534051466766
Position 1568: 8.92359542176005e-05
Position 5621: 8.91813807440809e-05
Position 2651: 8.03734547080658e-05
Position 1588: 7.853810833249743e-05
Position 1499: 7.397408805813237e-05
Position 1520: 6.265058508294186e-05
Position 1528: 6.142449770295654e-05
Position 5545: 6.133432673510705e-05
Position 2083: 6.051291032068335e-05
Position 1865: 3.657398723274008e-05
Position 1518: 3.0604258687316265e-05
Position 1540: 2.5292138329456587e-05
Position 1506: 2.259833640116658e-05
Position 2069: 2.2304581773533457e-05
Position 18717: 1.4793748262875008e-05
Position 5713: 1.4137485985126452e-05
Position 161: 4.267405890542031e-06
Position 18: 3.3799812742315812e-06
Position 63: 2.3771857831053418e-06
Position 144: 1.9487039599936147e-06
Position 95: 1.3021082518280736e-06
Position 15: 1.1268544715441478e-06
Position 65: 1.1221919297049183e-06
Position 5942: 5.144160849112617e-07
Position 6745: 5.068749827228903e-07
Position 848: 1.6094579973506155e-07
Position 532: 1.506191626852232e-07
Position 13: 1.3447173577732413e-07
Position 314: 1.3182456990575483e-07
Position 545: 1.2690568834939137e-07
Position 402: 1.1659603404444142e-07
Position 1216: 9.638794774401251e-08
Position 945: 9.530254394533418e-08
Position 301: 8.905130151200302e-08
Position 1331: 8.308173777181337e-08
Position 2333: 5.937508367337777e-08
Position 2372: 4.844993741937804e-08
Position 413: 4.738172003046179e-08
Position 741: 4.452034476578831e-08
Position 442: 3.945287498790859e-08
Position 249: 2.485512464708883e-08
Position 119: 9.374466427267635e-09
Position 265: 4.6701990482154864e-09
Position 283: 1.4323857979437225e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18672: 0.9654578965936377
Position 15108: 0.821714734603011
Position 25073: 0.652477052552246
Position 5421: 0.6421768794478575
Position 2162: 0.5628527992415768
Position 4542: 0.5397969078745515
Position 4560: 0.41828320152458065
Position 4999: 0.38461917753443137
Position 4938: 0.3466547394240037
Position 17327: 0.2963902657630395
Position 17205: 0.2053824320441666
Position 4971: 0.15489462126132933
Position 25798: 0.1419445586799248
Position 26258: 0.04973630784925061
Position 4944: 0.04785064246589002
Position 23590: 0.046956070764950446
Position 23524: 0.045935440766352656
Position 19527: 0.04536203366008291
Position 5223: 0.03851025107748919
Position 4810: 0.031139396308125174
Position 22774: 0.02761176023229127
Position 26130: 0.02628464784883173
Position 24719: 0.025527163476935486
Position 25495: 0.025019031282519956
Position 24672: 0.024728840040189437
Position 5728: 0.023515457118939057
Position 18706: 0.014952644325260956
Position 5783: 0.014186073513869635
Position 23427: 0.013984084368085667
Position 5929: 0.013054212273491543
Position 2099: 0.012424504637337531
Position 14930: 0.012224099419428298
Position 18950: 0.011840122518660035
Position 5426: 0.011611137770644967
Position 25576: 0.011266216656386873
Position 18683: 0.010327528485446115
Position 5486: 0.009283422631749994
Position 5343: 0.009009417077736311
Position 19084: 0.00851125525948093
Position 21663: 0.00800890955630398
Position 20269: 0.007859022495859722
Position 4981: 0.007190619659454527
Position 3202: 0.006059368848814558
Position 4918: 0.006011891531177491
Position 16815: 0.005956573276332542
Position 16760: 0.005787760499389098
Position 1948: 0.004985979478671083
Position 280: 0.0049368481123517206
Position 21384: 0.004700146883388928
Position 23638: 0.004604049091320244
Position 2798: 0.004604032440250523
Position 4050: 0.004402526217544943
Position 5158: 0.004034912095879561
Position 4633: 0.0037259662308682436
Position 2205: 0.0034701324097890867
Position 4509: 0.003407686639894355
Position 22204: 0.0033981503762987395
Position 22124: 0.00335108699512691
Position 18489: 0.0031372254883039155
Position 5243: 0.0029888900329530415
Position 5926: 0.0028107551315474004
Position 21158: 0.0028032866516523405
Position 124: 0.002686978893972646
Position 20145: 0.0024785968364222075
Position 5027: 0.0023829903743490454
Position 3322: 0.002365221058756393
Position 3389: 0.0022037284991383525
Position 21131: 0.0021657932834864037
Position 19878: 0.002001692420268596
Position 5741: 0.001937710348602552
Position 24651: 0.001703358685568866
Position 301: 0.001627540159543159
Position 20766: 0.0014469964688270853
Position 4512: 0.0013964841283404283
Position 20192: 0.0013206433699034258
Position 4596: 0.0012990466645612148
Position 20482: 0.0012848498213200242
Position 3722: 0.0012042565914636215
Position 19739: 0.001201607848754459
Position 5139: 0.001184842454717343
Position 21297: 0.001172625447301328
Position 19023: 0.0011548834727551926
Position 24379: 0.0011522932532447782
Position 4657: 0.001126670575465745
Position 25187: 0.0010457308704632845
Position 242: 0.0010370951300604373
Position 20429: 0.0009852951990921538
Position 265: 0.0009645720319648079
Position 2169: 0.0009609052633268727
Position 18888: 0.0007626070504838801
Position 340: 0.0007198753253915732
Position 19187: 0.0006797811147769863
Position 21626: 0.0005942362824398298
Position 1429: 0.0005563074823704296
Position 22587: 0.00047217142484161796
Position 5517: 0.00043426380976375204
Position 18998: 0.00040148592364241655
Position 2801: 0.000395839843499581
Position 22172: 0.00036543107003857736
Position 21221: 0.00036006891665500874
Position 152: 0.000191499241223305
Position 187: 0.00016776415410089807
Position 20069: 0.0001567415436311994
Position 17498: 0.00015616498373938014
Position 19671: 0.00013145683646857215
Position 19533: 0.00012204905297923405
Position 11174: 8.68544277980393e-05
Position 14235: 7.611425155377305e-05
Position 2529: 6.214879989965357e-05
Position 1353: 4.818615102823622e-05
Position 3372: 4.6388612440046475e-05
Position 1747: 3.69181118476602e-05
Position 6851: 3.380448181671052e-05
Position 5367: 3.096154826565053e-05
Position 8555: 2.9765824374377105e-05
Position 5323: 2.9710735280442206e-05
Position 5347: 2.9230858107457724e-05
Position 12578: 2.421141186249802e-05
Position 3141: 2.1522180615664408e-05
Position 12303: 2.0174679329079704e-05
Position 6876: 1.8415971788661168e-05
Position 2534: 1.8224654808412422e-05
Position 9605: 1.707200173201312e-05
Position 5192: 1.5610300509318203e-05
Position 161: 1.5155132367480852e-05
Position 8226: 1.4105331024081035e-05
Position 9173: 1.1975728392215541e-05
Position 5297: 1.1157782554673858e-05
Position 7400: 1.0060789365625287e-05
Position 5532: 9.900189925021875e-06
Position 8720: 8.987408985786458e-06
Position 5289: 8.317629803733166e-06
Position 11609: 7.933458477540374e-06
Position 8751: 7.501599904825476e-06
Position 5459: 6.97413235099882e-06
Position 7232: 6.7233160491894505e-06
Position 5563: 4.106794361604212e-06
Position 5364: 3.253212490666294e-06
Position 309: 2.979899685837455e-06
Position 6264: 2.6285275904392817e-06
Position 507: 2.605297286320758e-06
Position 8656: 2.1098122678790832e-06
Position 1980: 1.1498528450311475e-06
Position 6050: 7.193786151753238e-07
Position 5634: 6.530203752156569e-07
Position 6703: 4.572800751207962e-07
Position 6036: 3.194726753420721e-07
Position 5537: 3.0601085032976574e-07
Position 6740: 2.670375305276279e-08
