Gene = SPRR4
index = 1324
Annotated 5SS: [29]
Annotated 3SS: [1204]
SMsplice 5SS: [29]
SMsplice 3SS: [1204]
top_k =  500
Partition function (log Z): -8.339679893677001

Sorted 5' Splice Sites (High to Low Probability):
Position 29: 0.6888203837939898
Position 1461: 0.166144716101013
Position 184: 0.12751190376839974
Position 838: 0.0935709770410965
Position 411: 0.0838992482140765
Position 373: 0.07736909508344503
Position 339: 0.04947474261734117
Position 128: 0.022768747105076405
Position 1291: 0.019811704503821033
Position 1589: 0.015377177815971603
Position 224: 0.012181074707970054
Position 397: 0.006811471803060277
Position 1602: 0.004582087419242462
Position 1304: 0.003407589944141837
Position 1372: 0.0033479821043773355
Position 33: 0.001921752245213245
Position 399: 0.001488647768057324
Position 639: 0.0013966212775248597
Position 248: 0.0007038477157273618
Position 974: 0.00063480048352464
Position 616: 0.0005191484023459672
Position 1422: 0.00022007050248743998
Position 195: 0.0001909633063155547
Position 651: 0.0001820975354658095
Position 1104: 0.00015365537327057622
Position 1682: 0.00013731480111473353
Position 10: 6.63966806973545e-05
Position 805: 5.2037126996053745e-05
Position 140: 1.8119576521526456e-05
Position 149: 1.3416494958834875e-05
Position 1111: 6.230275223375107e-06
Position 1076: 4.052869883499284e-06
Position 313: 3.065950668520079e-06
Position 1337: 3.0488666492163515e-06
Position 1318: 2.0240407765890946e-06
Position 278: 7.979651671747445e-07
Position 62: 5.976391041195821e-07
Position 19: 5.392902402131428e-07
Position 828: 1.9041257340833313e-07
Position 47: 1.5989232364980832e-08
Position 331: 9.311303667875692e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1204: 0.8127954974527051
Position 1545: 0.16475701327369868
Position 261: 0.12261136170135067
Position 1681: 0.07772518640685579
Position 1371: 0.05136910385878988
Position 396: 0.03012249150059227
Position 742: 0.026653051777700578
Position 1220: 0.0238634227589655
Position 1239: 0.013286318961105199
Position 224: 0.00777985740926069
Position 135: 0.007427153407599304
Position 1712: 0.005797072944798431
Position 96: 0.005074609540400329
Position 520: 0.004811134603398608
Position 1242: 0.0031504305795359453
Position 1236: 0.0030894395937555107
Position 442: 0.0025457157975104254
Position 1353: 0.0021887972799616725
Position 1586: 0.00190367816000795
Position 287: 0.0016502285781996764
Position 338: 0.0014412934302915502
Position 1396: 0.0012698352314241613
Position 699: 0.0011628851806703964
Position 1411: 0.0010295024922879498
Position 373: 0.0010162697545185173
Position 284: 0.000993532716475888
Position 614: 0.0008863095990141189
Position 265: 0.0007373205557384502
Position 599: 0.0005685368909096012
Position 1144: 0.0005085046021932699
Position 103: 0.0004986566254334411
Position 1049: 0.0004963657808737996
Position 268: 0.00044881150703806607
Position 1507: 0.0003926927576797482
Position 1754: 0.00029139734349170246
Position 1330: 0.0002842203609133327
Position 661: 0.00028223674974760227
Position 191: 0.000199088418087106
Position 487: 0.00017044541941849592
Position 766: 0.0001510464459194139
Position 410: 0.00013922186748530703
Position 1272: 0.0001372431450249097
Position 1377: 0.00012712903489859516
Position 1222: 0.00012033288239822164
Position 651: 8.199567062475242e-05
Position 545: 8.03722849660806e-05
Position 631: 7.998733734754683e-05
Position 902: 6.595637161652678e-05
Position 784: 6.574115641148459e-05
Position 1245: 6.394135219637142e-05
Position 808: 6.200633222517275e-05
Position 1432: 5.5053925037327664e-05
Position 978: 5.0650800627436206e-05
Position 1071: 4.1249359174892544e-05
Position 316: 3.159217130565464e-05
Position 290: 2.5188845046873097e-05
Position 1332: 2.3858975903257464e-05
Position 774: 2.118233966708118e-05
Position 566: 2.018479113938077e-05
Position 528: 1.8614706592935853e-05
Position 634: 1.4499306383898945e-05
Position 549: 1.0374816112713478e-05
Position 672: 8.13334949599731e-06
Position 377: 7.655950298543688e-06
Position 1416: 7.330666448839114e-06
Position 583: 6.035176505472046e-06
Position 109: 9.81532548514072e-07
Position 149: 4.28541464856003e-07
Position 195: 3.6590362596433953e-07
Position 298: 2.74560543010313e-07
Position 140: 1.733882246596359e-07
Position 306: 8.607620464713855e-08
Position 300: 2.200741257670874e-09
Position 326: 1.6574580924158916e-09
