Gene = SCAI
index = 1228
Annotated 5SS: [   112    864  87621 113853 115105 116685 122824 124390 124698 140028
 140383 141532 143606 148563 167383 171826 172127]
Annotated 3SS: [   818  87488 113756 115017 116585 122726 124290 124544 139925 140280
 141452 143505 148480 167309 171651 172025 190542]
SMsplice 5SS: [   112    864   9893  26423  26563  63897  85907  87621 108873 113853
 116685 118785 122824 124390 124698 132339 140028 140166 140383 141532
 143606 146442 148563 167383 168250 171826 172127]
SMsplice 3SS: [   818   9765  26266  26523  63693  85788  87488 108755 113756 116585
 118679 122726 124290 124544 132258 139925 140106 140280 141452 143505
 146361 148380 167309 168153 171651 172025 190542]
top_k =  500
Partition function (log Z): -83.88717135616285

Sorted 5' Splice Sites (High to Low Probability):
Position 864: 0.9985512113873977
Position 112: 0.967961844617355
Position 9893: 0.8030027327664645
Position 19442: 0.09778207819273861
Position 10864: 0.07022418988422875
Position 2278: 0.057205194939033706
Position 11136: 0.05634940261335481
Position 7382: 0.04184853138495415
Position 15906: 0.030691594483571113
Position 2817: 0.02266988008824302
Position 15852: 0.02251541009338262
Position 10405: 0.018219362585780316
Position 4167: 0.017065571500984533
Position 304: 0.0167490997088514
Position 627: 0.016014633985398808
Position 5571: 0.015233240626664946
Position 7227: 0.011364262073697017
Position 2413: 0.010069097851387572
Position 2417: 0.008205570411139156
Position 2905: 0.007916314950214309
Position 6008: 0.0028250086064657825
Position 1118: 0.0027659583595997387
Position 2393: 0.002725850374954225
Position 464: 0.0025666318805880653
Position 8362: 0.002548295097236712
Position 13367: 0.0023345675342401383
Position 11629: 0.0018353368138195859
Position 10979: 0.0018231743287940008
Position 532: 0.0012911856674218006
Position 582: 0.001170519585152651
Position 62: 0.0009696026560799304
Position 11706: 0.0008921245994434925
Position 453: 0.0006228632486155291
Position 339: 0.0005693584461418045
Position 598: 0.0004494038922037472
Position 689: 0.0003696602526953686
Position 522: 0.00022065112714717534
Position 754: 0.00021240584062790036
Position 653: 0.00016518494471124055
Position 317: 0.00016377135466065723
Position 2093: 0.00010357571072274305
Position 1836: 9.341700304241543e-05
Position 2021: 8.665314392343995e-05
Position 1059: 8.516837160763287e-05
Position 149: 7.738293429641199e-05
Position 137: 7.181938471191891e-05
Position 9990: 5.0872088541416823e-05
Position 125: 5.059691423851747e-05
Position 945: 4.530146158101757e-05
Position 2263: 2.0421392860637257e-05
Position 526: 1.3240442719681612e-05
Position 96: 1.2512356228371008e-05
Position 2014: 1.1711465634226918e-05
Position 1452: 1.030188189523401e-05
Position 536: 9.732266453350873e-06
Position 229: 8.878357089231936e-06
Position 684: 8.016646497709854e-06
Position 3880: 7.456548037469024e-06
Position 2925: 6.9943507840600475e-06
Position 503: 6.41475956754746e-06
Position 3359: 3.6246507762053288e-06
Position 3954: 3.5054526511720184e-06
Position 3438: 2.997753798701376e-06
Position 1498: 2.838434564708451e-06
Position 2903: 2.681457393950248e-06
Position 1073: 2.5698671071345698e-06
Position 949: 1.9048810778346443e-06
Position 647: 1.426420015932858e-06
Position 2531: 1.4240104479271658e-06
Position 570: 1.4001644104290055e-06
Position 938: 1.127951780829922e-06
Position 409: 9.255134052266275e-07
Position 729: 8.904647020376004e-07
Position 1604: 8.445201304784133e-07
Position 726: 5.79931114255091e-07
Position 191: 5.587334311721088e-07
Position 1335: 5.311319209241021e-07
Position 1361: 5.140604398404195e-07
Position 2183: 4.308350733509372e-07
Position 2490: 3.250458269085598e-07
Position 1597: 3.013232288849758e-07
Position 2457: 2.7799287220735155e-07
Position 2248: 2.141104557181162e-07
Position 1113: 2.1090850084896846e-07
Position 2338: 1.4873966338705082e-07
Position 1306: 1.3942268939031196e-07
Position 1736: 1.3848956694571375e-07
Position 2150: 1.366599996603394e-07
Position 2118: 1.3448681910980963e-07
Position 925: 1.5467903006993e-08
Position 920: 1.22729570492188e-08
Position 872: 5.1665409071162994e-09
Position 894: 4.361524070826629e-11
Position 315: 2.3279091515041248e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 818: 0.855623964460594
Position 9765: 0.8130786497345214
Position 19326: 0.41429282146499413
Position 20596: 0.21721137171623994
Position 791: 0.1419355959972317
Position 14460: 0.10197972653480118
Position 16521: 0.0961231018636208
Position 10956: 0.0746905334491027
Position 15734: 0.05320700457695372
Position 23214: 0.05183869444739339
Position 2644: 0.038344636746251874
Position 10773: 0.03622501996791658
Position 7140: 0.03234819756577714
Position 13289: 0.031491010872714914
Position 22617: 0.030505313529258924
Position 2069: 0.029374267323182837
Position 2243: 0.027523668177333132
Position 10110: 0.023941290498433975
Position 10463: 0.023472690115977902
Position 15972: 0.021571660260248975
Position 2170: 0.017530175732652753
Position 4053: 0.01706089953259903
Position 16752: 0.014908794944747415
Position 5383: 0.014110218150320588
Position 10558: 0.01221589086662411
Position 7122: 0.010474509792984919
Position 10184: 0.009626074685799789
Position 18658: 0.007783596198445945
Position 11519: 0.007780895591690355
Position 10832: 0.006291339145677522
Position 11539: 0.006220086791241924
Position 10040: 0.0061671107945648175
Position 7159: 0.005654562357273511
Position 7076: 0.004961733626060003
Position 17520: 0.004465825102281329
Position 12091: 0.0032310442595410143
Position 4095: 0.0030811465036251107
Position 984: 0.002896713239036556
Position 10299: 0.0026021052100201458
Position 262: 0.002590554223519137
Position 8180: 0.002393315463460074
Position 5920: 0.0023464211353341966
Position 234: 0.0023356906485358887
Position 10020: 0.0018832323698198615
Position 210: 0.0018019416027356089
Position 15207: 0.0014712423612523355
Position 2135: 0.0014296882807978148
Position 2640: 0.0014003009398917948
Position 10273: 0.0012886248436440606
Position 2664: 0.001251688016996145
Position 8926: 0.00114709093234732
Position 2809: 0.001048356092527293
Position 14087: 0.001012098070927432
Position 514: 0.0010068624086002325
Position 14746: 0.000934973358696208
Position 8222: 0.000810774505348717
Position 13331: 0.0007975465235439105
Position 2150: 0.0007501291800035167
Position 303: 0.0006652468088573775
Position 13264: 0.0006617953596202029
Position 1016: 0.0006536544760311176
Position 5327: 0.0006196553052061625
Position 3648: 0.0005946870881820745
Position 3292: 0.0005629764467712849
Position 5764: 0.0005395610147027796
Position 757: 0.0004962852732886238
Position 2374: 0.00048579306359212754
Position 1905: 0.000477523190554678
Position 5396: 0.00047734960558393636
Position 8339: 0.00045140684043249937
Position 2190: 0.0004103183231544302
Position 4014: 0.0003757432782030376
Position 11204: 0.000328352976216386
Position 6067: 0.0003219720849472724
Position 3874: 0.00029849843827792026
Position 9090: 0.0002947321382255434
Position 2121: 0.00028990458379399476
Position 2183: 0.00028785302493199285
Position 722: 0.00028245389172371077
Position 1228: 0.0002749800345191633
Position 6228: 0.0002731782712022714
Position 5380: 0.0002731776192126675
Position 1173: 0.0002700404714282075
Position 212: 0.00025936197891215533
Position 11619: 0.0002550042459490695
Position 4166: 0.00024756914137929727
Position 1152: 0.00024373251710380024
Position 7531: 0.00022844492013056463
Position 372: 0.00021404232066703175
Position 660: 0.00020352838686260772
Position 738: 0.0001984803737734266
Position 3966: 0.00019642028897724786
Position 6433: 0.0001894194841996911
Position 10929: 0.0001823658807909457
Position 2087: 0.00017445617444575442
Position 3680: 0.00016981435600296486
Position 1681: 0.0001673723585673476
Position 6473: 0.00016456078674678045
Position 196: 0.00016235291032155118
Position 693: 0.00015322198793274883
Position 8361: 0.00015247156947987618
Position 567: 0.00014636631813815773
Position 8149: 0.00014463833014423505
Position 7870: 0.00013771272068135716
Position 10134: 0.00013060042171583663
Position 525: 0.0001265042851651044
Position 9513: 0.00012094247940457689
Position 2835: 0.00012003287810620538
Position 9103: 0.00011804522704489726
Position 8951: 0.00011568853963747707
Position 3773: 0.00011565622715081905
Position 473: 9.562384541285763e-05
Position 7903: 8.549706628085266e-05
Position 2263: 8.487076292734037e-05
Position 4250: 8.325705266611132e-05
Position 8008: 7.750568355091786e-05
Position 832: 7.652691270782473e-05
Position 7554: 7.553244843552613e-05
Position 1040: 7.37673801945423e-05
Position 178: 7.072362713905929e-05
Position 1190: 6.342721532201207e-05
Position 6070: 6.160394002889582e-05
Position 390: 6.133849687521173e-05
Position 531: 5.831209348445338e-05
Position 3312: 4.776176732230314e-05
Position 3288: 4.7583298130534496e-05
Position 6289: 4.7466617410150325e-05
Position 1645: 4.733916159118442e-05
Position 5628: 4.3492449201476095e-05
Position 1881: 4.29584001744077e-05
Position 4445: 4.224039048186461e-05
Position 4616: 4.058426331277731e-05
Position 6187: 3.897375458209787e-05
Position 4110: 2.79934809922307e-05
Position 4816: 2.5805956803982697e-05
Position 4319: 2.5422557391313052e-05
Position 1067: 2.5003710800003133e-05
Position 5584: 2.4944753406231242e-05
Position 6192: 2.3659337061285483e-05
Position 4343: 2.2958422668320024e-05
Position 365: 2.167513730653321e-05
Position 669: 1.888685491114446e-05
Position 4681: 1.8317277872645176e-05
Position 3069: 1.8312394512187238e-05
Position 4636: 1.8160477210174567e-05
Position 446: 1.796765300301695e-05
Position 952: 1.716758174049534e-05
Position 4276: 1.617600860015594e-05
Position 424: 1.5955558767516684e-05
Position 5109: 1.5823186159696264e-05
Position 4557: 1.5424706333004777e-05
Position 1428: 1.4763275610352898e-05
Position 688: 1.4672513273792119e-05
Position 510: 1.4266550274911937e-05
Position 3203: 1.243062530010628e-05
Position 1527: 1.1772197708908371e-05
Position 1684: 1.0826847412098518e-05
Position 3468: 1.012725626136569e-05
Position 298: 7.326431046569462e-06
Position 426: 7.262739243390189e-06
Position 1122: 5.819497341843695e-06
Position 549: 5.6570033469557796e-06
Position 593: 5.477572655274588e-06
Position 488: 4.918996395334034e-06
Position 2276: 4.621079234657536e-06
Position 2051: 4.302985535453065e-06
Position 343: 4.148565362579957e-06
Position 1294: 4.046422188518614e-06
Position 2356: 4.0185330628555605e-06
Position 2222: 3.830781756342543e-06
Position 478: 3.68975094469067e-06
Position 949: 3.431397742998684e-06
Position 1839: 3.1814836427432122e-06
Position 2018: 2.5708467536345404e-06
Position 326: 2.496782339515794e-06
Position 2300: 2.2902621392432606e-06
Position 646: 2.2799805067221434e-06
Position 219: 1.908936856866992e-06
Position 2393: 1.8101777285034524e-06
Position 609: 1.5277644995125372e-06
Position 2118: 1.4100084030310577e-06
Position 1736: 1.3063033761437634e-06
Position 860: 1.1873565932688508e-06
Position 2044: 1.0067091291509292e-06
Position 2213: 8.069994609597607e-07
Position 597: 7.218528823998928e-07
Position 1913: 7.035797039119042e-07
Position 1765: 6.821766445111312e-07
Position 2089: 6.451754873737397e-07
Position 439: 6.225684380681123e-07
Position 637: 5.66182051229404e-07
Position 1686: 5.617640748422594e-07
Position 336: 5.41101705176443e-07
Position 724: 5.039265911535257e-07
Position 1701: 4.86239525361006e-07
Position 172: 3.819108010083308e-07
Position 564: 2.5169955355042925e-07
Position 575: 2.2215738225341376e-07
Position 631: 2.177126218676875e-07
Position 1654: 2.1216253065338299e-07
Position 522: 2.121484377227322e-07
Position 159: 2.1187931045749118e-07
Position 1769: 1.734355263180922e-07
Position 483: 1.2626241996159016e-07
Position 1403: 1.0306760644750362e-07
Position 857: 7.498246404415468e-08
Position 766: 7.320750024717545e-08
Position 1474: 5.936630014719313e-08
Position 1331: 1.9313569364023164e-08
Position 1434: 1.8226337426191565e-08
Position 1742: 1.3260683856660281e-08
Position 1597: 4.967054410379741e-09
Position 1752: 4.59935087707952e-09
Position 1579: 4.332664193675886e-09
Position 1245: 2.7094254608747665e-09
Position 709: 2.095069647005322e-09
Position 837: 1.3993916827685178e-09
Position 958: 1.2384649151438704e-09
Position 863: 4.139737865125777e-11
Position 1780: 3.987470489932037e-11
Position 308: 5.067064136223478e-13
Position 310: 8.92198472997104e-14
Position 321: 3.1262863058229445e-14
Position 163: 1.6386178812764617e-16
Position 130: 4.324769662049488e-17
