Gene = ANKRD55
index = 83
Annotated 5SS: [   119    504  49848  57208  62666  73527  89559 106438 116745 122242
 130866]
Annotated 3SS: [   412  49724  57076  62555  73465  89429 106252 116576 121576 130772
 133054]
SMsplice 5SS: [   119    504  27890  28483  49848  62666  71379  72572  73527  89193
  89559 106438 106943 116745 121516 121812 122242 130334 130866]
SMsplice 3SS: [   412  27734  28392  49724  62555  71281  72527  73465  89038  89429
 106252 106741 116599 121286 121607 122153 130216 130772 133054]
top_k =  500
Partition function (log Z): -63.432689855467004

Sorted 5' Splice Sites (High to Low Probability):
Position 123: 0.8041039972829704
Position 504: 0.7167464123522798
Position 3668: 0.4496170410754858
Position 3659: 0.09757346105829497
Position 251: 0.09208177717956299
Position 1105: 0.06724304454283254
Position 556: 0.051061859743615365
Position 380: 0.025187548314229088
Position 1804: 0.022034588741923895
Position 879: 0.02179822562816768
Position 160: 0.015753432263806016
Position 385: 0.013664811227670022
Position 340: 0.004945033726235456
Position 4171: 0.0040140045431068675
Position 442: 0.002810998622531721
Position 6273: 0.0022376877391861757
Position 5392: 0.00115527914232009
Position 4686: 0.0010524089306809834
Position 3446: 0.0009011322604368682
Position 2775: 0.0008214724787618362
Position 1070: 0.0005114257381288781
Position 206: 0.0004415274819316646
Position 232: 0.00041343304983886215
Position 618: 0.00033502819334326915
Position 572: 0.0002996725578335153
Position 888: 0.00022263478825445084
Position 950: 9.395054420852188e-05
Position 55: 8.674677357337337e-05
Position 1529: 8.23772167682923e-05
Position 154: 6.771259997993481e-05
Position 49: 6.0786848848242575e-05
Position 1026: 5.9570181816342534e-05
Position 191: 5.4640978888058054e-05
Position 19: 3.4555458964745776e-05
Position 590: 2.897143776529435e-05
Position 85: 2.5309692333287604e-05
Position 184: 2.163362308624471e-05
Position 193: 1.6153483363945948e-05
Position 622: 1.551221743674128e-05
Position 592: 1.248446498593548e-05
Position 1447: 8.36911314197676e-06
Position 95: 7.145246045033008e-06
Position 1131: 6.910522070473508e-06
Position 53: 3.4858383583088394e-06
Position 166: 2.8510866605211218e-06
Position 775: 2.748872798147168e-06
Position 626: 2.6443898807453655e-06
Position 598: 1.9543935983397e-06
Position 594: 1.9069171149266123e-06
Position 600: 1.8637296687108714e-06
Position 596: 1.846728290244985e-06
Position 602: 1.6988363755270644e-06
Position 604: 1.5092678765863374e-06
Position 606: 1.2673268886349453e-06
Position 168: 1.0080332637120809e-06
Position 532: 8.863806581855068e-07
Position 9: 7.839964284265239e-07
Position 1828: 6.14869444653418e-07
Position 535: 5.576196198370925e-07
Position 1244: 3.73391528317756e-07
Position 395: 3.2469063706115717e-07
Position 97: 3.1903167503484917e-07
Position 1418: 2.95815896980492e-07
Position 608: 1.1007469380930656e-07
Position 373: 4.1808394511756766e-08
Position 368: 2.16598779381946e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 412: 0.6509225950478698
Position 3540: 0.2971727236981846
Position 3421: 0.1937341859806456
Position 15817: 0.12803252833064369
Position 13002: 0.10807726550914204
Position 6806: 0.07511280495980381
Position 974: 0.07229810455253424
Position 11055: 0.06999622389237915
Position 4006: 0.06015866719807534
Position 3582: 0.04558800078642875
Position 10192: 0.04243080299376656
Position 4989: 0.03834759681139449
Position 10624: 0.03771615681841937
Position 2444: 0.03715884907840323
Position 12312: 0.03662815506928094
Position 250: 0.03433231365271854
Position 6132: 0.03241257544863107
Position 1716: 0.03029927003360199
Position 10003: 0.029463432079006927
Position 10687: 0.027640474834130284
Position 380: 0.027090880181413427
Position 3790: 0.026208493269710604
Position 7328: 0.024286614746500144
Position 8763: 0.02334032186697661
Position 3308: 0.0215893588668837
Position 2186: 0.01765860498191888
Position 6027: 0.015868535005859667
Position 10399: 0.013514093786675962
Position 1483: 0.013292580721768152
Position 877: 0.010889493324278106
Position 4052: 0.01013242072586992
Position 707: 0.008621542517758795
Position 1367: 0.008252933144964556
Position 11376: 0.007977105893951456
Position 5979: 0.007145005937851539
Position 650: 0.0070490196719131025
Position 1348: 0.006664268785752729
Position 247: 0.006417774183663285
Position 3609: 0.0064006312026693565
Position 414: 0.006312247672645447
Position 211: 0.006253765468992484
Position 4594: 0.0056477397994095565
Position 10473: 0.00553995427719027
Position 8347: 0.004971561118016549
Position 2702: 0.004895429650038094
Position 9970: 0.004753066636615906
Position 2879: 0.004619959733027236
Position 309: 0.004165165286909194
Position 5104: 0.0037650583705519025
Position 7150: 0.0033124284244982986
Position 8630: 0.002515575854610763
Position 337: 0.0024510493622866055
Position 5295: 0.0021885123105205334
Position 3879: 0.0021017292657085043
Position 496: 0.0019884097363333042
Position 4445: 0.0019163018817549423
Position 1926: 0.0018861378208722105
Position 1025: 0.0018344780737499968
Position 7621: 0.0018026353026111854
Position 2233: 0.0016401488641284879
Position 5694: 0.0015157358749564912
Position 2012: 0.0014163267325238847
Position 1306: 0.0012852196086394
Position 757: 0.0012112838004313463
Position 1752: 0.0010571912517418972
Position 1068: 0.0010523601994898168
Position 260: 0.0008612328424939514
Position 924: 0.0007410922504825602
Position 2188: 0.0006824099057220061
Position 775: 0.000653307470888237
Position 3713: 0.0005786161854874018
Position 457: 0.0004193495616963007
Position 384: 0.00038104006335855253
Position 2528: 0.000291395591042821
Position 829: 0.00022294438927371988
Position 728: 0.0001872617199659262
Position 1994: 0.0001756935804436566
Position 569: 0.00016789879694993016
Position 3360: 8.987797346107716e-05
Position 339: 5.650087649605885e-05
Position 812: 4.667368711663338e-05
Position 474: 4.540120415776326e-05
Position 230: 3.857266997709311e-05
Position 833: 2.3827633241272228e-05
Position 539: 2.3754834397803946e-05
Position 954: 8.337126367923199e-06
Position 675: 7.205318683125502e-06
Position 980: 5.452271490576964e-06
Position 391: 4.144813392020789e-06
Position 266: 4.089557929253507e-06
Position 453: 1.3250117773926346e-06
Position 189: 3.710428601359677e-07
Position 223: 1.4804148377202998e-07
Position 501: 4.706103328870558e-08
Position 106: 7.512795477703643e-09
Position 232: 5.294470769944586e-09
Position 111: 1.3003465974507546e-09
Position 154: 7.653985341515633e-10
Position 160: 2.2196628916804382e-12
Position 122: 1.889609016795752e-12
Position 118: 1.791418023710015e-12
Position 71: 1.707653072688147e-12
Position 80: 4.873358465224488e-13
