Gene = CREBRF
index = 410
Annotated 5SS: [  128 24433 30275 35050 52467 54360 56028 66851]
Annotated 3SS: [24232 30148 33962 52271 54169 55953 66727 77277]
SMsplice 5SS: [  128  2009 24433 30275 52467 54360 56028 66851]
SMsplice 3SS: [ 1916 24232 30148 52271 54169 55953 66727 82469]
top_k =  500
Partition function (log Z): -38.24378928141582

Sorted 5' Splice Sites (High to Low Probability):
Position 128: 0.9901209565179386
Position 2009: 0.8011325809051286
Position 10087: 0.10124904605323674
Position 4157: 0.09264884380861711
Position 3738: 0.0451135128519728
Position 925: 0.043287700218088074
Position 14713: 0.032799755011191534
Position 6331: 0.026430195842654308
Position 10606: 0.019388725154879133
Position 1332: 0.01830288639108873
Position 529: 0.014305174858273909
Position 1828: 0.01324680214352049
Position 4538: 0.0062807396027368114
Position 8184: 0.004384112810239619
Position 7863: 0.004358583535913439
Position 908: 0.004056158900695969
Position 9434: 0.0032653819812108902
Position 884: 0.0028267255647508103
Position 1656: 0.002104530198027756
Position 1999: 0.0014389163455882192
Position 382: 0.0006094948163184326
Position 1439: 0.00040963926936248853
Position 6673: 0.000406190546009961
Position 972: 0.00035063293187218437
Position 3575: 0.0003501199020018856
Position 314: 0.00031205929783010335
Position 1722: 0.0002690612380860594
Position 2724: 0.0002631431412475858
Position 1131: 0.00021984070592518632
Position 512: 0.00014108439828381864
Position 3148: 0.00010497865055376801
Position 1968: 9.501605545110965e-05
Position 2113: 5.99822224604264e-05
Position 3233: 4.341334627407216e-05
Position 1622: 4.237168869934601e-05
Position 3192: 4.023298770329303e-05
Position 1956: 3.877845226654312e-05
Position 2051: 3.586064610950334e-05
Position 872: 3.006334457794636e-05
Position 1994: 2.9343910088834602e-05
Position 1350: 2.6787407069048953e-05
Position 2413: 2.57416565269367e-05
Position 691: 2.3135650165829426e-05
Position 406: 1.8358044957491556e-05
Position 593: 1.732512830695312e-05
Position 669: 1.573758764470669e-05
Position 947: 1.3518220659157889e-05
Position 618: 1.1705135424075087e-05
Position 1068: 9.678332888373057e-06
Position 1763: 9.672675563857258e-06
Position 916: 6.9704900953739055e-06
Position 1720: 6.489980246514281e-06
Position 4300: 4.905879507870177e-06
Position 1281: 4.496241708157261e-06
Position 1250: 4.489091602176045e-06
Position 438: 4.306810952182177e-06
Position 358: 4.985058400446149e-07
Position 277: 1.3831154828776997e-07
Position 24: 1.0920893168260601e-07
Position 2814: 6.793562899515825e-08
Position 682: 6.617245332084129e-08
Position 504: 5.978910809581764e-08
Position 1161: 4.2449217963036046e-08
Position 101: 8.404105025525085e-09
Position 1917: 1.322918543479933e-09
Position 2058: 1.1997491408660782e-09
Position 74: 2.006734829978054e-12
Position 442: 6.931631244489295e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 1916: 0.8087006177229735
Position 14265: 0.39172875512243954
Position 22848: 0.12960930344331717
Position 9950: 0.11014385293515393
Position 3899: 0.0912677960826959
Position 21719: 0.07573187084044775
Position 13012: 0.0642737110978599
Position 18295: 0.05134668882156493
Position 10488: 0.04092028721294429
Position 15422: 0.03952229403459718
Position 7040: 0.03734852111947692
Position 775: 0.03125949527356136
Position 14555: 0.02923076594419204
Position 3574: 0.02921901434514447
Position 6248: 0.023525715488648385
Position 6208: 0.021306302936138583
Position 1231: 0.0179067696649603
Position 4393: 0.01608516794704854
Position 778: 0.014988657385375475
Position 14139: 0.01186384456984416
