Gene = PARL
index = 999
Annotated 5SS: [  186 17043 18283 22155 40677 42610 44338 51184 51416]
Annotated 3SS: [16846 18141 22105 40580 42459 44266 51081 51317 55197]
SMsplice 5SS: [  186  6756 25077 26663 28476 40677 42610 44338 51184 51416]
SMsplice 3SS: [ 6542 24936 26581 28355 40580 42459 44266 51081 51317 55197]
top_k =  500
Partition function (log Z): -27.70242812847172

Sorted 5' Splice Sites (High to Low Probability):
Position 6756: 0.8380960233846267
Position 186: 0.7916211555490015
Position 4731: 0.5090442136807001
Position 17043: 0.2802579790036477
Position 241: 0.12610197717206895
Position 5771: 0.07124665588124088
Position 16323: 0.05592334263537634
Position 3275: 0.05052062065996746
Position 25: 0.04644252858072418
Position 1162: 0.04366102694991691
Position 12134: 0.031749396647067975
Position 11960: 0.030517076699855816
Position 9638: 0.01875969671543557
Position 113: 0.01390016396388971
Position 634: 0.010979868652570664
Position 794: 0.008637737315233446
Position 30: 0.006743348834565663
Position 1925: 0.006025535818486973
Position 4644: 0.005865793641234088
Position 10941: 0.005292799840014237
Position 758: 0.004416037140040155
Position 5620: 0.004180941752622231
Position 510: 0.003839697147293581
Position 995: 0.0036155794111646157
Position 6352: 0.003612140268333716
Position 4347: 0.0020179390790994183
Position 6958: 0.001292501187161463
Position 5983: 0.0010178341519162556
Position 6966: 0.0001678098003902263
Position 3002: 0.0001310231448443089
Position 121: 0.0001131525177354457
Position 565: 0.00010856234788203482
Position 21: 8.020610228300535e-05
Position 763: 5.671202320145884e-05
Position 41: 3.852187547569996e-05
Position 52: 2.7920386885500518e-05
Position 771: 2.1072772872744926e-05
Position 1636: 2.105484644547646e-05
Position 206: 1.7485556436082147e-05
Position 1606: 1.0004579003508065e-05
Position 1119: 8.645567762273217e-06
Position 484: 5.603238962777072e-06
Position 222: 3.4457054076990247e-06
Position 117: 2.7745070059968504e-06
Position 534: 1.930560281596397e-06
Position 444: 1.3989333315447823e-06
Position 417: 1.391074716311457e-06
Position 4: 1.1793360518706867e-06
Position 502: 1.049786046351813e-06
Position 749: 8.731303638708518e-07
Position 514: 6.10714414602732e-07
Position 709: 5.945839896035109e-07
Position 154: 1.9902251759762057e-07
Position 275: 1.3872684491412766e-07
Position 7: 2.5873870271383955e-08
Position 108: 1.3283097478595843e-08
Position 262: 2.959717706173933e-09
Position 336: 4.945578052225121e-10
Position 239: 4.455190712857475e-10
Position 66: 2.7202593915520444e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16846: 0.6378763217678034
Position 4595: 0.5109464531379725
Position 6542: 0.49515092956224444
Position 6676: 0.3146438647328472
Position 22548: 0.21361559590796084
Position 20139: 0.19387651979956066
Position 16141: 0.08798465288917783
Position 7520: 0.055932027390745626
Position 11797: 0.03736800226368981
Position 3153: 0.030360371228613573
Position 5619: 0.02755484220905475
Position 12043: 0.02623124957137214
Position 5521: 0.0250136069196346
Position 1079: 0.020785222874170776
Position 17210: 0.020470595377514243
Position 6679: 0.01980744960239985
Position 9499: 0.018900524188749837
Position 17702: 0.018603023435902886
Position 5644: 0.016922610456493518
Position 8393: 0.016179488222276786
Position 11361: 0.013958329380531279
Position 926: 0.013623067576972103
Position 3176: 0.012795183836784392
Position 690: 0.012026900683510675
Position 6463: 0.011156497150016802
Position 18313: 0.006336907991693574
Position 10770: 0.005864892928826191
Position 3104: 0.005759044162300822
Position 1710: 0.005672095615726529
Position 11038: 0.005603447459701522
Position 13806: 0.004509318290436909
Position 4605: 0.004345601325354748
Position 368: 0.004177135072996477
Position 7695: 0.0039241725903768985
Position 12082: 0.003923107436669558
Position 12465: 0.0036958109374165865
Position 8141: 0.0036942138989502337
Position 5599: 0.0034988839221820763
Position 6850: 0.0031120670147776657
Position 10544: 0.0031079104185274256
Position 8933: 0.00300042410071325
Position 6501: 0.002929971169026399
Position 341: 0.00285984498373472
Position 6257: 0.0027271835270673544
Position 9842: 0.002609714088695918
Position 13933: 0.0024924607079000946
Position 9519: 0.002298968692638627
Position 12133: 0.0022531024811297444
Position 564: 0.0021580643042078467
Position 8314: 0.002011732758522922
Position 5459: 0.001822826729596297
Position 4239: 0.0015962273064852597
Position 8413: 0.0015272840397163798
Position 1111: 0.0015193057001194085
Position 5484: 0.0013235231929270876
Position 6209: 0.001238742581330067
Position 5820: 0.0012049886577089536
Position 7541: 0.0011987605609426548
Position 7668: 0.0011213916705290932
Position 9794: 0.0011082467348149728
Position 9335: 0.0009307027180825319
Position 1042: 0.0009111403454156823
Position 3134: 0.000864232884403696
Position 11385: 0.0008330706989895797
Position 11274: 0.0008204464941111417
Position 794: 0.0006597771374084746
Position 2730: 0.0006436161731148079
Position 9317: 0.0006292808903014542
Position 9495: 0.000612644325338478
Position 656: 0.0005519384346352872
Position 1844: 0.000528133628409564
Position 9253: 0.0005198534404370734
Position 9128: 0.000504392944373637
Position 3233: 0.0004963204195654437
Position 686: 0.0004836805102869831
Position 10071: 0.0004286772751537751
Position 1091: 0.0004220258520851574
Position 8520: 0.00040868124172060917
Position 8572: 0.00036971658148037033
Position 845: 0.00035992264785029727
Position 598: 0.0003580721196083784
Position 3202: 0.0003218501154097979
Position 9093: 0.0002859283007853446
Position 10609: 0.00027691630393339857
Position 8594: 0.00027409860803041195
Position 8967: 0.00026456101802569434
Position 988: 0.0002516010890553577
Position 2013: 0.0002485933985402336
Position 4172: 0.00024231705108320438
Position 7529: 0.00024026186653089345
Position 1777: 0.0002291841180671801
Position 7478: 0.00022562616497049049
Position 4178: 0.00021721196719029794
Position 413: 0.00019704570662184979
Position 287: 0.00019572658462831626
Position 960: 0.00018555191197028217
Position 7939: 0.00018062838989314054
Position 6128: 0.0001777860394226478
Position 662: 0.0001595774821433503
Position 9182: 0.00015131903069465948
Position 5861: 0.00015019481221130755
Position 722: 0.00011508024291164008
Position 5282: 0.00010906341224101272
Position 6101: 9.085574827809718e-05
Position 8410: 9.033269487674569e-05
Position 2704: 8.67800721040752e-05
Position 2061: 6.91806426604358e-05
Position 7217: 6.668248817440183e-05
Position 2180: 6.554551312655693e-05
Position 7587: 6.513514758038134e-05
Position 4730: 5.5268989992029096e-05
Position 1828: 4.92528874713702e-05
Position 1371: 4.343098977393768e-05
Position 1679: 3.8477352330712306e-05
Position 5337: 3.45734804417236e-05
Position 3519: 3.31642639144196e-05
Position 585: 3.269238417266686e-05
Position 2873: 3.100724791535741e-05
Position 1980: 2.8263469327552072e-05
Position 3486: 2.8025638656966698e-05
Position 373: 2.585797535247398e-05
Position 171: 2.374535534427074e-05
Position 493: 2.3142349251653978e-05
Position 4863: 2.2651028967526878e-05
Position 3960: 1.9860832380844708e-05
Position 3373: 1.6148311509260846e-05
Position 3444: 1.4530523905841691e-05
Position 6867: 1.4423145609968394e-05
Position 2104: 1.4388308290215803e-05
Position 2136: 1.0737620228671408e-05
Position 2315: 8.90334428188279e-06
Position 2354: 8.819084122530024e-06
Position 1223: 8.746855328339779e-06
Position 1161: 7.799752358113719e-06
Position 2899: 7.585728143231709e-06
Position 134: 6.433070142119633e-06
Position 185: 4.5097148387246045e-06
Position 2950: 4.070134515463112e-06
Position 2875: 3.983183352343803e-06
Position 1805: 7.026330356595929e-07
Position 105: 7.784080137722792e-08
Position 611: 2.756453906297234e-08
Position 746: 2.232145462811317e-08
Position 1153: 1.8334783687096354e-08
Position 633: 3.6025815107704696e-09
Position 384: 9.93878002386289e-10
Position 258: 6.145941074642398e-10
Position 141: 5.375667092218528e-10
Position 88: 5.184024634607452e-10
Position 192: 4.915047700679694e-10
Position 84: 3.4653022933650037e-10
