Gene = SMCO1
index = 1278
Annotated 5SS: [ 207 5847]
Annotated 3SS: [5696 7034]
SMsplice 5SS: [ 263 5847]
SMsplice 3SS: [5696 7034]
top_k =  500
Partition function (log Z): -8.238540203236708

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9714194129134798
Position 263: 0.750514683351497
Position 7129: 0.34019341900425915
Position 6872: 0.26075727587633574
Position 207: 0.07927950838192495
Position 5241: 0.06881952243063484
Position 333: 0.055516222330094706
Position 6840: 0.04687249308049892
Position 4542: 0.041851511236023306
Position 694: 0.038214880757939065
Position 1313: 0.03255011604721803
Position 378: 0.023024976168118938
Position 7396: 0.014234568464621405
Position 7136: 0.013073255553800475
Position 6730: 0.011001722791333091
Position 7303: 0.008080850901146788
Position 1568: 0.007573192376996874
Position 961: 0.006215656520350109
Position 7746: 0.005973067798238742
Position 426: 0.005716659023668019
Position 7274: 0.005635234335079284
Position 5786: 0.005281872844554308
Position 1457: 0.004942706445691814
Position 1863: 0.00407132147644471
Position 1032: 0.0038564897725521133
Position 1101: 0.003685701675673756
Position 2473: 0.0035535631775160618
Position 4691: 0.003482924374270028
Position 7351: 0.003361381057249376
Position 714: 0.0029437363670446444
Position 661: 0.002806099599337414
Position 6070: 0.0027002109923161773
Position 1088: 0.002582725386043824
Position 241: 0.002513928048181969
Position 7171: 0.00244743312846345
Position 7540: 0.002424812159902548
Position 846: 0.0016920481930905054
Position 4520: 0.0015317011730048074
Position 1411: 0.0014937553114164953
Position 549: 0.0010804656027852057
Position 5927: 0.0009896802140849275
Position 1379: 0.000967018695326012
Position 861: 0.0009669241234447837
Position 5887: 0.0007440718096292523
Position 6904: 0.000713429417111252
Position 5094: 0.0007054104705368325
Position 5851: 0.000692777195346915
Position 699: 0.0006518324368332001
Position 6241: 0.0006419689974352278
Position 1225: 0.0005686647958189191
Position 788: 0.0005537698197202306
Position 8021: 0.00052848505393822
Position 4656: 0.0005004215849918306
Position 2660: 0.0004475292239462937
Position 5312: 0.0004254450341450179
Position 4972: 0.00035209622970010186
Position 2779: 0.0003277251490089519
Position 2300: 0.0003270032337435628
Position 5903: 0.0003182422213430745
Position 1598: 0.00028299405512899074
Position 750: 0.00027924464676481217
Position 1998: 0.0002702259300098781
Position 1081: 0.00023679127109070425
Position 5173: 0.00021746209007962057
Position 2628: 0.0002137597068678567
Position 6692: 0.00020481342596556662
Position 1815: 0.00019115599314094755
Position 4793: 0.00018973306944141012
Position 29: 0.000146861238692009
Position 3: 0.00010034503400115686
Position 5833: 5.9148159206949683e-05
Position 6158: 5.6053740026770074e-05
Position 6648: 4.1360972430554066e-05
Position 6876: 3.5021600165998065e-05
Position 6941: 3.231660095821122e-05
Position 59: 2.1695710692337704e-05
Position 10: 1.611367891588025e-05
Position 6276: 1.1821279097373248e-05
Position 5869: 1.1766950282337265e-05
Position 933: 2.9570352680720938e-06
Position 619: 2.0247482840094873e-06
Position 471: 2.0239978065149167e-06
Position 537: 1.9025276948744047e-06
Position 757: 1.2654860827037521e-06
Position 631: 1.1789984506576772e-06
Position 1302: 9.066742817642138e-07
Position 394: 8.184642477621343e-07
Position 682: 7.955686282160497e-07
Position 634: 7.671442766206566e-07
Position 4780: 6.511631448774771e-07
Position 351: 5.721126639752948e-07
Position 640: 4.717002135896561e-07
Position 338: 3.586573136571506e-07
Position 601: 3.3456494061084144e-07
Position 543: 2.4193878508308143e-07
Position 803: 1.8200786468458622e-08
Position 326: 3.910344617086948e-09
Position 484: 2.131009953716783e-09
Position 115: 2.476580353755851e-10
Position 125: 5.161621647273145e-12
Position 320: 2.1013299701172327e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5696: 0.9821996840427989
Position 7034: 0.8709214223983766
Position 7816: 0.22451409345142015
Position 7636: 0.142578813947659
Position 6675: 0.14102012242730066
Position 6772: 0.13668081733814827
Position 5093: 0.054005119735883386
Position 4444: 0.034320877628048335
Position 7573: 0.023883082588402573
Position 8378: 0.022908134837726454
Position 6432: 0.019898230873813386
Position 6647: 0.016319590529776135
Position 7621: 0.013842628024501924
Position 5132: 0.013100662228757394
Position 6730: 0.009880176676870875
Position 7067: 0.008860376801400756
Position 7395: 0.008844019853234943
Position 1095: 0.007520122705993252
Position 6014: 0.006190819413788314
Position 6941: 0.005696405449085304
Position 5994: 0.005515149740288056
Position 6036: 0.0053375249948882635
Position 4390: 0.005246417387090568
Position 1745: 0.004375603113033951
Position 6928: 0.004294857442086251
Position 6593: 0.0036992293410788558
Position 1255: 0.003370252136345864
Position 8337: 0.0033139335052977
Position 860: 0.003274711144638398
Position 7788: 0.0032528371685390713
Position 6596: 0.003241711887929509
Position 1225: 0.0032400135762570455
Position 5701: 0.003192872180906751
Position 7533: 0.003104088607619841
Position 4367: 0.003035979621696736
Position 7012: 0.0027388555626467435
Position 6689: 0.0025902380738133885
Position 6456: 0.0022820196219974793
Position 4578: 0.002259536326519597
Position 2344: 0.002257460734862344
Position 7281: 0.0019934962705458253
Position 5970: 0.001970521117000224
Position 774: 0.001939713383470039
Position 7970: 0.0018431833995286025
Position 7514: 0.0017731767783655413
Position 1258: 0.0017298124932190245
Position 1329: 0.001476366851768242
Position 4387: 0.001468725101296187
Position 542: 0.0013471189444186587
Position 5099: 0.0013104363816730477
Position 4856: 0.0013076328310133156
Position 910: 0.0013030248004501136
Position 931: 0.001144920854817136
Position 7150: 0.0010605354998798502
Position 7559: 0.0010566311811734054
Position 2204: 0.0010446257027260878
Position 1478: 0.0009729256632287136
Position 7499: 0.0009435971691936626
Position 6530: 0.0009182049516828203
Position 7371: 0.0009154504102931423
Position 1436: 0.0008891187494946872
Position 6622: 0.000883347628052773
Position 8342: 0.0008573777034661111
Position 4350: 0.000842188405761505
