Gene = DCTN3
index = 433
Annotated 5SS: [ 112 1805 2596 4451 5771 6439]
Annotated 3SS: [1719 2508 4366 5711 6378 6608]
SMsplice 5SS: [ 112  966 1805 2596]
SMsplice 3SS: [ 828 1719 2508 5711]
top_k =  500
Partition function (log Z): -2.3503789920799267

Sorted 5' Splice Sites (High to Low Probability):
Position 2596: 0.973921353610329
Position 1805: 0.8506743054018658
Position 112: 0.7669396861095642
Position 966: 0.7031285546980897
Position 5771: 0.3742849852437504
Position 761: 0.31370915074084654
Position 4493: 0.26350175820764815
Position 233: 0.14564674933424931
Position 4451: 0.100285072046901
Position 1360: 0.08839232112272248
Position 6033: 0.0615030069184818
Position 1567: 0.06088535190631872
Position 5200: 0.05756664481468868
Position 1628: 0.04894504335724788
Position 3309: 0.03614446937263257
Position 6439: 0.026452058923369097
Position 5924: 0.02543620226153242
Position 546: 0.025086793880324768
Position 750: 0.01836931461045294
Position 4703: 0.016990707839083626
Position 4129: 0.016107033458327612
Position 667: 0.014569885023872551
Position 5089: 0.012040627315649949
Position 1860: 0.01116757279462593
Position 5868: 0.008776449595118084
Position 6010: 0.007218112920013743
Position 1049: 0.005309768051742065
Position 2073: 0.004969341762848405
Position 553: 0.0044017730030019705
Position 2064: 0.0037424264824652757
Position 1212: 0.0032757352468476665
Position 558: 0.0029554741233759575
Position 1956: 0.002772904685679762
Position 595: 0.0027431945113575644
Position 2394: 0.0024490320340085654
Position 1741: 0.0023733513304939374
Position 1682: 0.001927684756818968
Position 129: 0.0019031252801063536
Position 1890: 0.0016656759533422798
Position 1747: 0.0013447139968231665
Position 5397: 0.0013148538581132991
Position 78: 0.0012451171384769498
Position 2240: 0.0012252025719816891
Position 4879: 0.0010427754291553054
Position 5807: 0.0009310660272191762
Position 1783: 0.0006327556212157458
Position 4408: 0.00045700654332717837
Position 124: 0.00032196055989460175
Position 294: 0.0002930367748607286
Position 2347: 0.0002506675432346359
Position 314: 0.00024998099938994674
Position 602: 0.0002473066822927199
Position 268: 0.00023818807293925798
Position 2230: 0.00021965926280400353
Position 523: 0.00021229409965674
Position 3: 0.00021114479516661847
Position 754: 0.00020816786823272312
Position 297: 0.00020701979281463964
Position 7: 0.00019994711713146267
Position 728: 0.00011791728578070501
Position 332: 0.00011324186756535545
Position 2918: 0.00010001037753008143
Position 116: 7.023098982443883e-05
Position 491: 5.414853967938288e-05
Position 423: 2.533975069227437e-05
Position 2989: 1.9767054916825443e-05
Position 23: 1.1248447533239198e-05
Position 4288: 8.685215040495341e-06
Position 4327: 7.500592861547656e-06
Position 1380: 2.22244275877299e-06
Position 76: 4.673199453452342e-07
Position 2633: 4.156115472301892e-07
Position 10: 2.8073980042861495e-07
Position 368: 1.0411499288242151e-07
Position 119: 5.663624771503178e-08
Position 405: 3.730350768658155e-08
Position 2649: 3.317546480024216e-08
Position 323: 2.350787017064291e-08
Position 132: 1.6199330399818653e-08
Position 55: 4.09895622620878e-09
Position 275: 3.4357624848347644e-09
Position 159: 5.309967901711711e-11
Position 195: 4.943545863427228e-11
Position 166: 1.6497519745106878e-12
Position 200: 3.151845308576056e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2508: 0.9492536955849231
Position 1719: 0.8401999525061438
Position 828: 0.6923321389480567
Position 5711: 0.6847425773481874
Position 4366: 0.2329851121629333
Position 4389: 0.12752025918858367
Position 6378: 0.12539340321450262
Position 6578: 0.12286501517227612
Position 5968: 0.1151168872979411
Position 636: 0.10471630837212306
Position 6509: 0.08573064062019545
Position 6080: 0.07947787163562228
Position 5037: 0.07489456380593237
Position 4530: 0.07242848586413096
Position 210: 0.0676812915771654
Position 1507: 0.04972182474067553
Position 1554: 0.04841148321391717
Position 1275: 0.04789146873355408
Position 642: 0.04625575848053953
Position 6281: 0.026619383112614064
Position 4586: 0.024409481118749417
Position 5740: 0.02363990261594882
Position 4060: 0.020837875168937307
Position 1157: 0.020725720901271016
Position 6907: 0.019318144262807455
Position 698: 0.019111621861421676
Position 3135: 0.018880490875982175
Position 484: 0.01863123982913118
Position 5973: 0.018252991766892646
Position 1429: 0.017163117566496862
Position 1475: 0.015775975824140885
Position 5919: 0.013717442954898759
Position 609: 0.013036011849271873
Position 5573: 0.012543866435785273
Position 4287: 0.012205274100491896
Position 1048: 0.011868545263598974
Position 1123: 0.011065714596926839
Position 3833: 0.010619862457151042
Position 2455: 0.009879931718625053
Position 661: 0.009853260309484763
Position 666: 0.009183160371260645
Position 2514: 0.008882030113528458
Position 915: 0.00875600931983059
Position 3232: 0.008694183374792039
Position 5066: 0.008535424046931821
Position 1670: 0.00803457829396984
Position 6626: 0.007020653823723072
Position 6893: 0.006468924663572958
Position 2290: 0.006195444163878853
Position 3106: 0.005958578944249185
Position 3996: 0.005859340987500759
Position 2870: 0.005266454889299859
Position 3199: 0.004579675097203819
Position 6347: 0.003927558466993532
Position 515: 0.003925931294318003
Position 6459: 0.0036688401853658802
Position 335: 0.003615848344922208
Position 5022: 0.003445269312105633
Position 368: 0.003333506079511679
Position 732: 0.0029653569330682886
Position 4086: 0.0027691728974311423
Position 1916: 0.0023313517996271446
Position 1681: 0.0021044773926321638
Position 2205: 0.0020740695334370706
Position 3911: 0.0019445948799556166
Position 3859: 0.0019153397143188994
Position 3760: 0.0018139172123439419
Position 2678: 0.0016255438084761098
Position 2459: 0.001559770591109973
Position 1301: 0.001531633455452844
Position 712: 0.001468914904216728
Position 3721: 0.0014423728905128925
Position 4470: 0.0014348896100672024
Position 1769: 0.0012030399456068432
Position 2413: 0.0011527576419262874
Position 2895: 0.0011488463216509466
Position 5236: 0.001126972075654297
Position 5311: 0.0009682777498015802
Position 1193: 0.0007989335214829036
Position 1593: 0.0007981213265358406
Position 5880: 0.0007655088791022298
Position 1143: 0.0006768591086068382
Position 2763: 0.0006710795219191688
Position 4606: 0.0006499119774032357
Position 3253: 0.0006297490288780418
Position 620: 0.0006066433596613333
Position 4368: 0.0005246526910227551
Position 1998: 0.0004685282610699679
Position 5607: 0.00044601540726817114
Position 3922: 0.0004410970061613047
Position 1052: 0.00043862206602387235
Position 281: 0.0004025338569992883
Position 572: 0.00039816462806321456
Position 2239: 0.0003936785792902204
Position 362: 0.00038499719908841355
Position 1524: 0.0003741263951323769
Position 810: 0.0003671070011869162
Position 5258: 0.0003625439931454559
Position 2400: 0.00035317436595826076
