Gene = TPK1
index = 1472
Annotated 5SS: [    87    494  70174 153145 187247 212888 244631 287563]
Annotated 3SS: [   434  70101 153074 187173 212791 244483 287450 382389]
SMsplice 5SS: [    87  11663  18921  51704  70174  96781  97218  99900 113919 133078
 150695 153145 171519 184115 184373 187247 187567 197185 202994 212888
 229125 244631 287563 296794 304353 304990 320007 320222]
SMsplice 3SS: [ 11559  18819  51573  70101  96655  97106  99799 113774 132917 150572
 153074 171371 183950 184224 187173 187427 197091 202845 212791 229002
 244483 287450 296715 304227 304883 319951 320123 382389]
top_k =  500
Partition function (log Z): -172.33979363452386

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.8917257643160004
Position 14979: 0.5740425986538723
Position 1142: 0.4573952224588689
Position 11663: 0.3796862196537192
Position 350: 0.0881333148503097
Position 8139: 0.020317969642703358
Position 1502: 0.017308699133354286
Position 8134: 0.009904996982865469
Position 751: 0.00731755485297016
Position 494: 0.0031316950154718242
Position 1547: 0.0028324805498011617
Position 168: 0.0026468804242555212
Position 1937: 0.0023261905293759533
Position 161: 0.0021947127320910793
Position 6782: 0.002096501078658123
Position 150: 0.0019609856149663697
Position 556: 0.0017182231660737748
Position 370: 0.0017172921861778572
Position 91: 0.0013908565260604367
Position 6480: 0.0013259277570163708
Position 1447: 0.0013036088363460128
Position 6572: 0.0009006394207534492
Position 841: 0.0007671736181047906
Position 253: 0.0005916034112114422
Position 3018: 0.0005778212725152069
Position 1597: 0.0005448523036501189
Position 1167: 0.0004784266662215394
Position 702: 0.00045062905340978644
Position 858: 0.0004261836844962322
Position 1093: 0.00041014509552753396
Position 374: 0.00033748119476966143
Position 1743: 0.00028915751153875646
Position 290: 0.0002586870223121697
Position 514: 0.00024096217157433943
Position 258: 0.00018965841308757453
Position 625: 0.00016986115634158615
Position 600: 0.00013514852509189393
Position 728: 0.00012666961534041191
Position 320: 0.0001157045980309278
Position 726: 0.00010721108652610489
Position 883: 0.00010161562405565005
