Gene = ZNHIT1
index = 1625
Annotated 5SS: [ 550 5107 5889 6175]
Annotated 3SS: [4935 5808 6004 6268]
SMsplice 5SS: [ 550 5107 5889 6175]
SMsplice 3SS: [4935 5808 6004 6268]
top_k =  500
Partition function (log Z): 0.7955951852326404

Sorted 5' Splice Sites (High to Low Probability):
Position 6175: 0.9555089507089997
Position 5107: 0.9490478211900286
Position 5889: 0.8987983812261574
Position 550: 0.8786111555592822
Position 265: 0.17308053227965423
Position 6133: 0.03508217904936331
Position 5342: 0.02462768291177204
Position 2595: 0.024371539862998066
Position 590: 0.02327602537310168
Position 2945: 0.02049506149193743
Position 5930: 0.019927385642929767
Position 1579: 0.015059500954721007
Position 481: 0.014931048246285142
Position 567: 0.013119221374509639
Position 554: 0.009179295188690591
Position 2268: 0.007931284241196476
Position 4569: 0.006443608518433628
Position 3895: 0.006286145978025382
Position 5389: 0.0054473425574880175
Position 5900: 0.0047005621146125505
Position 5651: 0.004654781903025825
Position 4562: 0.004273812550874011
Position 5275: 0.004132375234224349
Position 4129: 0.0038918442588356935
Position 3364: 0.0037056244270882903
Position 4302: 0.00304118472032732
Position 4218: 0.0026747337763723907
Position 818: 0.0026497901074320467
Position 5429: 0.0024358757264754814
Position 2338: 0.0020208289644740108
Position 4429: 0.0017024510559037432
Position 2120: 0.0015560392454281936
Position 5833: 0.0013378341597127868
Position 3683: 0.0013258965883849564
Position 2225: 0.0013161207864412889
Position 4381: 0.0013113956973777904
Position 2756: 0.0013038047597373418
Position 6143: 0.0011413151426762594
Position 2152: 0.0010079630979660291
Position 485: 0.0009060026752626318
Position 4247: 0.0007237966460201889
Position 276: 0.00024031268772097382
Position 6126: 0.00019607382445661618
Position 101: 0.00014768060305188948
Position 404: 0.00010958519307842275
Position 66: 6.569992715940156e-05
Position 6287: 6.073231589415889e-05
Position 219: 5.2602804985851105e-05
Position 4: 4.51045426090724e-05
Position 6045: 3.5490606954346484e-05
Position 5473: 3.193960410601676e-05
Position 1165: 2.62726090402067e-05
Position 5232: 2.4765810536472695e-05
Position 6116: 2.368755973960141e-05
Position 1563: 1.680930401037178e-05
Position 5491: 1.5596045661282594e-05
Position 1367: 1.0181770951257945e-05
