Gene = CAMP
index = 276
Annotated 5SS: [ 366 1115 1328]
Annotated 3SS: [1006 1255 1945]
SMsplice 5SS: [ 366 1115 1328]
SMsplice 3SS: [1006 1255 1415]
top_k =  500
Partition function (log Z): -2.814789255965117

Sorted 5' Splice Sites (High to Low Probability):
Position 366: 0.9715094842300662
Position 1328: 0.954756570860384
Position 1115: 0.9197703047624907
Position 915: 0.5251973809803578
Position 587: 0.1618923483902868
Position 1140: 0.03849197650525146
Position 1586: 0.021719655857228386
Position 1499: 0.009957613143064207
Position 231: 0.007388906474932978
Position 89: 0.005882747915381639
Position 258: 0.002907411780768974
Position 940: 0.0027155824027597342
Position 841: 0.0025318714093955016
Position 810: 0.0022964478173194934
Position 625: 0.002019693138714019
Position 715: 0.001097571290667285
Position 1872: 0.0009131007211324214
Position 69: 0.0008324625710006586
Position 210: 0.0008109272356877606
Position 135: 0.0007035782261772164
Position 721: 0.0006290275439821006
Position 642: 0.00043689684659466946
Position 1513: 0.00039488838940440383
Position 1533: 0.00033488010579278774
Position 661: 0.00025358180849518493
Position 1136: 0.00024290728493341567
Position 1639: 0.0002351071017959884
Position 1144: 0.00022456253197263205
Position 200: 0.00020903478940318359
Position 1095: 0.00016609621572805843
Position 670: 0.0001343415554473577
Position 1806: 0.000111642985400665
Position 1034: 0.00011089616401555903
Position 948: 0.0001048467736165887
Position 1332: 9.875893148725441e-05
Position 203: 8.978597596001417e-05
Position 1317: 8.967086034204712e-05
Position 5: 8.410333181859973e-05
Position 311: 7.459547771694081e-05
Position 777: 6.071164310895437e-05
Position 1134: 5.4407732312183214e-05
Position 510: 2.652252963640476e-05
Position 793: 1.9838136653434447e-05
Position 279: 1.1268730529419024e-05
Position 729: 1.618449043324404e-06
Position 413: 1.029455217616254e-06
Position 1259: 2.9303802139127496e-07
Position 1269: 2.6376853720389774e-07
Position 1320: 2.4717439259386534e-07
Position 415: 2.0349984980934173e-07
Position 472: 2.0077819129607373e-07
Position 508: 8.274766123459399e-08
Position 1339: 4.6218260561957286e-08
Position 286: 4.1335558212381076e-08
Position 418: 5.0526366715874815e-09
Position 475: 3.4516992293355768e-09
Position 677: 1.5544055445666584e-09
Position 734: 4.2824743317539745e-10
Position 553: 3.745929755046541e-12
Position 480: 3.212370036932499e-12
Position 482: 2.95724477915401e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1006: 0.9502553738420556
Position 1255: 0.8987533662774088
Position 1415: 0.6760210742374707
Position 490: 0.19994915411290234
Position 836: 0.19520895614738196
Position 742: 0.11217342391483062
Position 1440: 0.10707927391662789
Position 1945: 0.09205241647103662
Position 878: 0.08549329349380748
Position 775: 0.05167429055400611
Position 1229: 0.0418681950149909
Position 1782: 0.034459725538057956
Position 1699: 0.03115355058457567
Position 586: 0.020433400654651664
Position 690: 0.012890842832747265
Position 1208: 0.01275258554301378
Position 1730: 0.010629998721858021
Position 1420: 0.010404871256459813
Position 1472: 0.009911482832825138
Position 1494: 0.008808195501392703
Position 1537: 0.008015883566446337
Position 294: 0.0077233082407300695
Position 1623: 0.007574404312823079
Position 257: 0.006284584253410093
Position 1805: 0.004361681816733435
Position 449: 0.003931975464489753
Position 521: 0.0031036064296995477
Position 2099: 0.0028239764694082715
Position 661: 0.0027368974930929687
Position 502: 0.0025329438755786284
Position 1241: 0.0021284213883825537
Position 839: 0.0018904277288762856
Position 914: 0.0017003898915690762
Position 1615: 0.0016665954044649885
Position 2064: 0.0016315371731352062
Position 1019: 0.00144141341510046
Position 797: 0.0013052098512196832
Position 559: 0.0011513886126093063
Position 1046: 0.0010431901855410088
Position 1553: 0.0010108119244540141
Position 1838: 0.0009989536607769107
Position 1859: 0.0006923182544724038
Position 1578: 0.000681854059520693
Position 1644: 0.000680646179809086
Position 1994: 0.00065802823592936
Position 1564: 0.0006254346767239457
Position 746: 0.0005954940022700471
Position 844: 0.0005812949748726298
Position 1317: 0.0005758370875386603
Position 1915: 0.000496559377014146
Position 1030: 0.0004872992014136033
Position 1264: 0.00036709110259465613
Position 1155: 0.0003567931830010382
Position 1280: 0.00035569977175849143
Position 1871: 0.00035437507473141516
Position 714: 0.0003371106842428908
Position 1294: 0.0003137128340815395
Position 1422: 0.00025169409611510655
Position 1460: 0.00025094965998499535
Position 947: 0.00020977721941727243
Position 1352: 0.00020683844798652972
Position 1574: 0.00014456408415256992
Position 777: 0.00014298230808711175
Position 355: 0.00010388544947460631
Position 642: 0.00010185499406852062
Position 1596: 8.469205295770342e-05
Position 1673: 7.744943006092692e-05
Position 721: 7.247926341977496e-05
Position 1299: 6.380746178222159e-05
Position 2069: 6.334644986124464e-05
Position 890: 5.983583728944641e-05
Position 1058: 5.396801954746797e-05
Position 452: 5.332969233023029e-05
Position 885: 4.8401849643753634e-05
Position 965: 4.211407154375961e-05
Position 1068: 4.016069651829001e-05
Position 1812: 3.5139452529869544e-05
Position 855: 3.375353151756199e-05
Position 1051: 3.369701231733994e-05
Position 897: 3.3605161705058836e-05
Position 265: 3.2772760652052234e-05
Position 1426: 2.9998452974391056e-05
Position 695: 2.380961095627987e-05
Position 707: 2.2651636919638382e-05
Position 611: 1.9491579854588865e-05
Position 1078: 1.5742704372917133e-05
Position 527: 1.3958169164913445e-05
Position 605: 9.589280330771516e-06
Position 308: 8.665142645093646e-06
Position 170: 6.407177109427216e-06
Position 561: 6.105977783907416e-06
Position 799: 3.5515310773577484e-06
Position 1081: 3.227913112328322e-06
Position 272: 1.52670793496445e-06
Position 276: 4.6466621974073215e-07
Position 178: 2.9735674789523147e-07
Position 529: 2.654635906174029e-07
Position 504: 2.485701352433675e-07
Position 106: 2.0665275906191341e-07
Position 143: 9.188241359593637e-08
Position 153: 1.208430933082191e-08
Position 145: 9.743024938122185e-09
Position 149: 2.2870104075447637e-09
Position 112: 6.842757935479634e-10
Position 125: 4.888921152673145e-10
Position 77: 2.5787935797720487e-11
Position 128: 1.3476158631676501e-11
Position 81: 4.729532335767109e-12
Position 370: 3.662242457451962e-12
