Gene = GFM2
index = 587
Annotated 5SS: [  434  3692  6470  8003  8523 16004 16793 19680 21267 21694 25843 27383
 28870 29054 30576 34350 37112 41431 41732 44993]
Annotated 3SS: [ 3604  6384  7944  8424 15877 16703 19590 21205 21513 25761 27233 28728
 28953 30385 34272 36972 41244 41615 44809 45587]
SMsplice 5SS: [  434  3692  6470  8523 16004 16793 19680 20009 25843 28870 29054 34143
 34350 36770 37112 37362 41431 41732 44993]
SMsplice 3SS: [ 3604  6384  8424 15877 16703 19590 19789 25761 28728 28953 33998 34272
 36595 36972 37258 41244 41615 44809 45642]
top_k =  500
Partition function (log Z): 18.735248556249303

Sorted 5' Splice Sites (High to Low Probability):
Position 28870: 0.9941313387399017
Position 19680: 0.9835724751838163
Position 8523: 0.9699824587283077
Position 29054: 0.9457423803364609
Position 37362: 0.945581353455564
Position 25843: 0.9427805199814968
Position 37112: 0.939370456401784
Position 41431: 0.9121349273207177
Position 3692: 0.8928140370222492
Position 16793: 0.889828781165942
Position 6470: 0.8757040285091757
Position 41732: 0.8554820831067292
Position 36770: 0.8267133067112992
Position 44993: 0.753748927924822
Position 34350: 0.7199557318256076
Position 434: 0.6956829807279652
Position 21267: 0.6303850603699402
Position 16004: 0.5817799734625402
Position 34143: 0.5381000177569207
Position 30576: 0.4695726493607101
Position 20009: 0.4335689989298895
Position 11378: 0.3166419742505208
Position 21087: 0.2311503509913058
Position 34354: 0.2159205415807418
Position 6164: 0.18703444625029833
Position 42043: 0.1867669276678533
Position 28548: 0.18036815388852542
Position 233: 0.16993977420770645
Position 33312: 0.1692305498377862
Position 42495: 0.15002289752551606
Position 13196: 0.1457005664120417
Position 8003: 0.1348752741123497
Position 41765: 0.12516690225640553
Position 27383: 0.1205793560624964
Position 19986: 0.11786053050560136
Position 4574: 0.1067318206234236
Position 16009: 0.10576486731653482
Position 760: 0.10414558060292747
Position 20107: 0.10147954914859923
Position 26436: 0.09936321875882144
Position 26297: 0.09803218871024783
Position 2086: 0.0964201714801572
Position 16321: 0.09377545918592042
Position 39033: 0.09182939543550414
Position 2013: 0.0864745024256043
Position 6975: 0.08380039222222795
Position 33951: 0.08174884263677314
Position 38105: 0.08113226201540784
Position 17879: 0.07529988336562068
Position 255: 0.07517379690434522
Position 872: 0.07272145290294066
Position 21694: 0.07261378418902573
Position 6699: 0.06874328564873891
Position 273: 0.06173390066270982
Position 25959: 0.05559470261696716
Position 25650: 0.05454571754273556
Position 16887: 0.05374843422957581
Position 39110: 0.05302813938844298
Position 398: 0.05091749878651504
Position 37658: 0.048089659136967305
Position 24976: 0.04738044062264351
Position 26914: 0.04568931492329744
Position 6736: 0.04400546866364455
Position 30671: 0.0435494181974704
Position 23254: 0.04171814355613885
Position 8057: 0.03681962274343813
Position 44997: 0.03642805253921798
Position 23576: 0.03596956008449684
Position 41450: 0.03142976765848466
Position 2337: 0.029541866616027524
Position 45769: 0.02911207200435851
Position 6970: 0.02606932589469349
Position 29108: 0.02516144070339454
Position 36886: 0.02422649580155043
Position 26859: 0.024089413990661834
Position 579: 0.022891987169037765
Position 9511: 0.02270634806813417
Position 5931: 0.022667739580938043
Position 3175: 0.021142552406293688
Position 33272: 0.019592531500656686
Position 17315: 0.01929330619758935
Position 17323: 0.018719179751941487
Position 8086: 0.01766555662870263
Position 7032: 0.017230487551061848
Position 1997: 0.017161936627626457
Position 21471: 0.016689638299606895
Position 27011: 0.01658950321438632
Position 9047: 0.01633951745531627
Position 18805: 0.015968895359877774
Position 28448: 0.015949083871321525
Position 43074: 0.0157276207522561
Position 29804: 0.014758875352330702
Position 4793: 0.014338658206095197
Position 12474: 0.013070721009097794
Position 29022: 0.012524245468189458
Position 36197: 0.011571134699193983
Position 17499: 0.011532460592133364
Position 7672: 0.011352407313733893
Position 19891: 0.011140352905854559
Position 39003: 0.010904852291689695
Position 3180: 0.01055667777259139
Position 19265: 0.00915983127575553
Position 42071: 0.007710139700370577
Position 20153: 0.007634359066654388
Position 20208: 0.007406793178380364
Position 7455: 0.007333304581778914
Position 3678: 0.007324467253320242
Position 37119: 0.007029043667154018
Position 23345: 0.006744113149899149
Position 1691: 0.006416807303555653
Position 630: 0.006226461332963022
Position 34802: 0.006177195960208438
Position 10062: 0.006168845792578431
Position 6140: 0.005924363574850943
Position 29971: 0.005800393965609833
Position 34323: 0.005719092317146897
Position 30109: 0.00564814206373664
